Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00129   	-3.06426e+01	-3.29015e+01	-3.88476e+01		         0.00000	1.41000e+02	
0.01828   	-3.02978e+01	-2.86795e+01	-4.09186e+01		         0.00167	1.38000e+02	
0.03526   	-3.09968e+01	-2.45684e+01	-4.05028e+01		         0.00333	1.30000e+02	
0.05223   	-3.10901e+01	-2.21265e+01	-4.08863e+01		         0.00500	1.18000e+02	
0.06922   	-3.14187e+01	-2.28673e+01	-4.07034e+01		         0.00667	1.02000e+02	
0.08620   	-3.21447e+01	-2.52883e+01	-3.98955e+01		         0.00833	8.30000e+01	
0.10318   	-3.26869e+01	-2.57169e+01	-3.80681e+01		         0.01000	6.20000e+01	
0.12016   	-3.28532e+01	-2.59392e+01	-3.48845e+01		         0.01167	3.80000e+01	
0.13713   	-3.22591e+01	-2.64483e+01	-3.50851e+01		         0.01333	1.20000e+01	
0.15412   	-3.09502e+01	-2.68032e+01	-3.58311e+01		         0.01500	-1.40000e+01	
0.17110   	-3.00128e+01	-3.03215e+01	-3.70146e+01		         0.01667	-4.10000e+01	
0.18808   	-2.91300e+01	-3.37666e+01	-3.53783e+01		         0.01833	-6.60000e+01	
0.20506   	-2.95067e+01	-3.75077e+01	-3.74521e+01		         0.02000	-9.00000e+01	
0.22204   	-3.00227e+01	-4.11988e+01	-3.65331e+01		         0.02167	-1.11000e+02	
0.23902   	-2.99683e+01	-4.17081e+01	-3.58336e+01		         0.02333	-1.29000e+02	
0.25600   	-3.03823e+01	-4.16725e+01	-3.56129e+01		         0.02500	-1.44000e+02	
0.27298   	-3.11232e+01	-4.40112e+01	-3.93217e+01		         0.02667	-1.55000e+02	
0.28996   	-3.12534e+01	-4.39556e+01	-3.99559e+01		         0.02833	-1.63000e+02	
0.30694   	-3.09958e+01	-4.56942e+01	-4.05518e+01		         0.03000	-1.67000e+02	
0.32392   	-3.14894e+01	-4.51219e+01	-3.91783e+01		         0.03167	-1.68000e+02	
0.34090   	-3.22964e+01	-4.71177e+01	-4.04934e+01		         0.03333	-1.64000e+02	
0.35788   	-3.30860e+01	-4.65142e+01	-4.29559e+01		         0.03500	-1.58000e+02	
0.37486   	-3.37395e+01	-4.70963e+01	-4.32329e+01		         0.03667	-1.50000e+02	
0.39184   	-3.37184e+01	-4.62967e+01	-4.20559e+01		         0.03833	-1.39000e+02	
0.40882   	-3.31407e+01	-4.64572e+01	-4.07911e+01		         0.04000	-1.26000e+02	
0.42580   	-3.18215e+01	-4.69708e+01	-4.11663e+01		         0.04167	-1.12000e+02	
0.44278   	-3.10215e+01	-4.57529e+01	-4.26437e+01		         0.04333	-9.70000e+01	
0.45976   	-3.03153e+01	-4.41664e+01	-4.06566e+01		         0.04500	-8.30000e+01	
0.47674   	-3.03335e+01	-4.23214e+01	-4.09685e+01		         0.04667	-6.80000e+01	
0.49372   	-3.08234e+01	-4.26520e+01	-4.03913e+01		         0.04833	-5.50000e+01	
0.51070   	-3.12218e+01	-4.07893e+01	-4.07876e+01		         0.05000	-4.20000e+01	
0.52767   	-2.96138e+01	-3.82326e+01	-4.14550e+01		         0.05167	-3.00000e+01	
0.54465   	-2.85098e+01	-3.80507e+01	-3.86608e+01		         0.05333	-2.00000e+01	
0.56163   	-2.67630e+01	-3.77572e+01	-3.85043e+01		         0.05500	-1.20000e+01	
0.57861   	-2.62170e+01	-3.56707e+01	-3.94321e+01		         0.05667	-4.00000e+00	
0.59560   	-2.59709e+01	-3.44182e+01	-4.11625e+01		         0.05833	1.00000e+00	
0.61257   	-2.72323e+01	-3.53279e+01	-4.12979e+01		         0.06000	6.00000e+00	
0.62983   	-2.90372e+01	-3.40378e+01	-4.23321e+01		         0.06167	9.00000e+00	
0.64654   	-2.96456e+01	-3.35398e+01	-3.97194e+01		         0.06333	1.10000e+01	
0.66352   	-2.97660e+01	-3.21296e+01	-4.04254e+01		         0.06500	1.20000e+01	
0.68049   	-2.95332e+01	-3.11123e+01	-4.04769e+01		         0.06667	1.20000e+01	
0.69748   	-2.95847e+01	-3.07725e+01	-3.97536e+01		         0.06833	1.20000e+01	
0.71446   	-3.00429e+01	-2.97461e+01	-4.14551e+01		         0.07000	1.20000e+01	
0.73144   	-3.24241e+01	-3.06542e+01	-3.98804e+01		         0.07167	1.20000e+01	
0.74842   	-3.42179e+01	-3.25333e+01	-3.98813e+01		         0.07333	1.10000e+01	
0.76540   	-3.38757e+01	-3.27402e+01	-4.15425e+01		         0.07500	1.00000e+01	
0.78238   	-3.37452e+01	-3.40158e+01	-4.47094e+01		         0.07667	1.00000e+01	
0.79936   	-3.34063e+01	-3.39126e+01	-4.50527e+01		         0.07833	9.00000e+00	
0.81634   	-3.32382e+01	-3.47568e+01	-4.49428e+01		         0.08000	9.00000e+00	
0.83332   	-3.30480e+01	-3.40968e+01	-4.37947e+01		         0.08167	8.00000e+00	
0.85029   	-3.19673e+01	-3.48473e+01	-4.43476e+01		         0.08333	8.00000e+00	
0.86728   	-3.13450e+01	-3.31182e+01	-4.55060e+01		         0.08500	8.00000e+00	
0.88426   	-3.12304e+01	-3.03188e+01	-4.56482e+01		         0.08667	8.00000e+00	
0.90124   	-3.12437e+01	-2.40039e+01	-4.55638e+01		         0.08833	8.00000e+00	
0.91822   	-3.14892e+01	-2.47859e+01	-4.39235e+01		         0.09000	8.00000e+00	
0.93520   	-3.20157e+01	-2.67035e+01	-4.21971e+01		         0.09167	9.00000e+00	
0.95218   	-3.25727e+01	-2.62962e+01	-4.15014e+01		         0.09333	9.00000e+00	
0.96916   	-3.25566e+01	-2.69001e+01	-3.87891e+01		         0.09500	9.00000e+00	
0.98614   	-3.24013e+01	-2.94520e+01	-3.57458e+01		         0.09667	1.00000e+01	
1.00312   	-3.30541e+01	-3.11213e+01	-3.68305e+01		         0.09833	1.00000e+01	
1.02010   	-3.25198e+01	-3.37749e+01	-3.66816e+01		         0.10000	1.10000e+01	
1.03708   	-3.22352e+01	-3.69702e+01	-3.71187e+01		         0.10167	1.10000e+01	
1.05406   	-3.18174e+01	-4.04873e+01	-3.67432e+01		         0.10333	1.10000e+01	
1.07104   	-3.18564e+01	-4.28018e+01	-3.73638e+01		         0.10500	1.10000e+01	
1.08802   	-3.22728e+01	-4.46732e+01	-3.69589e+01		         0.10667	1.20000e+01	
1.10500   	-3.30188e+01	-4.47676e+01	-3.83799e+01		         0.10833	1.20000e+01	
1.12198   	-3.43281e+01	-4.76941e+01	-3.84257e+01		         0.11000	1.20000e+01	
1.13896   	-3.55454e+01	-5.06552e+01	-3.93563e+01		         0.11167	1.10000e+01	
1.15594   	-3.74834e+01	-4.97683e+01	-3.90999e+01		         0.11333	1.10000e+01	
1.17292   	-3.92001e+01	-5.15957e+01	-3.99813e+01		         0.11500	1.10000e+01	
1.18990   	-3.88864e+01	-5.33101e+01	-4.03114e+01		         0.11667	1.00000e+01	
1.20688   	-3.80403e+01	-5.30903e+01	-4.03460e+01		         0.11833	1.00000e+01	
1.22386   	-3.77465e+01	-5.40258e+01	-4.12222e+01		         0.12000	1.00000e+01	
1.24084   	-3.73396e+01	-5.42471e+01	-4.17850e+01		         0.12167	9.00000e+00	
1.25782   	-3.79336e+01	-5.43817e+01	-4.08818e+01		         0.12333	9.00000e+00	
1.27480   	-3.97749e+01	-5.41292e+01	-4.07589e+01		         0.12500	9.00000e+00	
1.29178   	-3.89318e+01	-5.39830e+01	-4.02013e+01		         0.12667	9.00000e+00	
1.30876   	-3.86146e+01	-5.44355e+01	-4.07297e+01		         0.12833	9.00000e+00	
1.32574   	-3.90630e+01	-5.38507e+01	-4.17212e+01		         0.13000	9.00000e+00	
1.34272   	-3.66846e+01	-5.22505e+01	-4.30544e+01		         0.13167	9.00000e+00	
1.35970   	-3.61267e+01	-5.18297e+01	-4.41601e+01		         0.13333	1.00000e+01	
1.37679   	-3.59754e+01	-5.05972e+01	-4.46063e+01		         0.13500	1.00000e+01	
1.39366   	-3.30301e+01	-4.88222e+01	-4.39472e+01		         0.13667	1.10000e+01	
1.41064   	-3.16634e+01	-4.67923e+01	-4.23387e+01		         0.13833	1.10000e+01	
1.42762   	-3.24138e+01	-4.34775e+01	-4.16062e+01		         0.14000	1.10000e+01	
1.44460   	-3.20177e+01	-4.20721e+01	-4.11928e+01		         0.14167	1.20000e+01	
1.46158   	-3.17434e+01	-3.82679e+01	-4.05441e+01		         0.14333	1.30000e+01	
1.47856   	-3.23581e+01	-3.72520e+01	-4.07640e+01		         0.14500	1.30000e+01	
1.49554   	-3.39216e+01	-3.51626e+01	-4.00451e+01		         0.14667	1.40000e+01	
1.51252   	-3.37539e+01	-3.48754e+01	-3.93441e+01		         0.14833	1.50000e+01	
1.52949   	-3.39480e+01	-3.57872e+01	-3.88466e+01		         0.15000	1.60000e+01	
1.54648   	-3.39449e+01	-3.65980e+01	-3.93020e+01		         0.15167	1.70000e+01	
1.56346   	-3.36008e+01	-3.71255e+01	-3.85600e+01		         0.15333	1.80000e+01	
1.58044   	-3.35731e+01	-3.72546e+01	-3.82206e+01		         0.15500	1.90000e+01	
1.59742   	-3.40997e+01	-3.68219e+01	-3.85561e+01		         0.15667	1.90000e+01	
1.61440   	-3.30119e+01	-3.58164e+01	-3.76351e+01		         0.15833	2.00000e+01	
1.63138   	-3.35595e+01	-3.59137e+01	-3.52410e+01		         0.16000	2.00000e+01	
1.64836   	-3.30123e+01	-3.77724e+01	-3.72398e+01		         0.16167	2.10000e+01	
1.66534   	-3.18306e+01	-4.02971e+01	-3.95528e+01		         0.16333	2.10000e+01	
1.68232   	-3.24219e+01	-4.16023e+01	-4.18084e+01		         0.16500	2.10000e+01	
1.69930   	-3.28836e+01	-4.01467e+01	-4.24282e+01		         0.16667	2.20000e+01	
1.71628   	-3.30340e+01	-3.93596e+01	-4.07605e+01		         0.16833	2.20000e+01	
1.73326   	-3.32188e+01	-4.06476e+01	-4.04692e+01		         0.17000	2.20000e+01	
1.75024   	-3.32864e+01	-4.03851e+01	-4.08017e+01		         0.17167	2.30000e+01	
1.76722   	-3.20268e+01	-3.79150e+01	-4.37074e+01		         0.17333	2.30000e+01	
1.78420   	-3.15195e+01	-3.90424e+01	-4.59604e+01		         0.17500	2.40000e+01	
1.80118   	-3.13593e+01	-3.27023e+01	-4.38145e+01		         0.17667	2.40000e+01	
1.81816   	-3.08947e+01	-3.25928e+01	-4.22587e+01		         0.17833	2.40000e+01	
1.83514   	-3.21636e+01	-3.26875e+01	-4.10683e+01		         0.18000	2.40000e+01	
1.85212   	-3.24589e+01	-3.22543e+01	-3.86936e+01		         0.18167	2.40000e+01	
1.86910   	-3.22705e+01	-3.33475e+01	-3.64435e+01		         0.18333	2.40000e+01	
1.88608   	-3.28331e+01	-3.59716e+01	-3.67216e+01		         0.18500	2.40000e+01	
1.90306   	-3.24417e+01	-3.77073e+01	-3.49285e+01		         0.18667	2.40000e+01	
1.92004   	-3.27916e+01	-4.18650e+01	-3.32499e+01		         0.18833	2.40000e+01	
1.93702   	-3.43831e+01	-4.50778e+01	-3.32488e+01		         0.19000	2.40000e+01	
1.95400   	-3.60569e+01	-4.70356e+01	-3.44166e+01		         0.19167	2.40000e+01	
1.97098   	-3.69535e+01	-4.89411e+01	-3.50826e+01		         0.19333	2.40000e+01	
1.98796   	-3.86498e+01	-5.01530e+01	-3.58258e+01		         0.19500	2.40000e+01	
2.00494   	-4.09034e+01	-5.18232e+01	-3.62395e+01		         0.19667	2.50000e+01	
2.02192   	-4.18081e+01	-5.06780e+01	-3.81598e+01		         0.19833	2.60000e+01	
2.03890   	-4.10003e+01	-5.20301e+01	-3.80766e+01		         0.20000	2.80000e+01	
2.05588   	-3.95142e+01	-5.30672e+01	-3.76601e+01		         0.20167	3.00000e+01	
2.07286   	-3.84251e+01	-5.27387e+01	-3.83670e+01		         0.20333	3.20000e+01	
2.08984   	-3.77872e+01	-5.34611e+01	-4.08804e+01		         0.20500	3.40000e+01	
2.10682   	-3.69047e+01	-5.26304e+01	-4.11911e+01		         0.20667	3.70000e+01	
2.12392   	-3.63396e+01	-5.35546e+01	-4.17222e+01		         0.20833	4.00000e+01	
2.14078   	-3.79519e+01	-5.36689e+01	-4.19873e+01		         0.21000	4.20000e+01	
2.15776   	-3.74775e+01	-5.35414e+01	-4.27253e+01		         0.21167	4.50000e+01	
2.17474   	-3.85062e+01	-5.35821e+01	-4.24235e+01		         0.21333	4.70000e+01	
2.19172   	-4.10451e+01	-5.23840e+01	-4.19736e+01		         0.21500	5.00000e+01	
2.20870   	-4.08962e+01	-5.33172e+01	-4.21276e+01		         0.21667	5.20000e+01	
2.22568   	-4.01155e+01	-5.38317e+01	-4.36744e+01		         0.21833	5.40000e+01	
2.24266   	-3.87391e+01	-5.23839e+01	-4.44609e+01		         0.22000	5.60000e+01	
2.25964   	-3.85775e+01	-5.35477e+01	-4.48985e+01		         0.22167	5.80000e+01	
2.27662   	-3.98438e+01	-5.10846e+01	-4.46250e+01		         0.22333	6.00000e+01	
2.29360   	-3.77684e+01	-4.99525e+01	-4.02715e+01		         0.22500	6.20000e+01	
2.31059   	-3.53482e+01	-4.70503e+01	-4.13597e+01		         0.22667	6.40000e+01	
2.32756   	-3.48830e+01	-4.62926e+01	-4.10680e+01		         0.22833	6.60000e+01	
2.34454   	-3.40615e+01	-4.55048e+01	-3.99051e+01		         0.23000	6.70000e+01	
2.36152   	-3.46024e+01	-4.32020e+01	-3.91130e+01		         0.23167	6.90000e+01	
2.37849   	-3.50453e+01	-4.20661e+01	-4.00901e+01		         0.23333	7.10000e+01	
2.39548   	-3.52767e+01	-4.13384e+01	-3.71854e+01		         0.23500	7.30000e+01	
2.41246   	-3.48624e+01	-4.13080e+01	-3.51596e+01		         0.23667	7.40000e+01	
2.42944   	-3.46231e+01	-4.12153e+01	-3.50038e+01		         0.23833	7.60000e+01	
2.44642   	-3.49755e+01	-4.13299e+01	-3.60057e+01		         0.24000	7.70000e+01	
2.46340   	-3.63674e+01	-4.09010e+01	-3.61038e+01		         0.24167	7.80000e+01	
2.48038   	-3.64330e+01	-4.07526e+01	-3.56567e+01		         0.24333	7.90000e+01	
2.49736   	-3.61896e+01	-4.26597e+01	-3.69191e+01		         0.24500	8.00000e+01	
2.51434   	-3.48775e+01	-4.20066e+01	-3.69500e+01		         0.24667	8.00000e+01	
2.53132   	-3.40158e+01	-4.30706e+01	-4.22560e+01		         0.24833	8.00000e+01	
2.54830   	-3.49424e+01	-4.38656e+01	-4.30387e+01		         0.25000	8.00000e+01	
2.56528   	-3.56227e+01	-4.32645e+01	-4.25553e+01		         0.25167	7.90000e+01	
2.58226   	-3.57908e+01	-4.17854e+01	-4.18105e+01		         0.25333	7.90000e+01	
2.59924   	-3.51029e+01	-4.19199e+01	-4.19668e+01		         0.25500	7.80000e+01	
2.61622   	-3.46775e+01	-4.22661e+01	-4.17161e+01		         0.25667	7.70000e+01	
2.63320   	-3.29544e+01	-4.06692e+01	-4.48818e+01		         0.25833	7.60000e+01	
2.65018   	-3.27772e+01	-3.92413e+01	-4.61937e+01		         0.26000	7.40000e+01	
					         0.26167	7.30000e+01	
					         0.26333	7.20000e+01	
					         0.26500	7.10000e+01	
					         0.26667	7.10000e+01	
					         0.26833	7.00000e+01	
					         0.27000	7.00000e+01	
					         0.27167	6.90000e+01	
					         0.27333	6.90000e+01	
					         0.27500	6.80000e+01	
					         0.27667	6.70000e+01	
					         0.27833	6.60000e+01	
					         0.28000	6.50000e+01	
					         0.28167	6.30000e+01	
					         0.28333	6.10000e+01	
					         0.28500	5.90000e+01	
					         0.28667	5.60000e+01	
					         0.28833	5.20000e+01	
					         0.29000	4.90000e+01	
					         0.29167	4.50000e+01	
					         0.29333	4.00000e+01	
					         0.29500	3.60000e+01	
					         0.29667	3.10000e+01	
					         0.29833	2.70000e+01	
					         0.30000	2.20000e+01	
					         0.30167	1.70000e+01	
					         0.30333	1.30000e+01	
					         0.30500	8.00000e+00	
					         0.30667	4.00000e+00	
					         0.30833	0.00000e+00	
					         0.31000	-4.00000e+00	
					         0.31167	-8.00000e+00	
					         0.31333	-1.10000e+01	
					         0.31500	-1.50000e+01	
					         0.31667	-1.90000e+01	
					         0.31833	-2.20000e+01	
					         0.32000	-2.60000e+01	
					         0.32167	-3.00000e+01	
					         0.32333	-3.30000e+01	
					         0.32500	-3.70000e+01	
					         0.32667	-4.00000e+01	
					         0.32833	-4.30000e+01	
					         0.33000	-4.60000e+01	
					         0.33167	-4.80000e+01	
					         0.33333	-5.10000e+01	
					         0.33500	-5.30000e+01	
					         0.33667	-5.50000e+01	
					         0.33833	-5.60000e+01	
					         0.34000	-5.80000e+01	
					         0.34167	-5.80000e+01	
					         0.34333	-5.90000e+01	
					         0.34500	-6.00000e+01	
					         0.34667	-6.00000e+01	
					         0.34833	-6.10000e+01	
					         0.35000	-6.10000e+01	
					         0.35167	-6.20000e+01	
					         0.35333	-6.20000e+01	
					         0.35500	-6.20000e+01	
					         0.35667	-6.20000e+01	
					         0.35833	-6.20000e+01	
					         0.36000	-6.20000e+01	
					         0.36167	-6.20000e+01	
					         0.36333	-6.10000e+01	
					         0.36500	-6.10000e+01	
					         0.36667	-6.00000e+01	
					         0.36833	-6.00000e+01	
					         0.37000	-5.90000e+01	
					         0.37167	-5.80000e+01	
					         0.37333	-5.70000e+01	
					         0.37500	-5.60000e+01	
					         0.37667	-5.50000e+01	
					         0.37833	-5.40000e+01	
					         0.38000	-5.40000e+01	
					         0.38167	-5.30000e+01	
					         0.38333	-5.20000e+01	
					         0.38500	-5.20000e+01	
					         0.38667	-5.10000e+01	
					         0.38833	-5.10000e+01	
					         0.39000	-5.00000e+01	
					         0.39167	-4.90000e+01	
					         0.39333	-4.90000e+01	
					         0.39500	-4.80000e+01	
					         0.39667	-4.70000e+01	
					         0.39833	-4.60000e+01	
					         0.40000	-4.50000e+01	
					         0.40167	-4.50000e+01	
					         0.40333	-4.40000e+01	
					         0.40500	-4.30000e+01	
					         0.40667	-4.30000e+01	
					         0.40833	-4.30000e+01	
					         0.41000	-4.20000e+01	
					         0.41167	-4.20000e+01	
					         0.41333	-4.20000e+01	
					         0.41500	-4.10000e+01	
					         0.41667	-4.10000e+01	
					         0.41833	-4.00000e+01	
					         0.42000	-4.00000e+01	
					         0.42167	-3.90000e+01	
					         0.42333	-3.80000e+01	
					         0.42500	-3.70000e+01	
					         0.42667	-3.50000e+01	
					         0.42833	-3.40000e+01	
					         0.43000	-3.20000e+01	
					         0.43167	-3.00000e+01	
					         0.43333	-2.80000e+01	
