Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01323   	-3.08384e+00		         0.00000	-3.00000e+00	
0.01987   	-3.10638e+00		         0.00167	-3.00000e+00	
0.02651   	-2.47153e+00		         0.00333	-3.00000e+00	
0.03343   	-1.32838e+00		         0.00500	-3.00000e+00	
0.04007   	-5.22206e-01		         0.00667	-1.00000e+00	
0.04672   	-1.90459e-02		         0.00833	1.00000e+00	
0.05336   	1.40726e-01		         0.01000	6.00000e+00	
0.06027   	-3.34464e-01		         0.01167	1.20000e+01	
0.06692   	-1.50748e+00		         0.01333	2.00000e+01	
0.07356   	-2.58423e+00		         0.01500	3.00000e+01	
0.08021   	-2.34237e+00		         0.01667	4.20000e+01	
0.08712   	-1.41194e+00		         0.01833	5.70000e+01	
0.09377   	-2.77497e-01		         0.02000	7.40000e+01	
0.10041   	1.35321e+00		         0.02167	9.10000e+01	
0.10705   	2.82456e+00		         0.02333	1.10000e+02	
0.11397   	3.55266e+00		         0.02500	1.28000e+02	
0.12061   	3.89153e+00		         0.02667	1.44000e+02	
0.12725   	3.95680e+00		         0.02833	1.59000e+02	
0.13390   	3.92197e+00		         0.03000	1.71000e+02	
0.14082   	3.90789e+00		         0.03167	1.79000e+02	
0.14746   	3.87860e+00		         0.03333	1.83000e+02	
0.15410   	3.90699e+00		         0.03500	1.82000e+02	
0.16075   	4.03499e+00		         0.03667	1.77000e+02	
0.16766   	4.10244e+00		         0.03833	1.67000e+02	
0.17431   	4.19583e+00		         0.04000	1.53000e+02	
0.18095   	4.26075e+00		         0.04167	1.36000e+02	
0.18759   	4.32481e+00		         0.04333	1.17000e+02	
0.19488   	4.42093e+00		         0.04500	9.60000e+01	
0.20115   	4.52972e+00		         0.04667	7.50000e+01	
0.20780   	4.55004e+00		         0.04833	5.40000e+01	
0.21444   	4.60671e+00		         0.05000	3.50000e+01	
0.22136   	4.66635e+00		         0.05167	1.70000e+01	
0.22800   	4.62680e+00		         0.05333	1.00000e+00	
0.23464   	4.53538e+00		         0.05500	-1.20000e+01	
0.24129   	4.51668e+00		         0.05667	-2.20000e+01	
0.24820   	4.46502e+00		         0.05833	-3.00000e+01	
0.25485   	4.34723e+00		         0.06000	-3.60000e+01	
0.26149   	4.25374e+00		         0.06167	-4.00000e+01	
0.26813   	4.22906e+00		         0.06333	-4.20000e+01	
0.27505   	4.24093e+00		         0.06500	-4.40000e+01	
0.28169   	4.23097e+00		         0.06667	-4.50000e+01	
0.28833   	4.20532e+00		         0.06833	-4.50000e+01	
0.29498   	4.18613e+00		         0.07000	-4.50000e+01	
0.30189   	4.11395e+00		         0.07167	-4.50000e+01	
0.30854   	4.02817e+00		         0.07333	-4.50000e+01	
0.31518   	3.81513e+00		         0.07500	-4.40000e+01	
0.32183   	3.61836e+00		         0.07667	-4.30000e+01	
0.32874   	3.41609e+00		         0.07833	-4.30000e+01	
0.33538   	3.21503e+00		         0.08000	-4.20000e+01	
0.34203   	2.99192e+00		         0.08167	-4.20000e+01	
0.34867   	2.89982e+00		         0.08333	-4.10000e+01	
0.35559   	2.80671e+00		         0.08500	-4.00000e+01	
0.36223   	2.56271e+00		         0.08667	-3.90000e+01	
0.36887   	2.42384e+00		         0.08833	-3.90000e+01	
0.37552   	2.13081e+00		         0.09000	-3.80000e+01	
0.38244   	1.90446e+00		         0.09167	-3.70000e+01	
0.38907   	1.62262e+00		         0.09333	-3.60000e+01	
0.39572   	1.58436e+00		         0.09500	-3.50000e+01	
0.40236   	1.46929e+00		         0.09667	-3.40000e+01	
0.40928   	1.10545e+00		         0.09833	-3.30000e+01	
0.41592   	8.60729e-01		         0.10000	-3.20000e+01	
0.42257   	7.44602e-01		         0.10167	-3.10000e+01	
0.42921   	4.27763e-01		         0.10333	-3.00000e+01	
0.43613   	2.44632e-01		         0.10500	-2.90000e+01	
0.44277   	5.00787e-01		         0.10667	-2.80000e+01	
0.44941   	6.75208e-01		         0.10833	-2.70000e+01	
0.45606   	9.22712e-01		         0.11000	-2.60000e+01	
0.46297   	1.26416e+00		         0.11167	-2.60000e+01	
0.46961   	1.50213e+00		         0.11333	-2.50000e+01	
0.47626   	1.71062e+00		         0.11500	-2.40000e+01	
0.48290   	1.74172e+00		         0.11667	-2.40000e+01	
0.48982   	1.59959e+00		         0.11833	-2.30000e+01	
0.49646   	1.28518e+00		         0.12000	-2.30000e+01	
0.50311   	6.58648e-01		         0.12167	-2.20000e+01	
0.50975   	-8.97632e-02		         0.12333	-2.20000e+01	
0.51666   	-8.89008e-01		         0.12500	-2.10000e+01	
0.52331   	-1.82863e+00		         0.12667	-2.10000e+01	
0.52995   	-2.60239e+00		         0.12833	-2.00000e+01	
0.53660   	-3.22943e+00		         0.13000	-2.00000e+01	
0.54351   	-3.89871e+00		         0.13167	-1.90000e+01	
0.55015   	-4.44730e+00		         0.13333	-1.80000e+01	
0.55680   	-4.80993e+00		         0.13500	-1.80000e+01	
0.56344   	-5.12824e+00		         0.13667	-1.70000e+01	
0.57036   	-5.28112e+00		         0.13833	-1.70000e+01	
0.57707   	-5.19953e+00		         0.14000	-1.60000e+01	
0.58364   	-5.09730e+00		         0.14167	-1.50000e+01	
0.59029   	-4.85669e+00		         0.14333	-1.50000e+01	
0.59720   	-4.54994e+00		         0.14500	-1.40000e+01	
0.60385   	-4.25467e+00		         0.14667	-1.30000e+01	
0.61049   	-4.02893e+00		         0.14833	-1.30000e+01	
0.61713   	-3.58886e+00		         0.15000	-1.20000e+01	
0.62405   	-3.25141e+00		         0.15167	-1.10000e+01	
0.63069   	-3.02405e+00		         0.15333	-1.10000e+01	
0.63734   	-2.82393e+00		         0.15500	-1.00000e+01	
0.64398   	-2.60335e+00		         0.15667	-9.00000e+00	
0.65090   	-2.58194e+00		         0.15833	-9.00000e+00	
0.65754   	-2.52586e+00		         0.16000	-8.00000e+00	
0.66418   	-2.43933e+00		         0.16167	-7.00000e+00	
0.67083   	-2.22359e+00		         0.16333	-6.00000e+00	
0.67774   	-1.98883e+00		         0.16500	-5.00000e+00	
0.68439   	-1.71223e+00		         0.16667	-5.00000e+00	
0.69103   	-1.41914e+00		         0.16833	-4.00000e+00	
0.69768   	-1.07474e+00		         0.17000	-3.00000e+00	
0.70459   	-8.48095e-01		         0.17167	-3.00000e+00	
0.71123   	-6.54300e-01		         0.17333	-3.00000e+00	
0.71788   	-4.97118e-01		         0.17500	-3.00000e+00	
0.72452   	-3.80708e-01		         0.17667	-3.00000e+00	
0.73144   	-3.20825e-01		         0.17833	-3.00000e+00	
0.73807   	-2.62147e-01		         0.18000	-3.00000e+00	
0.74472   	-2.17204e-01		         0.18167	-4.00000e+00	
0.75137   	-2.37102e-01		         0.18333	-4.00000e+00	
0.75828   	-2.59844e-01		         0.18500	-4.00000e+00	
0.76492   	-2.99738e-01		         0.18667	-4.00000e+00	
0.77157   	-3.35856e-01		         0.18833	-4.00000e+00	
0.77821   	-3.70837e-01		         0.19000	-4.00000e+00	
0.78513   	-4.22994e-01		         0.19167	-4.00000e+00	
0.79177   	-5.31016e-01		         0.19333	-4.00000e+00	
0.79841   	-6.70178e-01		         0.19500	-4.00000e+00	
0.80506   	-1.01077e+00		         0.19667	-3.00000e+00	
0.81197   	-1.41330e+00		         0.19833	-2.00000e+00	
0.81862   	-2.15130e+00		         0.20000	-2.00000e+00	
0.82526   	-3.09991e+00		         0.20167	-1.00000e+00	
0.83190   	-4.17842e+00		         0.20333	0.00000e+00	
0.83882   	-5.42712e+00		         0.20500	0.00000e+00	
0.84546   	-6.64675e+00		         0.20667	1.00000e+00	
0.85211   	-7.53687e+00		         0.20833	2.00000e+00	
0.85897   	-8.24833e+00		         0.21000	2.00000e+00	
0.86567   	-8.69316e+00		         0.21167	3.00000e+00	
0.87231   	-8.60675e+00		         0.21333	4.00000e+00	
0.87895   	-8.35898e+00		         0.21500	4.00000e+00	
0.88560   	-7.92876e+00		         0.21667	5.00000e+00	
0.89251   	-7.22888e+00		         0.21833	6.00000e+00	
0.89915   	-6.36837e+00		         0.22000	6.00000e+00	
0.90580   	-5.60755e+00		         0.22167	7.00000e+00	
0.91244   	-4.81904e+00		         0.22333	7.00000e+00	
0.91936   	-4.15787e+00		         0.22500	8.00000e+00	
0.92600   	-3.62646e+00		         0.22667	9.00000e+00	
0.93265   	-3.48264e+00		         0.22833	9.00000e+00	
0.93929   	-3.48145e+00		         0.23000	1.00000e+01	
0.94620   	-3.73494e+00		         0.23167	1.10000e+01	
0.95285   	-3.56972e+00		         0.23333	1.20000e+01	
0.95949   	-3.30511e+00		         0.23500	1.20000e+01	
0.96614   	-2.65126e+00		         0.23667	1.30000e+01	
0.97305   	-1.44351e+00		         0.23833	1.40000e+01	
0.97970   	-7.48548e-01		         0.24000	1.50000e+01	
0.98634   	-7.65852e-01		         0.24167	1.60000e+01	
0.99298   	-1.39162e+00		         0.24333	1.70000e+01	
0.99990   	-1.48645e+00		         0.24500	1.80000e+01	
1.00654   	-1.76819e+00		         0.24667	1.90000e+01	
1.01319   	-1.13215e+00		         0.24833	2.00000e+01	
1.01983   	5.66494e-02		         0.25000	2.20000e+01	
1.02674   	1.84166e+00		         0.25167	2.30000e+01	
1.03339   	2.88239e+00		         0.25333	2.40000e+01	
1.04003   	3.68530e+00		         0.25500	2.50000e+01	
1.04668   	4.23306e+00		         0.25667	2.60000e+01	
1.05359   	4.48118e+00		         0.25833	2.70000e+01	
1.06024   	4.67583e+00		         0.26000	2.80000e+01	
1.06688   	4.82454e+00		         0.26167	2.90000e+01	
1.07352   	4.89122e+00		         0.26333	2.90000e+01	
1.08044   	4.93586e+00		         0.26500	3.00000e+01	
1.08707   	5.01768e+00		         0.26667	3.00000e+01	
1.09372   	4.90016e+00		         0.26833	3.00000e+01	
1.10037   	4.88380e+00		         0.27000	3.10000e+01	
1.10728   	4.84400e+00		         0.27167	3.10000e+01	
1.11392   	4.79116e+00		         0.27333	3.10000e+01	
1.12057   	4.83299e+00		         0.27500	3.10000e+01	
1.12721   	4.97105e+00		         0.27667	3.20000e+01	
1.13413   	4.95535e+00		         0.27833	3.20000e+01	
1.14077   	4.96590e+00		         0.28000	3.30000e+01	
1.14742   	5.03438e+00		         0.28167	3.30000e+01	
1.15406   	4.99345e+00		         0.28333	3.40000e+01	
1.16097   	4.90966e+00		         0.28500	3.40000e+01	
1.16762   	4.79149e+00		         0.28667	3.50000e+01	
1.17440   	4.77572e+00		         0.28833	3.50000e+01	
1.18091   	4.74882e+00		         0.29000	3.50000e+01	
1.18782   	4.72927e+00		         0.29167	3.50000e+01	
1.19446   	4.73546e+00		         0.29333	3.50000e+01	
1.20111   	4.83361e+00		         0.29500	3.40000e+01	
1.20775   	4.84963e+00		         0.29667	3.40000e+01	
1.21467   	4.84557e+00		         0.29833	3.30000e+01	
1.22131   	4.84951e+00		         0.30000	3.20000e+01	
1.22795   	4.73406e+00		         0.30167	3.10000e+01	
1.23460   	4.66835e+00		         0.30333	3.10000e+01	
1.24151   	4.52891e+00		         0.30500	3.00000e+01	
1.24816   	4.24779e+00		         0.30667	2.90000e+01	
1.25480   	3.93365e+00		         0.30833	2.90000e+01	
1.26145   	3.74711e+00		         0.31000	2.80000e+01	
1.26836   	3.48130e+00		         0.31167	2.70000e+01	
1.27500   	3.24136e+00		         0.31333	2.70000e+01	
1.28165   	3.05495e+00		         0.31500	2.60000e+01	
1.28829   	2.91167e+00		         0.31667	2.50000e+01	
1.29521   	2.70698e+00		         0.31833	2.50000e+01	
1.30185   	2.50871e+00		         0.32000	2.40000e+01	
1.30849   	2.27228e+00		         0.32167	2.40000e+01	
1.31514   	1.98400e+00		         0.32333	2.30000e+01	
1.32205   	1.72881e+00		         0.32500	2.20000e+01	
1.32870   	1.69423e+00		         0.32667	2.10000e+01	
1.33534   	1.54721e+00		         0.32833	1.90000e+01	
1.34198   	1.25726e+00		         0.33000	1.80000e+01	
1.34890   	1.20005e+00		         0.33167	1.60000e+01	
1.35554   	1.09985e+00		         0.33333	1.40000e+01	
1.36218   	9.21671e-01		         0.33500	1.20000e+01	
1.36883   	9.59714e-01		         0.33667	1.00000e+01	
1.37574   	1.37169e+00		         0.33833	8.00000e+00	
1.38239   	1.67151e+00		         0.34000	6.00000e+00	
1.38903   	1.93903e+00		         0.34167	3.00000e+00	
1.39568   	2.27739e+00		         0.34333	1.00000e+00	
1.40259   	2.56551e+00		         0.34500	-2.00000e+00	
1.40923   	2.65397e+00		         0.34667	-4.00000e+00	
1.41588   	2.58918e+00		         0.34833	-6.00000e+00	
1.42252   	2.30403e+00		         0.35000	-8.00000e+00	
1.42944   	1.75636e+00		         0.35167	-1.00000e+01	
1.43607   	7.87808e-01		         0.35333	-1.20000e+01	
1.44272   	-3.12910e-01		         0.35500	-1.40000e+01	
1.44937   	-1.40387e+00		         0.35667	-1.60000e+01	
1.45657   	-2.30920e+00		         0.35833	-1.80000e+01	
1.46293   	-3.23382e+00		         0.36000	-2.00000e+01	
1.46957   	-3.81852e+00		         0.36167	-2.10000e+01	
1.47621   	-4.17121e+00		         0.36333	-2.30000e+01	
1.48313   	-4.44394e+00		         0.36500	-2.50000e+01	
1.48977   	-4.63787e+00		         0.36667	-2.60000e+01	
1.49642   	-4.67788e+00		         0.36833	-2.80000e+01	
1.50306   	-4.70138e+00		         0.37000	-2.90000e+01	
1.50997   	-4.73170e+00		         0.37167	-3.00000e+01	
1.51662   	-4.57084e+00		         0.37333	-3.10000e+01	
1.52326   	-4.54708e+00		         0.37500	-3.20000e+01	
1.52991   	-4.42510e+00		         0.37667	-3.20000e+01	
1.53682   	-4.20038e+00		         0.37833	-3.30000e+01	
