Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01909   	1.51180e+00		         0.00000	1.10000e+01	
0.02577   	1.69320e+00		         0.00167	1.00000e+01	
0.03308   	1.87054e+00		         0.00333	9.00000e+00	
0.03939   	2.25689e+00		         0.00500	8.00000e+00	
0.04607   	2.59357e+00		         0.00667	7.00000e+00	
0.05274   	2.40759e+00		         0.00833	7.00000e+00	
0.05969   	2.04010e+00		         0.01000	7.00000e+00	
0.06636   	1.67737e+00		         0.01167	9.00000e+00	
0.07305   	1.19130e+00		         0.01333	1.30000e+01	
0.07972   	7.06077e-01		         0.01500	1.90000e+01	
0.08667   	8.67280e-01		         0.01667	2.80000e+01	
0.09334   	1.24349e+00		         0.01833	4.10000e+01	
0.10002   	1.73505e+00		         0.02000	5.70000e+01	
0.10670   	2.45689e+00		         0.02167	7.60000e+01	
0.11365   	3.30298e+00		         0.02333	9.90000e+01	
0.12033   	4.00154e+00		         0.02500	1.23000e+02	
0.12700   	4.66729e+00		         0.02667	1.49000e+02	
0.13368   	5.15099e+00		         0.02833	1.75000e+02	
0.14063   	5.46726e+00		         0.03000	2.00000e+02	
0.14730   	5.62098e+00		         0.03167	2.25000e+02	
0.15398   	5.71452e+00		         0.03333	2.47000e+02	
0.16066   	5.74510e+00		         0.03500	2.67000e+02	
0.16760   	5.74344e+00		         0.03667	2.82000e+02	
0.17428   	5.69688e+00		         0.03833	2.93000e+02	
0.18096   	5.65643e+00		         0.04000	2.99000e+02	
0.18764   	5.58907e+00		         0.04167	3.01000e+02	
0.19458   	5.50650e+00		         0.04333	2.97000e+02	
0.20126   	5.40988e+00		         0.04500	2.90000e+02	
0.20794   	5.28181e+00		         0.04667	2.78000e+02	
0.21461   	5.16789e+00		         0.04833	2.63000e+02	
0.22156   	5.07097e+00		         0.05000	2.46000e+02	
0.22824   	4.98467e+00		         0.05167	2.26000e+02	
0.23491   	4.91853e+00		         0.05333	2.04000e+02	
0.24159   	4.87711e+00		         0.05500	1.82000e+02	
0.24854   	4.84862e+00		         0.05667	1.58000e+02	
0.25521   	4.78952e+00		         0.05833	1.34000e+02	
0.26189   	4.70119e+00		         0.06000	1.10000e+02	
0.26857   	4.59980e+00		         0.06167	8.70000e+01	
0.27552   	4.48251e+00		         0.06333	6.40000e+01	
0.28249   	4.31317e+00		         0.06500	4.20000e+01	
0.28887   	4.19421e+00		         0.06667	2.10000e+01	
0.29555   	4.01125e+00		         0.06833	2.00000e+00	
0.30249   	3.83579e+00		         0.07000	-1.60000e+01	
0.30917   	3.65014e+00		         0.07167	-3.20000e+01	
0.31585   	3.50109e+00		         0.07333	-4.60000e+01	
0.32253   	3.30110e+00		         0.07500	-5.90000e+01	
0.32947   	3.14020e+00		         0.07667	-7.00000e+01	
0.33615   	2.99653e+00		         0.07833	-8.00000e+01	
0.34283   	2.83767e+00		         0.08000	-8.80000e+01	
0.34950   	2.69598e+00		         0.08167	-9.40000e+01	
0.35645   	2.51466e+00		         0.08333	-9.90000e+01	
0.36313   	2.33207e+00		         0.08500	-1.03000e+02	
0.36980   	2.08345e+00		         0.08667	-1.06000e+02	
0.37648   	1.83553e+00		         0.08833	-1.07000e+02	
0.38343   	1.54319e+00		         0.09000	-1.08000e+02	
0.39011   	1.08447e+00		         0.09167	-1.07000e+02	
0.39678   	6.06447e-01		         0.09333	-1.06000e+02	
0.40346   	-3.75000e-02		         0.09500	-1.05000e+02	
0.41041   	-4.80084e-01		         0.09667	-1.03000e+02	
0.41708   	-6.53239e-01		         0.09833	-1.01000e+02	
0.42376   	-4.59261e-01		         0.10000	-1.00000e+02	
0.43044   	-2.86389e-01		         0.10167	-9.80000e+01	
0.43738   	1.92196e-02		         0.10333	-9.60000e+01	
0.44406   	1.46974e-01		         0.10500	-9.40000e+01	
0.45073   	1.01959e-01		         0.10667	-9.20000e+01	
0.45742   	1.94103e-02		         0.10833	-9.10000e+01	
0.46436   	4.39213e-02		         0.11000	-8.90000e+01	
0.47104   	1.68780e-01		         0.11167	-8.80000e+01	
0.47772   	2.92775e-01		         0.11333	-8.60000e+01	
0.48439   	1.46518e-01		         0.11500	-8.50000e+01	
0.49134   	-1.33519e-01		         0.11667	-8.40000e+01	
0.49834   	-6.12613e-01		         0.11833	-8.30000e+01	
0.50469   	-1.21938e+00		         0.12000	-8.20000e+01	
0.51137   	-1.84737e+00		         0.12167	-8.00000e+01	
0.51832   	-2.48953e+00		         0.12333	-7.90000e+01	
0.52499   	-3.21989e+00		         0.12500	-7.80000e+01	
0.53167   	-3.79427e+00		         0.12667	-7.70000e+01	
0.53835   	-4.24776e+00		         0.12833	-7.60000e+01	
0.54530   	-4.66088e+00		         0.13000	-7.50000e+01	
0.55198   	-4.83940e+00		         0.13167	-7.30000e+01	
0.55865   	-4.98805e+00		         0.13333	-7.20000e+01	
0.56533   	-5.12877e+00		         0.13500	-7.10000e+01	
0.57228   	-5.29523e+00		         0.13667	-7.00000e+01	
0.57895   	-5.44399e+00		         0.13833	-6.90000e+01	
0.58563   	-5.56568e+00		         0.14000	-6.70000e+01	
0.59231   	-5.63863e+00		         0.14167	-6.60000e+01	
0.59925   	-5.54622e+00		         0.14333	-6.50000e+01	
0.60593   	-5.35806e+00		         0.14500	-6.40000e+01	
0.61261   	-5.08089e+00		         0.14667	-6.30000e+01	
0.61928   	-4.74417e+00		         0.14833	-6.20000e+01	
0.62623   	-4.25252e+00		         0.15000	-6.10000e+01	
0.63291   	-3.80313e+00		         0.15167	-6.10000e+01	
0.63959   	-3.29088e+00		         0.15333	-6.00000e+01	
0.64626   	-2.78103e+00		         0.15500	-6.00000e+01	
0.65321   	-2.27935e+00		         0.15667	-6.00000e+01	
0.65989   	-1.79602e+00		         0.15833	-6.00000e+01	
0.66656   	-1.34306e+00		         0.16000	-5.90000e+01	
0.67324   	-9.10659e-01		         0.16167	-5.90000e+01	
0.68019   	-4.97768e-01		         0.16333	-5.80000e+01	
0.68686   	-1.39294e-01		         0.16500	-5.70000e+01	
0.69354   	1.32269e-01		         0.16667	-5.70000e+01	
0.70022   	3.26203e-01		         0.16833	-5.60000e+01	
0.70717   	4.26619e-01		         0.17000	-5.50000e+01	
0.71409   	4.41973e-01		         0.17167	-5.40000e+01	
0.72052   	4.15260e-01		         0.17333	-5.30000e+01	
0.72720   	3.46963e-01		         0.17500	-5.20000e+01	
0.73414   	2.78142e-01		         0.17667	-5.10000e+01	
0.74082   	1.83799e-01		         0.17833	-5.00000e+01	
0.74750   	8.37081e-02		         0.18000	-4.90000e+01	
0.75418   	-1.27984e-03		         0.18167	-4.80000e+01	
0.76112   	-5.44703e-02		         0.18333	-4.70000e+01	
0.76780   	-1.04933e-01		         0.18500	-4.60000e+01	
0.77448   	-1.43344e-01		         0.18667	-4.50000e+01	
0.78115   	-1.92907e-01		         0.18833	-4.30000e+01	
0.78810   	-2.49722e-01		         0.19000	-4.20000e+01	
0.79478   	-3.23120e-01		         0.19167	-4.00000e+01	
0.80146   	-4.23572e-01		         0.19333	-3.90000e+01	
0.80813   	-5.64410e-01		         0.19500	-3.70000e+01	
0.81508   	-7.84678e-01		         0.19667	-3.60000e+01	
0.82176   	-1.12540e+00		         0.19833	-3.40000e+01	
0.82843   	-1.58934e+00		         0.20000	-3.30000e+01	
0.83511   	-2.13577e+00		         0.20167	-3.10000e+01	
0.84206   	-2.76498e+00		         0.20333	-3.00000e+01	
0.84873   	-3.46163e+00		         0.20500	-2.80000e+01	
0.85541   	-4.11816e+00		         0.20667	-2.70000e+01	
0.86209   	-4.75999e+00		         0.20833	-2.60000e+01	
0.86904   	-5.37464e+00		         0.21000	-2.50000e+01	
0.87571   	-5.91307e+00		         0.21167	-2.40000e+01	
0.88239   	-6.30444e+00		         0.21333	-2.30000e+01	
0.88907   	-6.53518e+00		         0.21500	-2.20000e+01	
0.89601   	-6.56137e+00		         0.21667	-2.10000e+01	
