Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00069   	-4.73958e+01	-5.36648e+01	-2.70818e+01		         0.00000	-1.80000e+02	
0.01767   	-4.94823e+01	-5.36159e+01	-2.79203e+01		         0.00167	-2.10000e+02	
0.03465   	-5.27158e+01	-5.22786e+01	-2.87164e+01		         0.00333	-2.35000e+02	
0.05163   	-5.27441e+01	-5.18283e+01	-2.81326e+01		         0.00500	-2.54000e+02	
0.06860   	-5.19539e+01	-5.07836e+01	-2.71752e+01		         0.00667	-2.66000e+02	
0.08559   	-5.12265e+01	-5.14399e+01	-2.56698e+01		         0.00833	-2.72000e+02	
0.10257   	-5.11049e+01	-5.08367e+01	-2.61607e+01		         0.01000	-2.70000e+02	
0.11954   	-4.97860e+01	-5.01947e+01	-2.67913e+01		         0.01167	-2.62000e+02	
0.13652   	-4.78031e+01	-4.53082e+01	-2.53507e+01		         0.01333	-2.48000e+02	
0.15351   	-4.68751e+01	-4.19717e+01	-2.66376e+01		         0.01500	-2.30000e+02	
0.17048   	-4.61433e+01	-3.77595e+01	-2.97994e+01		         0.01667	-2.08000e+02	
0.18747   	-4.45068e+01	-3.52199e+01	-3.25362e+01		         0.01833	-1.84000e+02	
0.20444   	-4.25004e+01	-3.41732e+01	-3.43712e+01		         0.02000	-1.59000e+02	
0.22155   	-4.08939e+01	-3.41755e+01	-3.41550e+01		         0.02167	-1.34000e+02	
0.23840   	-3.97016e+01	-3.67955e+01	-3.45109e+01		         0.02333	-1.09000e+02	
0.25539   	-3.85698e+01	-3.96047e+01	-3.58806e+01		         0.02500	-8.60000e+01	
0.27237   	-3.70371e+01	-4.17592e+01	-3.53191e+01		         0.02667	-6.50000e+01	
0.28935   	-3.64412e+01	-4.17456e+01	-3.69978e+01		         0.02833	-4.50000e+01	
0.30633   	-3.61534e+01	-4.46004e+01	-3.69971e+01		         0.03000	-2.90000e+01	
0.32331   	-3.63765e+01	-4.64276e+01	-3.67222e+01		         0.03167	-1.40000e+01	
0.34029   	-3.62066e+01	-4.75284e+01	-3.54468e+01		         0.03333	-2.00000e+00	
0.35727   	-3.54543e+01	-4.87343e+01	-3.48391e+01		         0.03500	8.00000e+00	
0.37425   	-3.35371e+01	-4.82012e+01	-3.36630e+01		         0.03667	1.60000e+01	
0.39123   	-3.23684e+01	-4.74335e+01	-3.21669e+01		         0.03833	2.20000e+01	
0.40821   	-3.09776e+01	-4.78635e+01	-3.01724e+01		         0.04000	2.70000e+01	
0.42519   	-2.96271e+01	-4.72050e+01	-2.77685e+01		         0.04167	3.10000e+01	
0.44217   	-2.86503e+01	-4.64784e+01	-2.59954e+01		         0.04333	3.40000e+01	
0.45915   	-2.89854e+01	-4.40621e+01	-2.75620e+01		         0.04500	3.60000e+01	
0.47613   	-2.98433e+01	-4.48238e+01	-2.53159e+01		         0.04667	3.80000e+01	
0.49311   	-2.82465e+01	-4.23879e+01	-2.39801e+01		         0.04833	3.90000e+01	
0.51009   	-2.65093e+01	-3.88840e+01	-2.20849e+01		         0.05000	3.90000e+01	
0.52707   	-2.87948e+01	-3.49432e+01	-2.11945e+01		         0.05167	3.90000e+01	
0.54405   	-2.87639e+01	-3.34043e+01	-2.20452e+01		         0.05333	3.80000e+01	
0.56103   	-2.63698e+01	-2.99233e+01	-2.24150e+01		         0.05500	3.70000e+01	
0.57801   	-2.69111e+01	-2.78515e+01	-2.02424e+01		         0.05667	3.60000e+01	
0.59499   	-2.64471e+01	-2.60721e+01	-1.74457e+01		         0.05833	3.50000e+01	
0.61197   	-2.47483e+01	-2.50957e+01	-2.29212e+01		         0.06000	3.50000e+01	
0.62895   	-2.35064e+01	-2.32360e+01	-2.11903e+01		         0.06167	3.40000e+01	
0.64593   	-2.25419e+01	-2.30277e+01	-2.02133e+01		         0.06333	3.30000e+01	
0.66291   	-2.17960e+01	-2.21607e+01	-1.73909e+01		         0.06500	3.20000e+01	
0.67989   	-2.15489e+01	-2.14351e+01	-1.71592e+01		         0.06667	3.20000e+01	
0.69687   	-2.19649e+01	-2.10514e+01	-1.63187e+01		         0.06833	3.10000e+01	
0.71385   	-2.31952e+01	-2.16792e+01	-1.67420e+01		         0.07000	3.10000e+01	
0.73083   	-2.39822e+01	-2.32135e+01	-1.94662e+01		         0.07167	3.00000e+01	
0.74781   	-2.40768e+01	-2.59559e+01	-2.12929e+01		         0.07333	3.00000e+01	
0.76479   	-2.42184e+01	-2.69363e+01	-2.19936e+01		         0.07500	3.00000e+01	
0.78177   	-2.48123e+01	-2.86569e+01	-2.18799e+01		         0.07667	2.90000e+01	
0.79875   	-2.31197e+01	-2.75939e+01	-2.11854e+01		         0.07833	2.90000e+01	
0.81573   	-2.35763e+01	-3.39876e+01	-2.10327e+01		         0.08000	2.80000e+01	
0.83271   	-2.32649e+01	-4.03637e+01	-2.09669e+01		         0.08167	2.80000e+01	
0.84969   	-2.40371e+01	-4.16280e+01	-2.39005e+01		         0.08333	2.70000e+01	
0.86667   	-2.64921e+01	-3.93050e+01	-2.14034e+01		         0.08500	2.60000e+01	
