Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00022   	-5.80309e+01	-5.35006e+01	-5.67446e+01		         0.00000	0.00000e+00	
0.01720   	-5.75284e+01	-5.50819e+01	-5.55595e+01		         0.00167	-7.00000e+00	
0.03417   	-5.68085e+01	-5.60644e+01	-5.51190e+01		         0.00333	-1.80000e+01	
0.05116   	-5.66011e+01	-5.73514e+01	-5.55836e+01		         0.00500	-3.00000e+01	
0.06813   	-5.58691e+01	-5.69460e+01	-5.52574e+01		         0.00667	-4.40000e+01	
0.08511   	-5.26482e+01	-5.76369e+01	-5.58701e+01		         0.00833	-5.70000e+01	
0.10209   	-5.04387e+01	-5.70285e+01	-5.58319e+01		         0.01000	-6.90000e+01	
0.11907   	-5.08417e+01	-5.64359e+01	-5.70317e+01		         0.01167	-8.00000e+01	
0.13605   	-4.99128e+01	-5.60522e+01	-5.60327e+01		         0.01333	-8.80000e+01	
0.15303   	-4.83694e+01	-5.53325e+01	-5.50743e+01		         0.01500	-9.30000e+01	
0.17001   	-4.62762e+01	-5.42995e+01	-5.46519e+01		         0.01667	-9.50000e+01	
0.18700   	-4.25631e+01	-5.36947e+01	-5.43102e+01		         0.01833	-9.30000e+01	
0.20416   	-4.16110e+01	-5.36717e+01	-5.32197e+01		         0.02000	-8.70000e+01	
0.22096   	-4.26082e+01	-5.35790e+01	-5.39034e+01		         0.02167	-8.00000e+01	
0.23794   	-4.39170e+01	-5.56164e+01	-5.23119e+01		         0.02333	-7.00000e+01	
0.25492   	-4.48928e+01	-5.45741e+01	-5.23338e+01		         0.02500	-5.90000e+01	
0.27190   	-4.56855e+01	-5.59988e+01	-5.21840e+01		         0.02667	-4.70000e+01	
0.28888   	-4.58745e+01	-5.47511e+01	-5.20364e+01		         0.02833	-3.50000e+01	
0.30586   	-4.59154e+01	-5.53107e+01	-5.23342e+01		         0.03000	-2.40000e+01	
0.32284   	-4.58257e+01	-5.44498e+01	-5.27046e+01		         0.03167	-1.30000e+01	
0.33982   	-4.58696e+01	-5.32393e+01	-5.15967e+01		         0.03333	-3.00000e+00	
0.35680   	-4.60162e+01	-5.41956e+01	-5.10695e+01		         0.03500	4.00000e+00	
0.37378   	-4.57586e+01	-5.45294e+01	-5.07375e+01		         0.03667	1.10000e+01	
0.39076   	-4.54461e+01	-5.47115e+01	-4.94370e+01		         0.03833	1.60000e+01	
0.40774   	-4.47775e+01	-5.51129e+01	-4.91520e+01		         0.04000	1.90000e+01	
0.42472   	-4.35977e+01	-5.68998e+01	-5.07427e+01		         0.04167	2.20000e+01	
0.44170   	-4.25379e+01	-5.72640e+01	-5.02894e+01		         0.04333	2.30000e+01	
0.45868   	-4.29592e+01	-5.78429e+01	-5.03095e+01		         0.04500	2.30000e+01	
0.47566   	-4.32860e+01	-5.73956e+01	-5.05033e+01		         0.04667	2.30000e+01	
0.49264   	-4.36582e+01	-5.54646e+01	-5.12296e+01		         0.04833	2.30000e+01	
0.50962   	-4.20341e+01	-5.58775e+01	-4.97387e+01		         0.05000	2.20000e+01	
0.52660   	-4.08968e+01	-5.39033e+01	-5.07874e+01		         0.05167	2.10000e+01	
