Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00014   	-2.87622e+01	-4.32156e+01	-1.86262e+01		         0.00000	2.60000e+01	
0.01903   	-2.88084e+01	-4.52127e+01	-1.78115e+01		         0.00167	2.50000e+01	
0.03792   	-2.82292e+01	-4.42833e+01	-1.62340e+01		         0.00333	2.20000e+01	
0.05681   	-2.77358e+01	-4.55787e+01	-1.61108e+01		         0.00500	1.80000e+01	
0.07570   	-2.87199e+01	-4.18092e+01	-1.57171e+01		         0.00667	1.20000e+01	
0.09458   	-3.03331e+01	-3.81762e+01	-1.38266e+01		         0.00833	5.00000e+00	
0.11347   	-3.10166e+01	-3.85791e+01	-1.56843e+01		         0.01000	-3.00000e+00	
0.13236   	-2.95653e+01	-3.81870e+01	-1.55443e+01		         0.01167	-1.20000e+01	
0.15126   	-2.87632e+01	-3.26542e+01	-1.36485e+01		         0.01333	-2.20000e+01	
0.17014   	-2.69523e+01	-2.60181e+01	-1.44248e+01		         0.01500	-3.20000e+01	
0.18903   	-2.48691e+01	-2.59042e+01	-1.63402e+01		         0.01667	-4.30000e+01	
0.20792   	-2.32341e+01	-2.20421e+01	-2.30801e+01		         0.01833	-5.30000e+01	
0.22681   	-2.23190e+01	-2.29847e+01	-2.46953e+01		         0.02000	-6.20000e+01	
0.24570   	-2.22521e+01	-2.24841e+01	-2.34864e+01		         0.02167	-7.10000e+01	
0.26459   	-2.20982e+01	-2.55146e+01	-2.43863e+01		         0.02333	-7.80000e+01	
0.28348   	-2.08717e+01	-2.49057e+01	-2.40716e+01		         0.02500	-8.30000e+01	
0.30237   	-2.12724e+01	-2.74558e+01	-1.94304e+01		         0.02667	-8.60000e+01	
0.32126   	-2.20924e+01	-2.91401e+01	-2.05295e+01		         0.02833	-8.70000e+01	
0.34014   	-2.31662e+01	-2.96194e+01	-2.10790e+01		         0.03000	-8.60000e+01	
0.35903   	-2.48148e+01	-3.39853e+01	-1.73060e+01		         0.03167	-8.40000e+01	
0.37792   	-2.58199e+01	-3.53077e+01	-1.51964e+01		         0.03333	-7.90000e+01	
0.39719   	-2.68287e+01	-3.80298e+01	-1.75213e+01		         0.03500	-7.40000e+01	
0.41570   	-2.70359e+01	-3.79862e+01	-2.21293e+01		         0.03667	-6.70000e+01	
0.43459   	-2.53911e+01	-4.00203e+01	-1.43507e+01		         0.03833	-5.90000e+01	
0.45348   	-2.61657e+01	-4.33977e+01	-1.60028e+01		         0.04000	-5.10000e+01	
0.47237   	-2.46110e+01	-4.17731e+01	-1.47402e+01		         0.04167	-4.20000e+01	
0.49126   	-2.40038e+01	-4.04018e+01	-1.66912e+01		         0.04333	-3.30000e+01	
0.51015   	-2.30532e+01	-3.79866e+01	-1.79441e+01		         0.04500	-2.50000e+01	
0.52903   	-2.25940e+01	-3.83993e+01	-2.20004e+01		         0.04667	-1.70000e+01	
0.54792   	-2.43217e+01	-3.46265e+01	-2.01063e+01		         0.04833	-9.00000e+00	
0.56682   	-2.58927e+01	-3.31251e+01	-2.25228e+01		         0.05000	-3.00000e+00	
0.58570   	-2.72613e+01	-3.10359e+01	-1.62279e+01		         0.05167	3.00000e+00	
0.60460   	-2.82131e+01	-2.82267e+01	-1.61279e+01		         0.05333	8.00000e+00	
0.62348   	-2.71305e+01	-2.57355e+01	-2.23730e+01		         0.05500	1.20000e+01	
0.64237   	-2.63063e+01	-2.45739e+01	-2.28546e+01		         0.05667	1.60000e+01	
0.66126   	-2.44954e+01	-2.40789e+01	-2.25786e+01		         0.05833	1.90000e+01	
0.68015   	-2.43403e+01	-2.59273e+01	-1.89599e+01		         0.06000	2.10000e+01	
0.69904   	-2.45170e+01	-2.45749e+01	-2.08700e+01		         0.06167	2.30000e+01	
0.71793   	-2.47132e+01	-2.42502e+01	-2.18086e+01		         0.06333	2.50000e+01	
0.73682   	-2.50197e+01	-2.46687e+01	-2.21386e+01		         0.06500	2.60000e+01	
0.75570   	-2.56312e+01	-2.51639e+01	-2.33901e+01		         0.06667	2.60000e+01	
0.77459   	-2.62751e+01	-2.53385e+01	-2.27461e+01		         0.06833	2.60000e+01	
0.79348   	-2.62009e+01	-2.51633e+01	-2.17741e+01		         0.07000	2.60000e+01	
0.81240   	-2.63708e+01	-2.47606e+01	-2.32341e+01		         0.07167	2.50000e+01	
0.83126   	-2.70496e+01	-2.50771e+01	-2.32635e+01		         0.07333	2.50000e+01	
0.85015   	-2.76254e+01	-2.49876e+01	-2.28991e+01		         0.07500	2.40000e+01	
0.86904   	-2.75938e+01	-2.51917e+01	-2.29583e+01		         0.07667	2.30000e+01	
0.88793   	-2.76209e+01	-2.50530e+01	-2.29144e+01		         0.07833	2.30000e+01	
0.90682   	-2.77258e+01	-2.58147e+01	-2.42517e+01		         0.08000	2.20000e+01	
0.92570   	-2.75324e+01	-2.60618e+01	-2.46633e+01		         0.08167	2.20000e+01	
0.94459   	-2.75117e+01	-2.64567e+01	-2.51579e+01		         0.08333	2.10000e+01	
0.96349   	-2.73222e+01	-2.60162e+01	-2.60625e+01		         0.08500	2.10000e+01	
0.98238   	-2.66736e+01	-2.64163e+01	-2.66879e+01		         0.08667	2.00000e+01	
1.00126   	-2.58966e+01	-2.18795e+01	-2.71489e+01		         0.08833	2.00000e+01	
1.02016   	-2.54441e+01	-2.40876e+01	-2.73196e+01		         0.09000	2.00000e+01	
1.03904   	-2.62100e+01	-2.39332e+01	-2.73424e+01		         0.09167	1.90000e+01	
1.05793   	-2.62325e+01	-2.46882e+01	-2.80403e+01		         0.09333	1.90000e+01	
1.07682   	-2.64306e+01	-3.12640e+01	-2.78050e+01		         0.09500	1.90000e+01	
1.09571   	-2.51863e+01	-3.53451e+01	-2.85158e+01		         0.09667	1.90000e+01	
1.11460   	-2.45572e+01	-3.77016e+01	-2.62580e+01		         0.09833	1.80000e+01	
1.13349   	-2.54520e+01	-3.96812e+01	-2.29185e+01		         0.10000	1.70000e+01	
1.15238   	-2.49302e+01	-3.94771e+01	-2.00568e+01		         0.10167	1.60000e+01	
1.17127   	-2.50783e+01	-3.92625e+01	-1.96174e+01		         0.10333	1.50000e+01	
1.19015   	-2.71779e+01	-3.57459e+01	-2.13307e+01		         0.10500	1.40000e+01	
1.20904   	-2.75502e+01	-3.33016e+01	-2.01492e+01		         0.10667	1.30000e+01	
1.22793   	-2.54093e+01	-3.22406e+01	-1.98861e+01		         0.10833	1.20000e+01	
1.24683   	-2.51899e+01	-2.76119e+01	-2.24326e+01		         0.11000	1.00000e+01	
1.26571   	-2.53245e+01	-2.31450e+01	-2.27627e+01		         0.11167	9.00000e+00	
1.28460   	-2.44677e+01	-2.18860e+01	-2.19021e+01		         0.11333	8.00000e+00	
1.30349   	-2.45830e+01	-2.30739e+01	-2.41273e+01		         0.11500	7.00000e+00	
1.32238   	-2.49796e+01	-2.39437e+01	-2.53974e+01		         0.11667	7.00000e+00	
1.34127   	-2.57161e+01	-2.53969e+01	-2.76830e+01		         0.11833	7.00000e+00	
1.36016   	-2.63114e+01	-2.63995e+01	-2.95662e+01		         0.12000	7.00000e+00	
1.37905   	-2.64631e+01	-2.97368e+01	-3.08766e+01		         0.12167	7.00000e+00	
1.39794   	-2.67142e+01	-2.74716e+01	-3.14260e+01		         0.12333	8.00000e+00	
1.41682   	-2.71554e+01	-2.75476e+01	-3.27960e+01		         0.12500	8.00000e+00	
1.43572   	-2.82456e+01	-3.11406e+01	-3.17821e+01		         0.12667	8.00000e+00	
1.45460   	-2.89662e+01	-3.11921e+01	-3.38771e+01		         0.12833	8.00000e+00	
1.47349   	-3.01993e+01	-3.35337e+01	-3.12994e+01		         0.13000	8.00000e+00	
1.49238   	-3.06435e+01	-3.55278e+01	-3.04411e+01		         0.13167	8.00000e+00	
1.51127   	-3.14942e+01	-3.90101e+01	-2.83748e+01		         0.13333	8.00000e+00	
1.53016   	-3.21591e+01	-4.20921e+01	-3.02451e+01		         0.13500	8.00000e+00	
1.54905   	-3.21028e+01	-4.17908e+01	-3.22424e+01		         0.13667	7.00000e+00	
1.56794   	-3.13644e+01	-4.09251e+01	-3.25441e+01		         0.13833	7.00000e+00	
1.58683   	-2.89939e+01	-4.06057e+01	-3.22213e+01		         0.14000	6.00000e+00	
1.60571   	-2.96830e+01	-3.98708e+01	-3.34818e+01		         0.14167	6.00000e+00	
1.62460   	-3.14563e+01	-3.98681e+01	-3.48631e+01		         0.14333	5.00000e+00	
1.64349   	-3.29036e+01	-4.11566e+01	-3.42549e+01		         0.14500	5.00000e+00	
1.66239   	-3.43622e+01	-4.14899e+01	-3.72546e+01		         0.14667	6.00000e+00	
1.68127   	-3.48519e+01	-3.91303e+01	-3.63989e+01		         0.14833	6.00000e+00	
1.70016   	-3.41436e+01	-3.82034e+01	-3.49109e+01		         0.15000	6.00000e+00	
1.71905   	-3.38725e+01	-3.60310e+01	-3.28852e+01		         0.15167	7.00000e+00	
1.73794   	-3.20053e+01	-3.29145e+01	-3.17556e+01		         0.15333	7.00000e+00	
1.75683   	-3.24212e+01	-2.99540e+01	-3.33097e+01		         0.15500	7.00000e+00	
1.77572   	-3.14318e+01	-3.00813e+01	-3.28109e+01		         0.15667	7.00000e+00	
1.79461   	-3.06274e+01	-2.81503e+01	-3.20037e+01		         0.15833	7.00000e+00	
1.81350   	-3.04998e+01	-2.51345e+01	-3.00339e+01		         0.16000	6.00000e+00	
1.83238   	-3.08614e+01	-2.51011e+01	-3.07798e+01		         0.16167	6.00000e+00	
1.85127   	-3.10464e+01	-2.53219e+01	-3.11678e+01		         0.16333	5.00000e+00	
1.87016   	-3.10890e+01	-2.59914e+01	-3.07631e+01		         0.16500	5.00000e+00	
1.88905   	-3.13369e+01	-2.49190e+01	-2.91387e+01		         0.16667	4.00000e+00	
1.90794   	-3.16744e+01	-2.51710e+01	-2.93016e+01		         0.16833	4.00000e+00	
1.92683   	-3.20752e+01	-2.70276e+01	-2.96834e+01		         0.17000	4.00000e+00	
1.94572   	-3.24508e+01	-2.75696e+01	-3.20163e+01		         0.17167	3.00000e+00	
1.96461   	-3.25481e+01	-2.86822e+01	-3.02866e+01		         0.17333	3.00000e+00	
1.98350   	-3.24476e+01	-2.82309e+01	-2.94769e+01		         0.17500	3.00000e+00	
2.00239   	-3.23819e+01	-2.79870e+01	-2.91426e+01		         0.17667	4.00000e+00	
2.02128   	-3.24058e+01	-2.74803e+01	-2.93922e+01		         0.17833	4.00000e+00	
2.04016   	-3.21482e+01	-2.72745e+01	-2.96461e+01		         0.18000	4.00000e+00	
2.05905   	-3.17737e+01	-2.70218e+01	-2.94827e+01		         0.18167	5.00000e+00	
2.07794   	-3.15624e+01	-3.02934e+01	-2.86667e+01		         0.18333	5.00000e+00	
2.09683   	-3.17799e+01	-2.72090e+01	-2.78261e+01		         0.18500	5.00000e+00	
2.11572   	-3.12707e+01	-2.87465e+01	-3.04200e+01		         0.18667	5.00000e+00	
2.13461   	-3.21832e+01	-2.46347e+01	-2.90825e+01		         0.18833	4.00000e+00	
2.15350   	-3.28179e+01	-2.79758e+01	-2.92873e+01		         0.19000	4.00000e+00	
2.17239   	-3.20699e+01	-3.12864e+01	-2.77919e+01		         0.19167	3.00000e+00	
2.19128   	-3.16637e+01	-3.47314e+01	-2.83712e+01		         0.19333	3.00000e+00	
2.21017   	-3.24296e+01	-3.66978e+01	-2.75927e+01		         0.19500	2.00000e+00	
2.22906   	-3.15833e+01	-3.61488e+01	-2.32243e+01		         0.19667	2.00000e+00	
2.24795   	-3.10124e+01	-3.59706e+01	-2.32208e+01		         0.19833	2.00000e+00	
2.26683   	-3.08849e+01	-3.03650e+01	-2.50082e+01		         0.20000	2.00000e+00	
2.28572   	-3.04875e+01	-2.76858e+01	-2.29207e+01		         0.20167	2.00000e+00	
2.30461   	-3.05489e+01	-2.93005e+01	-2.16870e+01		         0.20333	2.00000e+00	
2.32350   	-3.06451e+01	-2.85089e+01	-2.22660e+01		         0.20500	3.00000e+00	
2.34239   	-3.04291e+01	-2.55648e+01	-2.25215e+01		         0.20667	3.00000e+00	
2.36128   	-3.01452e+01	-2.53390e+01	-2.26097e+01		         0.20833	3.00000e+00	
2.38017   	-2.98888e+01	-2.44893e+01	-2.08254e+01		         0.21000	4.00000e+00	
2.39906   	-2.92027e+01	-2.58106e+01	-2.04696e+01		         0.21167	4.00000e+00	
2.41795   	-2.90451e+01	-2.50282e+01	-2.16234e+01		         0.21333	4.00000e+00	
2.43683   	-2.99236e+01	-2.60561e+01	-2.23805e+01		         0.21500	4.00000e+00	
2.45585   	-3.08841e+01	-2.64576e+01	-2.44059e+01		         0.21667	4.00000e+00	
2.47461   	-2.97770e+01	-2.69063e+01	-2.49657e+01		         0.21833	3.00000e+00	
2.49350   	-2.92159e+01	-2.84563e+01	-2.69933e+01		         0.22000	3.00000e+00	
2.51239   	-3.08598e+01	-3.17445e+01	-2.60206e+01		         0.22167	3.00000e+00	
2.53128   	-3.16874e+01	-3.18179e+01	-2.47959e+01		         0.22333	3.00000e+00	
2.55017   	-3.23204e+01	-3.33063e+01	-1.92208e+01		         0.22500	3.00000e+00	
2.56906   	-3.35609e+01	-3.45361e+01	-1.44270e+01		         0.22667	3.00000e+00	
2.58795   	-3.42050e+01	-3.47117e+01	-2.18077e+01		         0.22833	3.00000e+00	
2.60684   	-3.46912e+01	-3.41227e+01	-2.50051e+01		         0.23000	3.00000e+00	
2.62573   	-3.46790e+01	-3.58774e+01	-1.75404e+01		         0.23167	3.00000e+00	
2.64461   	-3.33481e+01	-3.61830e+01	-1.69732e+01		         0.23333	3.00000e+00	
2.66351   	-3.11730e+01	-3.70790e+01	-2.11299e+01		         0.23500	3.00000e+00	
2.68240   	-3.07178e+01	-3.52605e+01	-1.94456e+01		         0.23667	3.00000e+00	
2.70128   	-2.99129e+01	-3.67939e+01	-2.14435e+01		         0.23833	3.00000e+00	
2.72017   	-2.91930e+01	-3.59220e+01	-2.82766e+01		         0.24000	3.00000e+00	
2.73906   	-2.91063e+01	-3.61875e+01	-2.87745e+01		         0.24167	3.00000e+00	
2.75795   	-2.80580e+01	-3.56063e+01	-2.70348e+01		         0.24333	3.00000e+00	
2.77684   	-2.74178e+01	-3.41698e+01	-2.00898e+01		         0.24500	2.00000e+00	
2.79573   	-2.88297e+01	-3.30227e+01	-2.10514e+01		         0.24667	2.00000e+00	
2.81462   	-2.87742e+01	-3.16812e+01	-2.21256e+01		         0.24833	2.00000e+00	
2.83351   	-2.75084e+01	-3.10534e+01	-2.15797e+01		         0.25000	2.00000e+00	
2.85239   	-2.71194e+01	-3.00092e+01	-1.95953e+01		         0.25167	2.00000e+00	
2.87129   	-2.72451e+01	-3.00532e+01	-2.13432e+01		         0.25333	2.00000e+00	
2.89018   	-2.72820e+01	-3.04133e+01	-2.58044e+01		         0.25500	2.00000e+00	
2.90906   	-2.76436e+01	-3.00700e+01	-2.63140e+01		         0.25667	2.00000e+00	
2.92795   	-2.78589e+01	-3.00228e+01	-2.68493e+01		         0.25833	2.00000e+00	
2.94684   	-2.80186e+01	-2.90590e+01	-2.74875e+01		         0.26000	2.00000e+00	
2.96573   	-2.78399e+01	-2.96929e+01	-2.74781e+01		         0.26167	2.00000e+00	
2.98462   	-2.78177e+01	-2.91516e+01	-2.78339e+01		         0.26333	2.00000e+00	
3.00377   	-2.77429e+01	-3.05406e+01	-2.80814e+01		         0.26500	2.00000e+00	
