Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00105   	-3.59082e+01	-4.00210e+01	-3.93774e+01		         0.00000	1.75000e+02	
0.01803   	-3.56023e+01	-3.96128e+01	-4.13079e+01		         0.00167	1.79000e+02	
0.03501   	-3.74354e+01	-4.04739e+01	-4.25050e+01		         0.00333	1.80000e+02	
0.05199   	-3.82904e+01	-4.01900e+01	-4.28703e+01		         0.00500	1.78000e+02	
0.06897   	-3.71739e+01	-4.03091e+01	-4.30376e+01		         0.00667	1.72000e+02	
0.08595   	-3.76393e+01	-4.12440e+01	-3.93342e+01		         0.00833	1.62000e+02	
0.10293   	-3.72390e+01	-4.41356e+01	-3.81535e+01		         0.01000	1.48000e+02	
0.11991   	-3.38250e+01	-4.58424e+01	-3.60637e+01		         0.01167	1.30000e+02	
0.13689   	-3.13690e+01	-4.68490e+01	-3.49226e+01		         0.01333	1.10000e+02	
0.15387   	-3.01750e+01	-4.58557e+01	-3.32962e+01		         0.01500	8.80000e+01	
0.17085   	-3.07293e+01	-4.42582e+01	-3.40786e+01		         0.01667	6.50000e+01	
0.18783   	-3.05027e+01	-4.29069e+01	-3.22430e+01		         0.01833	4.10000e+01	
0.20481   	-3.01869e+01	-4.24773e+01	-3.23197e+01		         0.02000	1.70000e+01	
0.22179   	-3.08508e+01	-4.27132e+01	-3.13811e+01		         0.02167	-6.00000e+00	
0.23877   	-3.19983e+01	-4.12616e+01	-3.17543e+01		         0.02333	-2.80000e+01	
0.25575   	-3.28983e+01	-4.28522e+01	-3.36382e+01		         0.02500	-4.90000e+01	
0.27273   	-3.30957e+01	-4.36837e+01	-3.38780e+01		         0.02667	-6.80000e+01	
0.28971   	-3.37569e+01	-4.78604e+01	-3.50481e+01		         0.02833	-8.40000e+01	
0.30669   	-3.50333e+01	-4.79250e+01	-3.73292e+01		         0.03000	-9.80000e+01	
0.32367   	-3.57938e+01	-4.91646e+01	-3.86110e+01		         0.03167	-1.10000e+02	
0.34065   	-3.64021e+01	-4.97517e+01	-3.91165e+01		         0.03333	-1.19000e+02	
0.35763   	-3.68635e+01	-4.80356e+01	-3.97431e+01		         0.03500	-1.26000e+02	
0.37461   	-3.72669e+01	-4.75900e+01	-3.96269e+01		         0.03667	-1.31000e+02	
0.39159   	-3.72864e+01	-4.80171e+01	-4.08721e+01		         0.03833	-1.34000e+02	
0.40857   	-3.76045e+01	-4.98466e+01	-3.95632e+01		         0.04000	-1.34000e+02	
0.42556   	-3.84819e+01	-4.75126e+01	-3.99529e+01		         0.04167	-1.33000e+02	
0.44254   	-3.90463e+01	-4.74166e+01	-3.87284e+01		         0.04333	-1.30000e+02	
0.45951   	-3.64488e+01	-4.93281e+01	-4.03641e+01		         0.04500	-1.25000e+02	
0.47649   	-3.52898e+01	-4.94919e+01	-3.93714e+01		         0.04667	-1.19000e+02	
0.49347   	-3.48267e+01	-5.18594e+01	-3.84934e+01		         0.04833	-1.12000e+02	
0.51045   	-3.56080e+01	-5.34413e+01	-3.94650e+01		         0.05000	-1.04000e+02	
0.52743   	-3.61440e+01	-5.37038e+01	-3.85421e+01		         0.05167	-9.60000e+01	
0.54441   	-3.68342e+01	-5.23452e+01	-4.04250e+01		         0.05333	-8.70000e+01	
0.56139   	-3.77068e+01	-5.24155e+01	-3.96520e+01		         0.05500	-7.90000e+01	
0.57837   	-3.79763e+01	-5.17230e+01	-3.97547e+01		         0.05667	-7.10000e+01	
0.59535   	-3.94953e+01	-5.10383e+01	-4.07043e+01		         0.05833	-6.30000e+01	
0.61233   	-3.86565e+01	-5.07319e+01	-3.94286e+01		         0.06000	-5.60000e+01	
0.62931   	-3.78405e+01	-4.97708e+01	-3.91812e+01		         0.06167	-4.90000e+01	
0.64629   	-3.64866e+01	-4.90426e+01	-3.85876e+01		         0.06333	-4.40000e+01	
0.66327   	-3.40631e+01	-4.70979e+01	-3.83769e+01		         0.06500	-3.90000e+01	
0.68064   	-3.38328e+01	-4.73177e+01	-3.79183e+01		         0.06667	-3.50000e+01	
0.69740   	-3.49762e+01	-4.38991e+01	-3.79231e+01		         0.06833	-3.20000e+01	
0.71421   	-3.54827e+01	-4.34497e+01	-3.75102e+01		         0.07000	-2.90000e+01	
0.73119   	-3.51455e+01	-4.29065e+01	-3.76358e+01		         0.07167	-2.70000e+01	
0.74817   	-3.43291e+01	-4.32958e+01	-3.74388e+01		         0.07333	-2.60000e+01	
0.76515   	-3.37132e+01	-4.21920e+01	-3.61251e+01		         0.07500	-2.50000e+01	
0.78213   	-3.36235e+01	-4.20849e+01	-3.62204e+01		         0.07667	-2.40000e+01	
0.79911   	-3.38303e+01	-4.22449e+01	-3.67462e+01		         0.07833	-2.40000e+01	
0.81609   	-3.39920e+01	-4.19851e+01	-3.77421e+01		         0.08000	-2.40000e+01	
0.83307   	-3.39565e+01	-4.13701e+01	-3.86541e+01		         0.08167	-2.40000e+01	
0.85006   	-3.40060e+01	-4.09585e+01	-3.91445e+01		         0.08333	-2.40000e+01	
0.86703   	-3.41183e+01	-4.05747e+01	-3.91450e+01		         0.08500	-2.40000e+01	
0.88401   	-3.42218e+01	-4.09187e+01	-3.92563e+01		         0.08667	-2.40000e+01	
0.90099   	-3.42171e+01	-4.10730e+01	-3.95448e+01		         0.08833	-2.40000e+01	
0.91797   	-3.41462e+01	-4.08004e+01	-3.99028e+01		         0.09000	-2.40000e+01	
0.93495   	-3.40751e+01	-4.04452e+01	-4.01794e+01		         0.09167	-2.30000e+01	
0.95193   	-3.39326e+01	-4.00003e+01	-4.06476e+01		         0.09333	-2.30000e+01	
0.96891   	-3.36241e+01	-3.98390e+01	-4.09039e+01		         0.09500	-2.30000e+01	
0.98589   	-3.33649e+01	-3.99739e+01	-4.06811e+01		         0.09667	-2.20000e+01	
1.00287   	-3.31588e+01	-3.97024e+01	-4.00811e+01		         0.09833	-2.20000e+01	
1.01985   	-3.30154e+01	-3.95805e+01	-3.94921e+01		         0.10000	-2.10000e+01	
1.03683   	-3.30410e+01	-3.98257e+01	-3.92115e+01		         0.10167	-2.00000e+01	
1.05381   	-3.31945e+01	-4.02508e+01	-3.92931e+01		         0.10333	-2.00000e+01	
1.07079   	-3.33819e+01	-4.08945e+01	-3.92546e+01		         0.10500	-1.90000e+01	
1.08777   	-3.34352e+01	-4.03591e+01	-3.91024e+01		         0.10667	-1.90000e+01	
1.10475   	-3.34945e+01	-4.14933e+01	-3.89864e+01		         0.10833	-1.80000e+01	
1.12173   	-3.46799e+01	-4.04541e+01	-4.13414e+01		         0.11000	-1.80000e+01	
1.13871   	-3.55855e+01	-4.21702e+01	-4.17015e+01		         0.11167	-1.70000e+01	
1.15569   	-3.62849e+01	-4.28835e+01	-4.22813e+01		         0.11333	-1.70000e+01	
1.17267   	-3.79165e+01	-4.57330e+01	-4.03796e+01		         0.11500	-1.60000e+01	
1.18965   	-3.84516e+01	-4.57187e+01	-3.94610e+01		         0.11667	-1.60000e+01	
1.20663   	-3.85817e+01	-4.57989e+01	-4.01789e+01		         0.11833	-1.50000e+01	
1.22361   	-3.66224e+01	-4.74365e+01	-4.10687e+01		         0.12000	-1.50000e+01	
1.24059   	-3.56128e+01	-4.86302e+01	-3.80299e+01		         0.12167	-1.40000e+01	
1.25757   	-3.57221e+01	-4.98275e+01	-3.78361e+01		         0.12333	-1.30000e+01	
1.27455   	-3.58682e+01	-4.91128e+01	-3.69517e+01		         0.12500	-1.30000e+01	
1.29153   	-3.43041e+01	-4.75514e+01	-3.80816e+01		         0.12667	-1.20000e+01	
1.30851   	-3.33243e+01	-4.54779e+01	-3.71739e+01		         0.12833	-1.20000e+01	
1.32549   	-3.20425e+01	-4.34155e+01	-3.62708e+01		         0.13000	-1.10000e+01	
1.34247   	-3.14835e+01	-4.28636e+01	-3.51961e+01		         0.13167	-1.00000e+01	
1.35945   	-3.16093e+01	-4.06702e+01	-3.44297e+01		         0.13333	-1.00000e+01	
1.37643   	-3.15132e+01	-3.99811e+01	-3.57358e+01		         0.13500	-9.00000e+00	
1.39341   	-3.33171e+01	-3.91466e+01	-3.51624e+01		         0.13667	-9.00000e+00	
1.41039   	-3.40374e+01	-3.81568e+01	-3.71815e+01		         0.13833	-8.00000e+00	
