Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00019   	-2.60717e+01	-3.83111e+01	-3.36670e+01		         0.00000	1.21000e+02	
0.01975   	-2.62386e+01	-3.91161e+01	-3.25346e+01		         0.00167	1.04000e+02	
0.03961   	-2.68444e+01	-3.82273e+01	-3.15390e+01		         0.00333	8.30000e+01	
0.05946   	-2.79496e+01	-3.80106e+01	-3.60528e+01		         0.00500	5.70000e+01	
0.07931   	-2.95569e+01	-3.65159e+01	-3.67508e+01		         0.00667	2.70000e+01	
0.09916   	-3.11995e+01	-3.80767e+01	-3.50021e+01		         0.00833	-5.00000e+00	
0.11901   	-3.18641e+01	-3.82308e+01	-3.48324e+01		         0.01000	-3.80000e+01	
0.13887   	-3.07691e+01	-3.73246e+01	-3.50379e+01		         0.01167	-7.10000e+01	
0.15872   	-2.87446e+01	-3.68360e+01	-3.67136e+01		         0.01333	-1.04000e+02	
0.17857   	-2.86873e+01	-3.83196e+01	-3.54804e+01		         0.01500	-1.33000e+02	
0.19842   	-3.04349e+01	-4.16189e+01	-3.65401e+01		         0.01667	-1.59000e+02	
0.21828   	-3.09871e+01	-4.13572e+01	-3.67323e+01		         0.01833	-1.80000e+02	
0.23813   	-3.15343e+01	-4.50745e+01	-3.65157e+01		         0.02000	-1.95000e+02	
0.25798   	-3.11071e+01	-4.65763e+01	-3.60430e+01		         0.02167	-2.06000e+02	
0.27783   	-3.05873e+01	-4.80735e+01	-3.47602e+01		         0.02333	-2.11000e+02	
0.29768   	-3.05802e+01	-4.95357e+01	-3.35760e+01		         0.02500	-2.10000e+02	
0.31754   	-3.03606e+01	-4.90123e+01	-3.43698e+01		         0.02667	-2.05000e+02	
0.33739   	-2.96447e+01	-4.93311e+01	-3.39904e+01		         0.02833	-1.95000e+02	
0.35724   	-2.96122e+01	-4.86979e+01	-3.29707e+01		         0.03000	-1.82000e+02	
0.37710   	-3.22773e+01	-5.12572e+01	-3.21562e+01		         0.03167	-1.66000e+02	
0.39695   	-3.36047e+01	-5.10178e+01	-3.24851e+01		         0.03333	-1.49000e+02	
0.41680   	-3.35246e+01	-5.01012e+01	-3.23842e+01		         0.03500	-1.30000e+02	
0.43665   	-3.08961e+01	-5.00853e+01	-3.12069e+01		         0.03667	-1.11000e+02	
0.45650   	-3.21043e+01	-4.85794e+01	-3.27458e+01		         0.03833	-9.30000e+01	
0.47636   	-3.52169e+01	-5.05710e+01	-3.18408e+01		         0.04000	-7.60000e+01	
0.49621   	-3.52367e+01	-4.95676e+01	-3.37220e+01		         0.04167	-6.00000e+01	
0.51606   	-3.46716e+01	-4.99520e+01	-3.23801e+01		         0.04333	-4.50000e+01	
0.53591   	-3.29549e+01	-4.89273e+01	-3.45480e+01		         0.04500	-3.30000e+01	
0.55577   	-3.33826e+01	-4.90907e+01	-3.52306e+01		         0.04667	-2.20000e+01	
0.57562   	-3.31502e+01	-4.72157e+01	-3.33681e+01		         0.04833	-1.30000e+01	
0.59547   	-3.20312e+01	-4.75762e+01	-3.32590e+01		         0.05000	-6.00000e+00	
0.61532   	-3.16707e+01	-4.62106e+01	-3.32830e+01		         0.05167	0.00000e+00	
0.63518   	-3.19240e+01	-4.63518e+01	-3.31032e+01		         0.05333	4.00000e+00	
0.65503   	-3.23543e+01	-4.69140e+01	-3.24577e+01		         0.05500	7.00000e+00	
0.67488   	-3.21971e+01	-4.64935e+01	-3.07662e+01		         0.05667	9.00000e+00	
0.69473   	-3.18872e+01	-4.67742e+01	-3.16665e+01		         0.05833	1.10000e+01	
0.71486   	-3.14063e+01	-4.61164e+01	-3.23250e+01		         0.06000	1.20000e+01	
0.73444   	-3.09997e+01	-4.48967e+01	-3.29914e+01		         0.06167	1.40000e+01	
0.75429   	-3.09610e+01	-4.41079e+01	-3.28464e+01		         0.06333	1.50000e+01	
0.77414   	-3.16155e+01	-4.49534e+01	-3.31704e+01		         0.06500	1.70000e+01	
0.79399   	-3.24842e+01	-4.52236e+01	-3.36649e+01		         0.06667	1.90000e+01	
0.81385   	-3.21081e+01	-4.69981e+01	-3.32250e+01		         0.06833	2.00000e+01	
0.83370   	-3.21970e+01	-4.78685e+01	-3.30239e+01		         0.07000	2.20000e+01	
0.85355   	-3.31986e+01	-4.96859e+01	-3.18718e+01		         0.07167	2.40000e+01	
0.87340   	-3.37185e+01	-4.93647e+01	-3.27367e+01		         0.07333	2.70000e+01	
0.89326   	-3.34676e+01	-4.92421e+01	-3.36843e+01		         0.07500	2.90000e+01	
0.91332   	-3.36808e+01	-4.83838e+01	-3.52034e+01		         0.07667	3.30000e+01	
0.93296   	-3.42172e+01	-4.85961e+01	-3.36373e+01		         0.07833	3.60000e+01	
0.95281   	-3.35918e+01	-4.46922e+01	-3.47357e+01		         0.08000	3.90000e+01	
0.97266   	-3.46401e+01	-4.52271e+01	-3.38837e+01		         0.08167	4.10000e+01	
0.99252   	-3.44144e+01	-4.30863e+01	-3.47233e+01		         0.08333	4.30000e+01	
1.01237   	-3.45103e+01	-4.07463e+01	-3.70820e+01		         0.08500	4.50000e+01	
1.03223   	-3.46577e+01	-3.91595e+01	-3.49591e+01		         0.08667	4.50000e+01	
1.05208   	-3.46902e+01	-4.03976e+01	-3.49504e+01		         0.08833	4.50000e+01	
1.07193   	-3.28972e+01	-3.87101e+01	-3.49049e+01		         0.09000	4.40000e+01	
1.09178   	-3.11161e+01	-3.95555e+01	-3.59265e+01		         0.09167	4.20000e+01	
1.11163   	-3.14725e+01	-3.95897e+01	-3.49993e+01		         0.09333	4.00000e+01	
1.13148   	-3.15359e+01	-4.12255e+01	-3.44551e+01		         0.09500	3.70000e+01	
1.15134   	-3.14211e+01	-4.16048e+01	-3.41037e+01		         0.09667	3.40000e+01	
1.17119   	-3.10490e+01	-4.35436e+01	-3.45668e+01		         0.09833	3.00000e+01	
1.19104   	-3.05825e+01	-4.45952e+01	-3.44329e+01		         0.10000	2.60000e+01	
1.21089   	-3.00199e+01	-4.57167e+01	-3.39496e+01		         0.10167	2.10000e+01	
1.23075   	-2.83920e+01	-4.71288e+01	-3.21884e+01		         0.10333	1.70000e+01	
1.25060   	-2.78618e+01	-4.74451e+01	-3.14581e+01		         0.10500	1.20000e+01	
1.27045   	-2.86710e+01	-4.75860e+01	-3.21314e+01		         0.10667	9.00000e+00	
1.29030   	-2.97297e+01	-4.82601e+01	-3.00653e+01		         0.10833	6.00000e+00	
1.31015   	-2.97675e+01	-4.90695e+01	-2.88316e+01		         0.11000	3.00000e+00	
1.33001   	-3.07206e+01	-4.79691e+01	-3.02092e+01		         0.11167	1.00000e+00	
1.34986   	-3.16736e+01	-4.96089e+01	-3.15671e+01		         0.11333	-1.00000e+00	
1.36971   	-3.11000e+01	-4.78038e+01	-3.04347e+01		         0.11500	-2.00000e+00	
1.38957   	-3.34127e+01	-4.49592e+01	-3.28203e+01		         0.11667	-3.00000e+00	
1.40942   	-3.47901e+01	-4.57758e+01	-3.19096e+01		         0.11833	-4.00000e+00	
1.42927   	-3.52159e+01	-4.54765e+01	-3.40585e+01		         0.12000	-4.00000e+00	
1.44912   	-3.48889e+01	-4.54248e+01	-3.32237e+01		         0.12167	-3.00000e+00	
1.46897   	-3.29767e+01	-4.48498e+01	-3.30640e+01		         0.12333	-2.00000e+00	
1.48882   	-3.23572e+01	-4.53999e+01	-3.17006e+01		         0.12500	0.00000e+00	
1.50868   	-3.24527e+01	-4.68034e+01	-3.15481e+01		         0.12667	1.00000e+00	
1.52853   	-3.17814e+01	-4.64356e+01	-3.03739e+01		         0.12833	3.00000e+00	
1.54838   	-3.10973e+01	-4.46618e+01	-3.01139e+01		         0.13000	6.00000e+00	
1.56824   	-3.10671e+01	-4.38225e+01	-2.96383e+01		         0.13167	8.00000e+00	
1.58809   	-3.09931e+01	-4.40956e+01	-2.93589e+01		         0.13333	1.00000e+01	
1.60794   	-3.08005e+01	-4.41088e+01	-2.95927e+01		         0.13500	1.20000e+01	
1.62779   	-3.01984e+01	-4.48602e+01	-2.98576e+01		         0.13667	1.30000e+01	
1.64765   	-2.95269e+01	-4.54542e+01	-3.02360e+01		         0.13833	1.50000e+01	
1.66750   	-2.92980e+01	-4.44249e+01	-3.07800e+01		         0.14000	1.50000e+01	
1.68735   	-2.91669e+01	-4.37363e+01	-3.09334e+01		         0.14167	1.60000e+01	
1.70720   	-3.05212e+01	-4.64190e+01	-3.08040e+01		         0.14333	1.60000e+01	
1.72705   	-3.29894e+01	-4.76604e+01	-3.05821e+01		         0.14500	1.70000e+01	
1.74691   	-3.37534e+01	-4.67854e+01	-3.04533e+01		         0.14667	1.70000e+01	
1.76676   	-3.48839e+01	-4.77274e+01	-3.10614e+01		         0.14833	1.80000e+01	
1.78661   	-3.44864e+01	-4.80300e+01	-3.09551e+01		         0.15000	1.90000e+01	
1.80646   	-3.47787e+01	-4.97457e+01	-3.12178e+01		         0.15167	2.00000e+01	
1.82631   	-3.41764e+01	-4.87335e+01	-2.98210e+01		         0.15333	2.10000e+01	
1.84617   	-3.42362e+01	-5.04127e+01	-2.89100e+01		         0.15500	2.30000e+01	
1.86602   	-3.38307e+01	-4.57648e+01	-3.01640e+01		         0.15667	2.40000e+01	
1.88587   	-3.38315e+01	-4.48241e+01	-3.57528e+01		         0.15833	2.60000e+01	
1.90573   	-3.38364e+01	-4.32607e+01	-3.25808e+01		         0.16000	2.90000e+01	
1.92558   	-3.42295e+01	-4.20442e+01	-3.27491e+01		         0.16167	3.10000e+01	
1.94543   	-3.41748e+01	-4.05593e+01	-3.68370e+01		         0.16333	3.40000e+01	
1.96528   	-3.39444e+01	-3.95165e+01	-3.90840e+01		         0.16500	3.60000e+01	
1.98514   	-3.43176e+01	-3.97966e+01	-3.64662e+01		         0.16667	3.80000e+01	
2.00499   	-3.47985e+01	-4.22401e+01	-3.54403e+01		         0.16833	4.00000e+01	
2.02484   	-3.36293e+01	-4.05635e+01	-3.41271e+01		         0.17000	4.20000e+01	
2.04469   	-3.33147e+01	-4.12560e+01	-3.37073e+01		         0.17167	4.30000e+01	
2.06454   	-3.32028e+01	-4.31439e+01	-3.22966e+01		         0.17333	4.30000e+01	
2.08440   	-3.28743e+01	-4.59087e+01	-3.20938e+01		         0.17500	4.30000e+01	
2.10425   	-3.19143e+01	-4.88532e+01	-3.15678e+01		         0.17667	4.20000e+01	
2.12410   	-3.00726e+01	-5.02195e+01	-3.02475e+01		         0.17833	4.10000e+01	
2.14395   	-2.98331e+01	-5.04044e+01	-3.02049e+01		         0.18000	3.90000e+01	
2.16381   	-2.98896e+01	-5.06687e+01	-3.06966e+01		         0.18167	3.60000e+01	
2.18366   	-3.03485e+01	-5.25199e+01	-3.13192e+01		         0.18333	3.40000e+01	
2.20351   	-3.08595e+01	-5.10718e+01	-3.09948e+01		         0.18500	3.10000e+01	
2.22336   	-3.05587e+01	-5.20792e+01	-3.13910e+01		         0.18667	2.80000e+01	
2.24321   	-3.09868e+01	-5.39608e+01	-3.14557e+01		         0.18833	2.50000e+01	
2.26307   	-3.29614e+01	-5.36982e+01	-3.03428e+01		         0.19000	2.30000e+01	
2.28292   	-3.35861e+01	-5.18470e+01	-2.90954e+01		         0.19167	2.10000e+01	
2.30277   	-3.24887e+01	-5.22848e+01	-3.05202e+01		         0.19333	1.90000e+01	
2.32262   	-3.46528e+01	-4.95702e+01	-3.10223e+01		         0.19500	1.80000e+01	
2.34248   	-3.57900e+01	-5.18066e+01	-3.20595e+01		         0.19667	1.80000e+01	
2.36233   	-3.76286e+01	-5.19062e+01	-3.38560e+01		         0.19833	1.80000e+01	
2.38218   	-3.68690e+01	-4.93802e+01	-3.25012e+01		         0.20000	1.90000e+01	
2.40203   	-3.53630e+01	-4.91362e+01	-3.12096e+01		         0.20167	2.00000e+01	
2.42188   	-3.45532e+01	-5.12371e+01	-2.95530e+01		         0.20333	2.20000e+01	
2.44174   	-3.51162e+01	-5.18266e+01	-2.88913e+01		         0.20500	2.30000e+01	
2.46159   	-3.42220e+01	-5.16275e+01	-2.87853e+01		         0.20667	2.50000e+01	
2.48144   	-3.40394e+01	-5.04211e+01	-2.91912e+01		         0.20833	2.80000e+01	
2.50130   	-3.39171e+01	-5.02264e+01	-2.86020e+01		         0.21000	3.00000e+01	
2.52115   	-3.37001e+01	-5.05287e+01	-2.83614e+01		         0.21167	3.30000e+01	
2.54100   	-3.26866e+01	-4.94911e+01	-2.83525e+01		         0.21333	3.50000e+01	
2.56086   	-3.19843e+01	-4.93367e+01	-2.86636e+01		         0.21500	3.80000e+01	
2.58071   	-3.13332e+01	-4.86235e+01	-2.94068e+01		         0.21667	4.20000e+01	
2.60056   	-3.07772e+01	-4.75407e+01	-2.99559e+01		         0.21833	4.50000e+01	
2.62041   	-3.05318e+01	-4.71812e+01	-3.00647e+01		         0.22000	4.80000e+01	
2.64026   	-3.05171e+01	-4.67131e+01	-2.96688e+01		         0.22167	5.10000e+01	
2.66011   	-3.28830e+01	-4.70965e+01	-2.93250e+01		         0.22333	5.30000e+01	
2.67997   	-3.55868e+01	-4.85704e+01	-2.92281e+01		         0.22500	5.50000e+01	
2.69982   	-3.70366e+01	-5.01587e+01	-2.97699e+01		         0.22667	5.70000e+01	
2.71967   	-3.64321e+01	-5.07387e+01	-2.93810e+01		         0.22833	5.80000e+01	
2.73964   	-3.61916e+01	-5.24577e+01	-2.80741e+01		         0.23000	5.80000e+01	
2.75938   	-3.62653e+01	-5.13726e+01	-2.91905e+01		         0.23167	5.80000e+01	
2.77923   	-3.58055e+01	-5.14705e+01	-2.83208e+01		         0.23333	5.70000e+01	
2.79908   	-3.64136e+01	-5.09577e+01	-2.51492e+01		         0.23500	5.50000e+01	
2.81893   	-3.60040e+01	-4.96015e+01	-3.12507e+01		         0.23667	5.30000e+01	
2.83878   	-3.55014e+01	-4.77379e+01	-3.20030e+01		         0.23833	5.10000e+01	
2.85864   	-3.50988e+01	-4.62704e+01	-3.27441e+01		         0.24000	4.90000e+01	
					         0.24167	4.70000e+01	
					         0.24333	4.50000e+01	
					         0.24500	4.40000e+01	
					         0.24667	4.30000e+01	
					         0.24833	4.20000e+01	
					         0.25000	4.20000e+01	
					         0.25167	4.20000e+01	
					         0.25333	4.30000e+01	
					         0.25500	4.30000e+01	
					         0.25667	4.40000e+01	
					         0.25833	4.40000e+01	
					         0.26000	4.30000e+01	
					         0.26167	4.30000e+01	
					         0.26333	4.20000e+01	
					         0.26500	4.10000e+01	
					         0.26667	3.90000e+01	
					         0.26833	3.80000e+01	
					         0.27000	3.60000e+01	
					         0.27167	3.50000e+01	
					         0.27333	3.40000e+01	
					         0.27500	3.30000e+01	
					         0.27667	3.30000e+01	
					         0.27833	3.30000e+01	
