Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00086   	-2.37180e+01	-4.93628e+01	-3.79600e+01		         0.00000	0.00000e+00	
0.01975   	-2.37111e+01	-5.32606e+01	-4.20732e+01		         0.00167	0.00000e+00	
0.03864   	-2.48241e+01	-5.12738e+01	-4.31636e+01		         0.00333	-1.00000e+00	
0.05753   	-2.44863e+01	-4.07877e+01	-4.18005e+01		         0.00500	-1.00000e+00	
0.07642   	-2.46814e+01	-3.64041e+01	-4.22316e+01		         0.00667	-2.00000e+00	
0.09531   	-2.47788e+01	-3.70880e+01	-4.38426e+01		         0.00833	-3.00000e+00	
0.11420   	-2.67475e+01	-3.75124e+01	-4.35931e+01		         0.01000	-5.00000e+00	
0.13308   	-2.79084e+01	-3.83974e+01	-4.10326e+01		         0.01167	-7.00000e+00	
0.15197   	-2.72901e+01	-3.68877e+01	-3.91623e+01		         0.01333	-1.00000e+01	
0.17086   	-2.79035e+01	-3.82271e+01	-3.69795e+01		         0.01500	-1.30000e+01	
0.18975   	-2.78096e+01	-4.03519e+01	-3.67594e+01		         0.01667	-1.60000e+01	
0.20864   	-2.69558e+01	-4.25849e+01	-3.60084e+01		         0.01833	-1.90000e+01	
0.22753   	-2.76775e+01	-4.44726e+01	-3.71000e+01		         0.02000	-2.30000e+01	
0.24642   	-2.93770e+01	-4.62079e+01	-3.54497e+01		         0.02167	-2.70000e+01	
0.26531   	-3.11675e+01	-4.61247e+01	-3.58763e+01		         0.02333	-3.10000e+01	
0.28420   	-3.22215e+01	-4.57959e+01	-3.51952e+01		         0.02500	-3.40000e+01	
0.30309   	-3.22769e+01	-4.58907e+01	-3.28877e+01		         0.02667	-3.80000e+01	
0.32198   	-3.28686e+01	-4.62005e+01	-3.06263e+01		         0.02833	-4.10000e+01	
0.34086   	-3.36542e+01	-4.62310e+01	-2.94787e+01		         0.03000	-4.30000e+01	
0.35975   	-3.44377e+01	-4.75313e+01	-3.11173e+01		         0.03167	-4.40000e+01	
0.37864   	-3.33145e+01	-4.75681e+01	-3.17490e+01		         0.03333	-4.40000e+01	
0.39753   	-3.14637e+01	-4.81921e+01	-3.35093e+01		         0.03500	-4.30000e+01	
0.41642   	-3.11180e+01	-4.49289e+01	-3.23854e+01		         0.03667	-4.20000e+01	
0.43531   	-3.00148e+01	-4.35206e+01	-3.26498e+01		         0.03833	-4.00000e+01	
0.45420   	-2.79508e+01	-4.11754e+01	-3.82809e+01		         0.04000	-3.80000e+01	
0.47309   	-2.99154e+01	-3.97652e+01	-3.81490e+01		         0.04167	-3.50000e+01	
0.49198   	-3.08447e+01	-3.73803e+01	-4.17014e+01		         0.04333	-3.10000e+01	
0.51087   	-2.99682e+01	-3.77785e+01	-3.93949e+01		         0.04500	-2.80000e+01	
0.52975   	-3.11701e+01	-3.84358e+01	-3.81711e+01		         0.04667	-2.40000e+01	
0.54864   	-2.91296e+01	-3.75363e+01	-3.58561e+01		         0.04833	-2.00000e+01	
0.56753   	-2.61703e+01	-3.95403e+01	-3.51673e+01		         0.05000	-1.70000e+01	
0.58643   	-2.51441e+01	-3.79206e+01	-3.36305e+01		         0.05167	-1.30000e+01	
0.60531   	-2.51028e+01	-3.72192e+01	-3.34498e+01		         0.05333	-1.00000e+01	
0.62420   	-2.58031e+01	-3.90566e+01	-3.38829e+01		         0.05500	-7.00000e+00	
0.64309   	-2.66961e+01	-4.01791e+01	-3.33831e+01		         0.05667	-5.00000e+00	
0.66198   	-2.67696e+01	-4.04207e+01	-3.39047e+01		         0.05833	-2.00000e+00	
0.68087   	-2.55863e+01	-4.10352e+01	-3.45477e+01		         0.06000	0.00000e+00	
0.69976   	-2.35476e+01	-4.01328e+01	-3.52718e+01		         0.06167	2.00000e+00	
0.71865   	-2.21704e+01	-3.75210e+01	-3.67789e+01		         0.06333	3.00000e+00	
0.73754   	-2.09661e+01	-4.31157e+01	-3.54398e+01		         0.06500	5.00000e+00	
0.75643   	-2.26692e+01	-4.11981e+01	-3.71802e+01		         0.06667	6.00000e+00	
0.77532   	-2.35657e+01	-4.78039e+01	-4.12983e+01		         0.06833	8.00000e+00	
0.79420   	-2.40951e+01	-4.64932e+01	-4.17613e+01		         0.07000	9.00000e+00	
0.81309   	-2.37491e+01	-3.88854e+01	-4.01961e+01		         0.07167	1.00000e+01	
0.83198   	-2.38363e+01	-3.56676e+01	-3.89710e+01		         0.07333	1.10000e+01	
0.85087   	-2.52979e+01	-3.49443e+01	-4.14302e+01		         0.07500	1.20000e+01	
0.86976   	-2.66113e+01	-3.60129e+01	-4.07835e+01		         0.07667	1.20000e+01	
0.88865   	-2.78177e+01	-3.64406e+01	-3.91648e+01		         0.07833	1.30000e+01	
0.90754   	-2.82605e+01	-3.86912e+01	-3.79376e+01		         0.08000	1.30000e+01	
0.92643   	-2.89398e+01	-3.77844e+01	-3.47161e+01		         0.08167	1.40000e+01	
0.94532   	-2.81522e+01	-4.09588e+01	-3.68483e+01		         0.08333	1.40000e+01	
0.96420   	-2.72090e+01	-4.31743e+01	-3.52419e+01		         0.08500	1.50000e+01	
0.98309   	-2.83011e+01	-4.33453e+01	-3.71693e+01		         0.08667	1.50000e+01	
1.00198   	-2.99991e+01	-4.41213e+01	-3.59262e+01		         0.08833	1.50000e+01	
1.02087   	-3.21011e+01	-4.49160e+01	-3.44438e+01		         0.09000	1.50000e+01	
1.03976   	-3.23981e+01	-4.46243e+01	-3.35772e+01		         0.09167	1.50000e+01	
1.05865   	-3.21877e+01	-4.48408e+01	-3.18951e+01		         0.09333	1.50000e+01	
1.07754   	-3.30908e+01	-4.50834e+01	-2.90314e+01		         0.09500	1.50000e+01	
1.09643   	-3.37772e+01	-4.57814e+01	-2.91223e+01		         0.09667	1.50000e+01	
1.11532   	-3.44532e+01	-4.56561e+01	-3.10147e+01		         0.09833	1.50000e+01	
1.13421   	-3.39985e+01	-4.73913e+01	-3.21809e+01		         0.10000	1.50000e+01	
1.15310   	-3.26779e+01	-4.67539e+01	-3.22591e+01		         0.10167	1.50000e+01	
1.17199   	-3.13544e+01	-4.56893e+01	-3.33564e+01		         0.10333	1.50000e+01	
1.19088   	-3.08394e+01	-4.37875e+01	-3.33590e+01		         0.10500	1.50000e+01	
1.20976   	-3.01679e+01	-4.12252e+01	-3.65463e+01		         0.10667	1.50000e+01	
1.22865   	-3.13705e+01	-3.69431e+01	-3.68118e+01		         0.10833	1.50000e+01	
1.24761   	-3.25121e+01	-3.53432e+01	-3.93666e+01		         0.11000	1.50000e+01	
1.26643   	-3.11927e+01	-3.64142e+01	-3.83215e+01		         0.11167	1.50000e+01	
1.28532   	-3.04405e+01	-3.66125e+01	-3.85686e+01		         0.11333	1.40000e+01	
1.30421   	-3.00993e+01	-3.66811e+01	-3.71292e+01		         0.11500	1.40000e+01	
1.32310   	-2.72079e+01	-3.47956e+01	-3.60370e+01		         0.11667	1.40000e+01	
1.34199   	-2.58849e+01	-3.55371e+01	-3.58612e+01		         0.11833	1.40000e+01	
1.36088   	-2.55548e+01	-3.47787e+01	-3.57943e+01		         0.12000	1.30000e+01	
1.37977   	-2.61518e+01	-3.54201e+01	-3.51829e+01		         0.12167	1.30000e+01	
1.39865   	-2.69528e+01	-3.68034e+01	-3.46956e+01		         0.12333	1.20000e+01	
1.41755   	-2.78337e+01	-3.60976e+01	-3.46540e+01		         0.12500	1.20000e+01	
1.43643   	-2.82805e+01	-3.75246e+01	-3.49368e+01		         0.12667	1.10000e+01	
1.45532   	-2.74915e+01	-3.75965e+01	-3.53628e+01		         0.12833	1.00000e+01	
1.47421   	-2.65396e+01	-3.93268e+01	-3.43341e+01		         0.13000	1.00000e+01	
1.49310   	-2.50270e+01	-3.85205e+01	-3.64237e+01		         0.13167	9.00000e+00	
1.51199   	-2.42165e+01	-3.87497e+01	-3.62793e+01		         0.13333	9.00000e+00	
1.53088   	-2.27398e+01	-4.58620e+01	-3.99223e+01		         0.13500	9.00000e+00	
1.54977   	-2.26804e+01	-4.66242e+01	-4.08140e+01		         0.13667	8.00000e+00	
1.56866   	-2.33568e+01	-4.08089e+01	-4.25082e+01		         0.13833	8.00000e+00	
1.58755   	-2.46257e+01	-3.60383e+01	-4.01074e+01		         0.14000	8.00000e+00	
1.60644   	-2.64501e+01	-3.59190e+01	-4.04756e+01		         0.14167	8.00000e+00	
1.62532   	-2.58604e+01	-3.60000e+01	-4.23219e+01		         0.14333	7.00000e+00	
1.64421   	-2.70437e+01	-3.61220e+01	-4.19702e+01		         0.14500	7.00000e+00	
1.66310   	-2.76717e+01	-3.69878e+01	-3.94146e+01		         0.14667	7.00000e+00	
