Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00115   	-2.79485e+01	-3.35401e+01	-3.28900e+01		         0.00000	-4.90000e+01	
0.01920   	-2.67343e+01	-3.13380e+01	-3.28178e+01		         0.00167	-4.40000e+01	
0.03753   	-2.61954e+01	-3.02747e+01	-3.15956e+01		         0.00333	-3.50000e+01	
0.05532   	-2.69459e+01	-3.10485e+01	-3.19797e+01		         0.00500	-2.30000e+01	
0.07338   	-2.70639e+01	-3.13324e+01	-3.22198e+01		         0.00667	-6.00000e+00	
0.09144   	-2.77061e+01	-3.21296e+01	-3.26492e+01		         0.00833	1.50000e+01	
0.10950   	-2.79153e+01	-3.09285e+01	-3.31748e+01		         0.01000	4.10000e+01	
0.12756   	-2.85601e+01	-3.13554e+01	-3.25548e+01		         0.01167	6.90000e+01	
0.14561   	-2.95695e+01	-3.16774e+01	-3.32641e+01		         0.01333	1.01000e+02	
0.16367   	-2.97218e+01	-3.33868e+01	-3.25968e+01		         0.01500	1.34000e+02	
0.18173   	-2.98002e+01	-3.37857e+01	-3.29289e+01		         0.01667	1.67000e+02	
0.19979   	-2.96716e+01	-3.26159e+01	-3.24644e+01		         0.01833	1.98000e+02	
0.21784   	-2.95233e+01	-2.99572e+01	-3.38872e+01		         0.02000	2.26000e+02	
0.23590   	-2.92283e+01	-2.99937e+01	-3.12198e+01		         0.02167	2.51000e+02	
0.25396   	-2.96041e+01	-2.92895e+01	-3.18611e+01		         0.02333	2.70000e+02	
0.27202   	-2.98165e+01	-3.02931e+01	-3.20632e+01		         0.02500	2.84000e+02	
0.29009   	-2.99517e+01	-3.02564e+01	-3.08014e+01		         0.02667	2.91000e+02	
0.30814   	-3.02623e+01	-3.18612e+01	-3.10237e+01		         0.02833	2.91000e+02	
0.32619   	-3.06178e+01	-3.33619e+01	-3.17131e+01		         0.03000	2.85000e+02	
0.34425   	-3.08891e+01	-3.58480e+01	-3.19094e+01		         0.03167	2.73000e+02	
0.36231   	-3.11730e+01	-3.62356e+01	-3.05826e+01		         0.03333	2.55000e+02	
0.38037   	-3.14389e+01	-3.70654e+01	-3.12657e+01		         0.03500	2.33000e+02	
0.39843   	-3.15723e+01	-3.96422e+01	-3.04937e+01		         0.03667	2.08000e+02	
0.41648   	-3.22339e+01	-4.02339e+01	-3.07156e+01		         0.03833	1.82000e+02	
0.43454   	-3.17692e+01	-3.92583e+01	-3.30113e+01		         0.04000	1.54000e+02	
0.45261   	-3.09033e+01	-3.78738e+01	-3.26163e+01		         0.04167	1.27000e+02	
0.47066   	-3.10287e+01	-3.79540e+01	-3.32107e+01		         0.04333	1.01000e+02	
0.48872   	-3.05065e+01	-3.61788e+01	-3.28763e+01		         0.04500	7.60000e+01	
0.50678   	-2.99068e+01	-3.29747e+01	-3.37978e+01		         0.04667	5.20000e+01	
