Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01809   	8.61740e-01		         0.00000	1.11000e+02	
0.02719   	9.36257e-01		         0.00167	1.32000e+02	
0.03630   	1.00359e+00		         0.00333	1.55000e+02	
0.04569   	2.68626e-01		         0.00500	1.79000e+02	
0.05478   	-8.26397e-01		         0.00667	2.03000e+02	
0.06388   	-1.72495e+00		         0.00833	2.27000e+02	
0.07299   	-1.18202e+00		         0.01000	2.48000e+02	
0.08238   	5.12730e-01		         0.01167	2.65000e+02	
0.09147   	2.63953e+00		         0.01333	2.76000e+02	
0.10057   	4.50754e+00		         0.01500	2.80000e+02	
0.10968   	5.53110e+00		         0.01667	2.76000e+02	
0.11908   	5.92595e+00		         0.01833	2.64000e+02	
0.12816   	5.93835e+00		         0.02000	2.45000e+02	
0.13727   	5.88728e+00		         0.02167	2.18000e+02	
0.14637   	5.73307e+00		         0.02333	1.84000e+02	
0.15578   	5.53483e+00		         0.02500	1.45000e+02	
0.16505   	5.27968e+00		         0.02667	1.02000e+02	
0.17396   	5.11261e+00		         0.02833	5.70000e+01	
0.18306   	4.94430e+00		         0.03000	1.10000e+01	
0.19245   	4.79149e+00		         0.03167	-3.30000e+01	
0.20154   	4.76542e+00		         0.03333	-7.20000e+01	
0.21064   	4.74559e+00		         0.03500	-1.07000e+02	
0.21975   	4.72004e+00		         0.03667	-1.35000e+02	
0.22914   	4.48829e+00		         0.03833	-1.56000e+02	
0.23823   	4.28147e+00		         0.04000	-1.71000e+02	
0.24733   	4.00530e+00		         0.04167	-1.80000e+02	
0.25644   	3.83465e+00		         0.04333	-1.83000e+02	
0.26583   	3.67978e+00		         0.04500	-1.81000e+02	
0.27492   	3.58399e+00		         0.04667	-1.75000e+02	
0.28403   	3.34447e+00		         0.04833	-1.66000e+02	
0.29313   	3.07872e+00		         0.05000	-1.54000e+02	
0.30252   	2.87171e+00		         0.05167	-1.41000e+02	
0.31161   	2.69605e+00		         0.05333	-1.28000e+02	
0.32072   	2.43215e+00		         0.05500	-1.14000e+02	
0.32982   	2.22253e+00		         0.05667	-1.01000e+02	
0.33923   	1.88384e+00		         0.05833	-8.90000e+01	
0.34830   	1.55694e+00		         0.06000	-7.80000e+01	
0.35741   	1.06572e+00		         0.06167	-6.80000e+01	
0.36651   	4.88969e-01		         0.06333	-5.90000e+01	
0.37590   	-5.47978e-01		         0.06500	-5.10000e+01	
0.38499   	-1.66071e+00		         0.06667	-4.50000e+01	
0.39410   	-2.60557e+00		         0.06833	-4.00000e+01	
0.40320   	-2.17081e+00		         0.07000	-3.60000e+01	
0.41260   	-1.02681e+00		         0.07167	-3.30000e+01	
0.42168   	4.41448e-01		         0.07333	-3.10000e+01	
0.43079   	1.18705e+00		         0.07500	-2.90000e+01	
0.43989   	1.29087e+00		         0.07667	-2.70000e+01	
0.44928   	1.02737e+00		         0.07833	-2.60000e+01	
0.45837   	2.46645e-01		         0.08000	-2.50000e+01	
0.46748   	-4.90607e-01		         0.08167	-2.40000e+01	
0.47658   	-1.56223e+00		         0.08333	-2.30000e+01	
0.48598   	-2.47453e+00		         0.08500	-2.20000e+01	
0.49506   	-3.41640e+00		         0.08667	-2.10000e+01	
0.50417   	-3.98190e+00		         0.08833	-2.00000e+01	
0.51340   	-4.18684e+00		         0.09000	-2.00000e+01	
0.52266   	-4.07038e+00		         0.09167	-1.90000e+01	
0.53175   	-3.84186e+00		         0.09333	-1.80000e+01	
0.54086   	-3.71011e+00		         0.09500	-1.80000e+01	
0.54997   	-3.64064e+00		         0.09667	-1.80000e+01	
0.55936   	-3.56609e+00		         0.09833	-1.70000e+01	
0.56844   	-3.30321e+00		         0.10000	-1.70000e+01	
0.57755   	-3.01521e+00		         0.10167	-1.60000e+01	
0.58665   	-2.74362e+00		         0.10333	-1.60000e+01	
0.59604   	-2.56960e+00		         0.10500	-1.50000e+01	
0.60513   	-2.41948e+00		         0.10667	-1.50000e+01	
0.61424   	-2.27466e+00		         0.10833	-1.40000e+01	
0.62334   	-2.28303e+00		         0.11000	-1.40000e+01	
0.63273   	-2.75479e+00		         0.11167	-1.30000e+01	
0.64183   	-3.61745e+00		         0.11333	-1.30000e+01	
0.65093   	-4.91924e+00		         0.11500	-1.30000e+01	
0.66003   	-6.08234e+00		         0.11667	-1.20000e+01	
0.66944   	-6.95840e+00		         0.11833	-1.20000e+01	
0.67851   	-7.42255e+00		         0.12000	-1.20000e+01	
0.68762   	-7.74011e+00		         0.12167	-1.20000e+01	
0.69672   	-7.74522e+00		         0.12333	-1.20000e+01	
0.70613   	-7.28206e+00		         0.12500	-1.20000e+01	
0.71520   	-6.40614e+00		         0.12667	-1.20000e+01	
0.72431   	-5.56339e+00		         0.12833	-1.30000e+01	
0.73342   	-4.68448e+00		         0.13000	-1.30000e+01	
0.74281   	-3.89366e+00		         0.13167	-1.30000e+01	
0.75190   	-3.16851e+00		         0.13333	-1.30000e+01	
0.76100   	-2.57343e+00		         0.13500	-1.30000e+01	
0.77011   	-2.20394e+00		         0.13667	-1.30000e+01	
0.77951   	-2.14862e+00		         0.13833	-1.20000e+01	
0.78859   	-2.16537e+00		         0.14000	-1.20000e+01	
0.79769   	-1.67658e+00		         0.14167	-1.20000e+01	
0.80680   	-1.07489e+00		         0.14333	-1.10000e+01	
0.81619   	3.05017e-01		         0.14500	-1.00000e+01	
0.82528   	1.35381e+00		         0.14667	-1.00000e+01	
0.83438   	2.47685e+00		         0.14833	-9.00000e+00	
0.84348   	2.19148e+00		         0.15000	-8.00000e+00	
0.85289   	1.50017e+00		         0.15167	-7.00000e+00	
0.86203   	8.30957e-01		         0.15333	-7.00000e+00	
0.87107   	6.30852e-01		         0.15500	-6.00000e+00	
0.88018   	4.73025e-01		         0.15667	-6.00000e+00	
0.88956   	-7.47046e-01		         0.15833	-5.00000e+00	
0.89865   	-1.84943e+00		         0.16000	-5.00000e+00	
0.90776   	-2.26338e+00		         0.16167	-4.00000e+00	
0.91687   	-1.13548e+00		         0.16333	-4.00000e+00	
0.92626   	5.11529e-01		         0.16500	-4.00000e+00	
0.93535   	2.29844e+00		         0.16667	-3.00000e+00	
0.94445   	4.08925e+00		         0.16833	-3.00000e+00	
0.95356   	5.26193e+00		         0.17000	-3.00000e+00	
0.96294   	5.66106e+00		         0.17167	-2.00000e+00	
0.97204   	5.74025e+00		         0.17333	-2.00000e+00	
0.98114   	5.50946e+00		         0.17500	-1.00000e+00	
0.99025   	5.35908e+00		         0.17667	-1.00000e+00	
0.99963   	5.01458e+00		         0.17833	-1.00000e+00	
1.00873   	4.86652e+00		         0.18000	0.00000e+00	
1.01784   	4.74550e+00		         0.18167	0.00000e+00	
1.02694   	4.61585e+00		         0.18333	1.00000e+00	
1.03633   	4.67397e+00		         0.18500	2.00000e+00	
1.04542   	4.62617e+00		         0.18667	3.00000e+00	
1.05452   	4.62778e+00		         0.18833	4.00000e+00	
1.06363   	4.37617e+00		         0.19000	4.00000e+00	
1.07302   	4.21433e+00		         0.19167	5.00000e+00	
1.08211   	4.03445e+00		         0.19333	6.00000e+00	
1.09121   	3.80182e+00		         0.19500	7.00000e+00	
1.10032   	3.55124e+00		         0.19667	8.00000e+00	
1.10970   	3.26722e+00		         0.19833	9.00000e+00	
1.11880   	3.23748e+00		         0.20000	9.00000e+00	
1.12790   	3.12261e+00		         0.20167	1.00000e+01	
1.13701   	3.01314e+00		         0.20333	1.10000e+01	
1.14641   	2.74027e+00		         0.20500	1.10000e+01	
1.15549   	2.47933e+00		         0.20667	1.20000e+01	
1.16460   	2.20195e+00		         0.20833	1.20000e+01	
1.17370   	1.97771e+00		         0.21000	1.30000e+01	
1.18308   	1.75193e+00		         0.21167	1.40000e+01	
1.19218   	1.45169e+00		         0.21333	1.50000e+01	
1.20128   	1.11297e+00		         0.21500	1.60000e+01	
