Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01129   	-2.14505e+00		         0.00000	-8.00000e+00	
0.01687   	-2.34869e+00		         0.00167	-2.00000e+00	
0.02245   	-1.73734e+00		         0.00333	5.00000e+00	
0.02831   	-1.30103e+00		         0.00500	1.40000e+01	
0.03389   	-1.33116e+00		         0.00667	2.40000e+01	
0.03947   	-8.76553e-01		         0.00833	3.60000e+01	
0.04505   	-4.09049e-01		         0.01000	5.00000e+01	
0.05091   	-5.43589e-01		         0.01167	6.60000e+01	
0.05649   	-4.29645e-01		         0.01333	8.40000e+01	
0.06207   	-1.17367e-01		         0.01500	1.02000e+02	
0.06765   	-4.02504e-03		         0.01667	1.23000e+02	
0.07350   	4.33632e-01		         0.01833	1.45000e+02	
0.07909   	9.08693e-01		         0.02000	1.68000e+02	
0.08467   	1.53996e+00		         0.02167	1.92000e+02	
0.09025   	2.30519e+00		         0.02333	2.16000e+02	
0.09611   	3.02130e+00		         0.02500	2.40000e+02	
0.10169   	3.51448e+00		         0.02667	2.63000e+02	
0.10727   	3.88891e+00		         0.02833	2.85000e+02	
0.11285   	4.13166e+00		         0.03000	3.04000e+02	
0.11870   	4.29193e+00		         0.03167	3.20000e+02	
0.12428   	4.43791e+00		         0.03333	3.32000e+02	
0.12987   	4.54433e+00		         0.03500	3.40000e+02	
0.13545   	4.57598e+00		         0.03667	3.44000e+02	
0.14130   	4.66901e+00		         0.03833	3.42000e+02	
0.14689   	4.74080e+00		         0.04000	3.35000e+02	
0.15247   	4.77546e+00		         0.04167	3.23000e+02	
0.15805   	4.84995e+00		         0.04333	3.06000e+02	
0.16390   	4.98011e+00		         0.04500	2.84000e+02	
0.16949   	5.01724e+00		         0.04667	2.59000e+02	
0.17507   	5.10150e+00		         0.04833	2.31000e+02	
0.18065   	5.13687e+00		         0.05000	2.01000e+02	
0.18650   	5.22650e+00		         0.05167	1.71000e+02	
0.19208   	5.24384e+00		         0.05333	1.40000e+02	
0.19767   	5.26837e+00		         0.05500	1.09000e+02	
0.20325   	5.21768e+00		         0.05667	8.00000e+01	
