Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01772   	3.17759e+00		         0.00000	1.10000e+01	
0.02386   	3.41496e+00		         0.00167	1.00000e+01	
0.03028   	3.51567e+00		         0.00333	8.00000e+00	
0.03641   	3.61562e+00		         0.00500	7.00000e+00	
0.04255   	3.57177e+00		         0.00667	5.00000e+00	
0.04868   	3.40666e+00		         0.00833	2.00000e+00	
0.05510   	3.10068e+00		         0.01000	-2.00000e+00	
0.06123   	2.69995e+00		         0.01167	-9.00000e+00	
0.06737   	2.56502e+00		         0.01333	-1.80000e+01	
0.07350   	2.84485e+00		         0.01500	-2.90000e+01	
0.07992   	3.33843e+00		         0.01667	-4.50000e+01	
0.08605   	4.04508e+00		         0.01833	-6.30000e+01	
0.09219   	4.98903e+00		         0.02000	-8.50000e+01	
0.09833   	5.76217e+00		         0.02167	-1.11000e+02	
0.10474   	6.18796e+00		         0.02333	-1.38000e+02	
0.11087   	6.38046e+00		         0.02500	-1.67000e+02	
0.11701   	6.28348e+00		         0.02667	-1.96000e+02	
0.12315   	6.09751e+00		         0.02833	-2.23000e+02	
0.12956   	5.82592e+00		         0.03000	-2.46000e+02	
0.13570   	5.43500e+00		         0.03167	-2.65000e+02	
0.14183   	5.13986e+00		         0.03333	-2.78000e+02	
0.14797   	4.88580e+00		         0.03500	-2.84000e+02	
0.15438   	4.61728e+00		         0.03667	-2.82000e+02	
0.16052   	4.22537e+00		         0.03833	-2.72000e+02	
0.16666   	4.09661e+00		         0.04000	-2.54000e+02	
0.17279   	3.91398e+00		         0.04167	-2.30000e+02	
0.17921   	3.82654e+00		         0.04333	-2.00000e+02	
0.18534   	3.66176e+00		         0.04500	-1.65000e+02	
0.19148   	3.69222e+00		         0.04667	-1.28000e+02	
0.19761   	3.63257e+00		         0.04833	-9.10000e+01	
0.20402   	3.55857e+00		         0.05000	-5.40000e+01	
0.21016   	3.33491e+00		         0.05167	-2.00000e+01	
0.21630   	3.15263e+00		         0.05333	1.00000e+01	
0.22244   	2.95037e+00		         0.05500	3.60000e+01	
0.22885   	2.73648e+00		         0.05667	5.80000e+01	
0.23498   	2.47866e+00		         0.05833	7.50000e+01	
0.24115   	2.43517e+00		         0.06000	8.80000e+01	
0.24726   	2.25690e+00		         0.06167	9.60000e+01	
