Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.02752   	-1.89004e+00		         0.00000	6.30000e+01	
0.03662   	-1.09470e+00		         0.00167	7.60000e+01	
0.04602   	-4.76293e-01		         0.00333	9.00000e+01	
0.05510   	-1.41749e+00		         0.00500	1.04000e+02	
0.06421   	-2.10117e+00		         0.00667	1.19000e+02	
0.07331   	-2.09115e+00		         0.00833	1.34000e+02	
0.08271   	-1.17187e+00		         0.01000	1.48000e+02	
0.09179   	-1.48057e-02		         0.01167	1.63000e+02	
0.10090   	1.76306e+00		         0.01333	1.77000e+02	
0.11000   	3.52375e+00		         0.01500	1.92000e+02	
0.11939   	4.68858e+00		         0.01667	2.04000e+02	
0.12848   	5.27990e+00		         0.01833	2.15000e+02	
0.13798   	5.29926e+00		         0.02000	2.22000e+02	
0.14669   	5.10464e+00		         0.02167	2.24000e+02	
0.15608   	4.98339e+00		         0.02333	2.21000e+02	
0.16517   	4.89558e+00		         0.02500	2.11000e+02	
0.17428   	4.88374e+00		         0.02667	1.94000e+02	
0.18338   	4.77622e+00		         0.02833	1.72000e+02	
0.19278   	4.73021e+00		         0.03000	1.43000e+02	
0.20186   	4.65182e+00		         0.03167	1.09000e+02	
0.21097   	4.61945e+00		         0.03333	7.10000e+01	
0.22007   	4.55954e+00		         0.03500	2.90000e+01	
0.22946   	4.57658e+00		         0.03667	-1.50000e+01	
0.23855   	4.40900e+00		         0.03833	-6.00000e+01	
0.24766   	4.31125e+00		         0.04000	-1.02000e+02	
0.25676   	4.11715e+00		         0.04167	-1.42000e+02	
0.26615   	4.05428e+00		         0.04333	-1.76000e+02	
0.27524   	3.95216e+00		         0.04500	-2.05000e+02	
0.28435   	3.90675e+00		         0.04667	-2.26000e+02	
0.29345   	3.80022e+00		         0.04833	-2.41000e+02	
0.30284   	3.62544e+00		         0.05000	-2.49000e+02	
0.31193   	3.42584e+00		         0.05167	-2.50000e+02	
0.32104   	3.25680e+00		         0.05333	-2.47000e+02	
0.33014   	3.10730e+00		         0.05500	-2.39000e+02	
0.33953   	3.01835e+00		         0.05667	-2.27000e+02	
0.34862   	2.91828e+00		         0.05833	-2.12000e+02	
