Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.00860   	-6.20571e-01		         0.00000	-1.00000e+00	
0.01773   	-3.37649e-01		         0.00167	1.00000e+00	
0.02685   	4.71207e-01		         0.00333	3.00000e+00	
0.03597   	1.79620e+00		         0.00500	6.00000e+00	
0.04536   	3.39369e+00		         0.00667	1.10000e+01	
0.05448   	4.39121e+00		         0.00833	1.90000e+01	
0.06360   	4.25598e+00		         0.01000	2.80000e+01	
0.07272   	3.41824e+00		         0.01167	4.00000e+01	
0.08212   	2.59748e+00		         0.01333	5.40000e+01	
0.09123   	2.13948e+00		         0.01500	7.10000e+01	
0.10035   	2.58732e+00		         0.01667	9.00000e+01	
0.10948   	3.67072e+00		         0.01833	1.10000e+02	
0.11887   	5.27767e+00		         0.02000	1.31000e+02	
0.12799   	6.24874e+00		         0.02167	1.52000e+02	
0.13711   	6.68004e+00		         0.02333	1.72000e+02	
0.14623   	6.66403e+00		         0.02500	1.91000e+02	
0.15562   	6.50208e+00		         0.02667	2.08000e+02	
0.16474   	6.23752e+00		         0.02833	2.20000e+02	
0.17386   	5.90979e+00		         0.03000	2.28000e+02	
0.18298   	5.62307e+00		         0.03167	2.30000e+02	
0.19237   	5.39291e+00		         0.03333	2.25000e+02	
0.20150   	5.28861e+00		         0.03500	2.14000e+02	
0.21061   	5.20020e+00		         0.03667	1.97000e+02	
0.21973   	5.14097e+00		         0.03833	1.75000e+02	
0.22913   	4.99654e+00		         0.04000	1.48000e+02	
0.23825   	4.86480e+00		         0.04167	1.18000e+02	
0.24737   	4.72637e+00		         0.04333	8.60000e+01	
0.25649   	4.68242e+00		         0.04500	5.30000e+01	
0.26588   	4.57319e+00		         0.04667	2.00000e+01	
0.27500   	4.48832e+00		         0.04833	-1.10000e+01	
0.28412   	4.28094e+00		         0.05000	-4.00000e+01	
0.29324   	4.17635e+00		         0.05167	-6.50000e+01	
0.30263   	3.98384e+00		         0.05333	-8.50000e+01	
0.31176   	3.70783e+00		         0.05500	-1.00000e+02	
0.32123   	3.39697e+00		         0.05667	-1.11000e+02	
0.33000   	3.06672e+00		         0.05833	-1.17000e+02	
0.33939   	2.85232e+00		         0.06000	-1.18000e+02	
0.34851   	2.62969e+00		         0.06167	-1.17000e+02	
0.35763   	2.41790e+00		         0.06333	-1.13000e+02	
0.36675   	2.14162e+00		         0.06500	-1.06000e+02	
0.37614   	1.71953e+00		         0.06667	-9.90000e+01	
0.38526   	1.20799e+00		         0.06833	-9.00000e+01	
0.39439   	4.13770e-01		         0.07000	-8.10000e+01	
0.40350   	-4.97211e-01		         0.07167	-7.20000e+01	
0.41290   	-1.08193e+00		         0.07333	-6.30000e+01	
0.42202   	-4.65795e-01		         0.07500	-5.50000e+01	
0.43113   	2.15573e-01		         0.07667	-4.80000e+01	
0.44026   	3.99646e-01		         0.07833	-4.30000e+01	
0.44965   	-2.14806e-01		         0.08000	-3.80000e+01	
0.45877   	-4.63788e-01		         0.08167	-3.40000e+01	
0.46789   	-5.10245e-01		         0.08333	-3.10000e+01	
0.47701   	-7.18061e-01		         0.08500	-2.90000e+01	
0.48640   	-1.53909e+00		         0.08667	-2.70000e+01	
0.49552   	-2.44365e+00		         0.08833	-2.60000e+01	
0.50464   	-3.70952e+00		         0.09000	-2.60000e+01	
0.51377   	-4.92657e+00		         0.09167	-2.50000e+01	
0.52316   	-5.97676e+00		         0.09333	-2.50000e+01	
0.53228   	-6.27657e+00		         0.09500	-2.50000e+01	
0.54140   	-6.13368e+00		         0.09667	-2.40000e+01	
0.55052   	-5.87623e+00		         0.09833	-2.30000e+01	
0.55991   	-5.73879e+00		         0.10000	-2.20000e+01	
0.56903   	-5.33267e+00		         0.10167	-2.20000e+01	
0.57815   	-4.64061e+00		         0.10333	-2.00000e+01	
0.58727   	-3.96224e+00		         0.10500	-1.90000e+01	
0.59666   	-3.53031e+00		         0.10667	-1.80000e+01	
0.60578   	-3.36551e+00		         0.10833	-1.70000e+01	
0.61491   	-3.20598e+00		         0.11000	-1.60000e+01	
0.62403   	-2.92108e+00		         0.11167	-1.50000e+01	
0.63342   	-2.47822e+00		         0.11333	-1.40000e+01	
0.64254   	-2.12435e+00		         0.11500	-1.30000e+01	
0.65166   	-1.84978e+00		         0.11667	-1.30000e+01	
0.66078   	-1.72355e+00		         0.11833	-1.20000e+01	
0.67017   	-1.47510e+00		         0.12000	-1.20000e+01	
0.67929   	-1.23471e+00		         0.12167	-1.10000e+01	
0.68841   	-9.38900e-01		         0.12333	-1.10000e+01	
0.69754   	-6.71231e-01		         0.12500	-1.00000e+01	
0.70693   	-4.42733e-01		         0.12667	-1.00000e+01	
0.71605   	-2.56314e-01		         0.12833	-9.00000e+00	
0.72517   	-1.57893e-01		         0.13000	-9.00000e+00	
0.73429   	-4.57373e-02		         0.13167	-8.00000e+00	
0.74368   	1.34083e-02		         0.13333	-8.00000e+00	
0.75289   	7.30676e-02		         0.13500	-7.00000e+00	
0.76192   	6.19225e-02		         0.13667	-7.00000e+00	
0.77104   	3.33937e-02		         0.13833	-6.00000e+00	
0.78043   	-2.04311e-03		         0.14000	-6.00000e+00	
0.78955   	-4.34787e-02		         0.14167	-5.00000e+00	
0.79867   	-2.40374e-01		         0.14333	-4.00000e+00	
0.80780   	-9.07876e-01		         0.14500	-3.00000e+00	
0.81719   	-2.43625e+00		         0.14667	-2.00000e+00	
0.82631   	-4.84771e+00		         0.14833	-2.00000e+00	
0.83543   	-7.55897e+00		         0.15000	-1.00000e+00	
0.84455   	-9.62210e+00		         0.15167	1.00000e+00	
0.85394   	-1.03523e+01		         0.15333	2.00000e+00	
