Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.00541   	-2.08399e+00		         0.00000	2.50000e+01	
0.01178   	-2.08029e+00		         0.00167	3.40000e+01	
0.01816   	-2.00883e+00		         0.00333	4.40000e+01	
0.02454   	-1.55329e+00		         0.00500	5.60000e+01	
0.03091   	-3.76338e-01		         0.00667	6.90000e+01	
0.03729   	1.15191e+00		         0.00833	8.20000e+01	
0.04367   	1.74103e+00		         0.01000	9.60000e+01	
0.05004   	4.58246e-01		         0.01167	1.08000e+02	
0.05642   	-1.13959e+00		         0.01333	1.20000e+02	
0.06280   	-1.66229e+00		         0.01500	1.30000e+02	
0.06917   	-1.69333e+00		         0.01667	1.39000e+02	
0.07555   	-1.44141e+00		         0.01833	1.45000e+02	
0.08193   	-8.60897e-01		         0.02000	1.48000e+02	
0.08830   	9.81392e-01		         0.02167	1.49000e+02	
0.09468   	2.86687e+00		         0.02333	1.46000e+02	
0.10106   	3.98029e+00		         0.02500	1.40000e+02	
0.10744   	4.58593e+00		         0.02667	1.31000e+02	
0.11381   	4.79972e+00		         0.02833	1.19000e+02	
0.12019   	4.78982e+00		         0.03000	1.05000e+02	
0.12656   	4.65876e+00		         0.03167	8.90000e+01	
0.13294   	4.53743e+00		         0.03333	7.30000e+01	
0.13932   	4.45308e+00		         0.03500	5.60000e+01	
0.14569   	4.43075e+00		         0.03667	4.00000e+01	
0.15207   	4.42820e+00		         0.03833	2.40000e+01	
0.15845   	4.44982e+00		         0.04000	1.00000e+01	
0.16483   	4.45664e+00		         0.04167	-3.00000e+00	
0.17120   	4.54328e+00		         0.04333	-1.40000e+01	
0.17758   	4.56111e+00		         0.04500	-2.30000e+01	
0.18396   	4.64419e+00		         0.04667	-2.90000e+01	
0.19033   	4.62475e+00		         0.04833	-3.40000e+01	
0.19671   	4.63576e+00		         0.05000	-3.70000e+01	
0.20309   	4.58893e+00		         0.05167	-3.90000e+01	
0.20946   	4.50291e+00		         0.05333	-4.00000e+01	
0.21584   	4.28581e+00		         0.05500	-3.90000e+01	
0.22222   	4.16472e+00		         0.05667	-3.80000e+01	
0.22859   	4.01385e+00		         0.05833	-3.70000e+01	
0.23497   	3.95021e+00		         0.06000	-3.60000e+01	
0.24135   	3.77455e+00		         0.06167	-3.50000e+01	
0.24772   	3.68548e+00		         0.06333	-3.40000e+01	
0.25410   	3.67130e+00		         0.06500	-3.30000e+01	
0.26048   	3.57026e+00		         0.06667	-3.30000e+01	
0.26685   	3.43554e+00		         0.06833	-3.30000e+01	
0.27323   	3.25257e+00		         0.07000	-3.20000e+01	
0.27960   	3.21651e+00		         0.07167	-3.20000e+01	
0.28598   	3.14982e+00		         0.07333	-3.20000e+01	
0.29236   	3.06434e+00		         0.07500	-3.20000e+01	
0.29874   	2.90536e+00		         0.07667	-3.20000e+01	
0.30511   	2.80598e+00		         0.07833	-3.20000e+01	
0.31149   	2.75258e+00		         0.08000	-3.10000e+01	
0.31787   	2.66147e+00		         0.08167	-3.00000e+01	
0.32424   	2.51780e+00		         0.08333	-2.90000e+01	
0.33062   	2.33381e+00		         0.08500	-2.70000e+01	
0.33700   	2.20000e+00		         0.08667	-2.60000e+01	
0.34337   	1.99327e+00		         0.08833	-2.50000e+01	
0.34975   	1.79154e+00		         0.09000	-2.40000e+01	
0.35613   	1.55865e+00		         0.09167	-2.40000e+01	
0.36250   	1.32439e+00		         0.09333	-2.30000e+01	
0.36888   	1.03236e+00		         0.09500	-2.30000e+01	
0.37526   	6.42152e-01		         0.09667	-2.30000e+01	
0.38163   	1.10547e-01		         0.09833	-2.30000e+01	
0.38801   	-6.23278e-01		         0.10000	-2.30000e+01	
0.39439   	-1.38256e+00		         0.10167	-2.30000e+01	
0.40076   	-1.39310e+00		         0.10333	-2.40000e+01	
0.40714   	-5.34989e-01		         0.10500	-2.40000e+01	
0.41352   	7.12811e-01		         0.10667	-2.50000e+01	
0.41990   	1.42866e+00		         0.10833	-2.50000e+01	
0.42641   	1.63721e+00		         0.11000	-2.50000e+01	
0.43265   	1.70205e+00		         0.11167	-2.40000e+01	
0.43903   	1.86369e+00		         0.11333	-2.30000e+01	
0.44540   	1.99203e+00		         0.11500	-2.20000e+01	
0.45178   	1.99955e+00		         0.11667	-2.10000e+01	
0.45815   	1.84287e+00		         0.11833	-1.90000e+01	
0.46454   	1.61946e+00		         0.12000	-1.80000e+01	
0.47091   	1.25220e+00		         0.12167	-1.70000e+01	
0.47728   	3.36778e-01		         0.12333	-1.60000e+01	
0.48366   	-7.48314e-01		         0.12500	-1.50000e+01	
0.49004   	-2.18177e+00		         0.12667	-1.40000e+01	
0.49641   	-3.43712e+00		         0.12833	-1.30000e+01	
0.50279   	-4.62055e+00		         0.13000	-1.30000e+01	
0.50952   	-5.39310e+00		         0.13167	-1.30000e+01	
0.51555   	-5.80471e+00		         0.13333	-1.30000e+01	
0.52192   	-6.13637e+00		         0.13500	-1.30000e+01	
