Grayscale intensity, in dB

Time (s) :	Trace 1 : 	Trace 2 : 	Trace 3 : 		Ecg : 		
0.00125   	-1.81178e+01	-3.45413e+01	-3.14106e+01		         0.00000	1.00000e+00	
0.01931   	-1.76053e+01	-3.51643e+01	-3.14587e+01		         0.00167	8.00000e+00	
0.03737   	-1.77626e+01	-3.68245e+01	-3.18306e+01		         0.00333	1.80000e+01	
0.05542   	-1.80642e+01	-3.61280e+01	-3.10244e+01		         0.00500	3.10000e+01	
0.07348   	-1.98608e+01	-3.59517e+01	-3.11849e+01		         0.00667	4.70000e+01	
0.09154   	-1.96183e+01	-3.56902e+01	-3.13930e+01		         0.00833	6.80000e+01	
0.10960   	-1.90827e+01	-3.53079e+01	-3.00416e+01		         0.01000	9.30000e+01	
0.12766   	-1.88938e+01	-3.54401e+01	-3.00340e+01		         0.01167	1.22000e+02	
0.14571   	-1.92311e+01	-3.45764e+01	-2.87319e+01		         0.01333	1.54000e+02	
0.16377   	-2.02534e+01	-3.30444e+01	-2.82957e+01		         0.01500	1.89000e+02	
0.18183   	-1.94320e+01	-3.42851e+01	-2.92696e+01		         0.01667	2.25000e+02	
0.19989   	-2.17274e+01	-3.55832e+01	-2.69878e+01		         0.01833	2.60000e+02	
0.21795   	-2.23621e+01	-3.32602e+01	-2.65699e+01		         0.02000	2.93000e+02	
0.23601   	-2.48714e+01	-3.18831e+01	-2.84954e+01		         0.02167	3.21000e+02	
0.25406   	-2.53837e+01	-3.11153e+01	-2.52426e+01		         0.02333	3.44000e+02	
0.27212   	-2.70103e+01	-3.05044e+01	-2.68940e+01		         0.02500	3.59000e+02	
0.29018   	-2.75700e+01	-3.02751e+01	-2.40998e+01		         0.02667	3.67000e+02	
0.30824   	-2.76840e+01	-3.21062e+01	-2.30355e+01		         0.02833	3.66000e+02	
0.32630   	-2.78116e+01	-3.22298e+01	-2.30131e+01		         0.03000	3.56000e+02	
0.34435   	-2.80821e+01	-3.26975e+01	-2.76358e+01		         0.03167	3.38000e+02	
0.36262   	-2.85911e+01	-3.12058e+01	-3.03194e+01		         0.03333	3.11000e+02	
0.38047   	-2.93018e+01	-3.28149e+01	-3.26057e+01		         0.03500	2.78000e+02	
0.39853   	-3.01984e+01	-3.19361e+01	-3.25780e+01		         0.03667	2.39000e+02	
0.41659   	-3.08942e+01	-3.42932e+01	-3.33772e+01		         0.03833	1.97000e+02	
0.43464   	-3.13753e+01	-3.44188e+01	-3.30079e+01		         0.04000	1.53000e+02	
0.45270   	-3.13837e+01	-3.54566e+01	-3.26745e+01		         0.04167	1.09000e+02	
0.47076   	-3.10062e+01	-3.51567e+01	-3.18016e+01		         0.04333	6.70000e+01	
