Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01516   	-2.46375e+00		         0.00000	-1.00000e+00	
0.02256   	-2.15555e+00		         0.00167	-1.00000e+00	
0.02995   	-1.87281e+00		         0.00333	-1.00000e+00	
0.03734   	-1.10459e+00		         0.00500	-1.00000e+00	
0.04474   	-4.03941e-01		         0.00667	-1.00000e+00	
0.05213   	-1.46109e-01		         0.00833	0.00000e+00	
0.05952   	-1.79076e-01		         0.01000	1.00000e+00	
0.06692   	-3.23715e-01		         0.01167	2.00000e+00	
0.07431   	-9.52313e-01		         0.01333	3.00000e+00	
0.08171   	-1.37609e+00		         0.01500	5.00000e+00	
0.08910   	-9.90500e-01		         0.01667	8.00000e+00	
0.09649   	-1.00469e-01		         0.01833	1.10000e+01	
0.10389   	1.08142e+00		         0.02000	1.50000e+01	
0.11128   	2.54783e+00		         0.02167	1.90000e+01	
0.11867   	3.68477e+00		         0.02333	2.30000e+01	
0.12607   	4.11297e+00		         0.02500	2.70000e+01	
0.13346   	4.28187e+00		         0.02667	3.20000e+01	
0.14085   	4.17996e+00		         0.02833	3.60000e+01	
0.14825   	4.06501e+00		         0.03000	4.00000e+01	
0.15564   	3.87409e+00		         0.03167	4.50000e+01	
0.16303   	3.77358e+00		         0.03333	4.80000e+01	
0.17043   	3.75336e+00		         0.03500	5.10000e+01	
0.17782   	3.82234e+00		         0.03667	5.30000e+01	
0.18521   	3.77145e+00		         0.03833	5.50000e+01	
0.19261   	3.85667e+00		         0.04000	5.50000e+01	
0.20000   	3.90854e+00		         0.04167	5.40000e+01	
0.20739   	3.98815e+00		         0.04333	5.30000e+01	
0.21479   	3.99392e+00		         0.04500	5.00000e+01	
0.22218   	4.08727e+00		         0.04667	4.70000e+01	
0.22957   	4.15425e+00		         0.04833	4.30000e+01	
0.23697   	4.27073e+00		         0.05000	3.80000e+01	
0.24436   	4.26789e+00		         0.05167	3.30000e+01	
0.25175   	4.23237e+00		         0.05333	2.80000e+01	
0.25915   	4.19532e+00		         0.05500	2.20000e+01	
0.26654   	4.18911e+00		         0.05667	1.70000e+01	
0.27393   	4.11944e+00		         0.05833	1.20000e+01	
0.28133   	4.13397e+00		         0.06000	7.00000e+00	
0.28872   	4.11647e+00		         0.06167	3.00000e+00	
0.29611   	4.16014e+00		         0.06333	0.00000e+00	
0.30351   	4.18957e+00		         0.06500	-3.00000e+00	
0.31090   	4.15128e+00		         0.06667	-6.00000e+00	
