Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.00906   	-4.94578e-01		         0.00000	1.38000e+02	
0.01790   	4.59376e-01		         0.00167	1.74000e+02	
0.02675   	2.36848e+00		         0.00333	2.11000e+02	
0.03561   	2.33526e+00		         0.00500	2.48000e+02	
0.04447   	1.52736e+00		         0.00667	2.83000e+02	
0.05331   	1.32105e-01		         0.00833	3.16000e+02	
0.06216   	1.48004e-01		         0.01000	3.46000e+02	
0.07102   	6.91003e-01		         0.01167	3.71000e+02	
0.07989   	1.77714e+00		         0.01333	3.91000e+02	
0.08872   	3.03066e+00		         0.01500	4.05000e+02	
0.09757   	4.40525e+00		         0.01667	4.12000e+02	
0.10643   	5.09034e+00		         0.01833	4.14000e+02	
0.11529   	5.61376e+00		         0.02000	4.09000e+02	
0.12413   	5.61155e+00		         0.02167	3.98000e+02	
0.13298   	5.60071e+00		         0.02333	3.80000e+02	
0.14183   	5.37895e+00		         0.02500	3.57000e+02	
0.15070   	5.18386e+00		         0.02667	3.30000e+02	
0.15954   	5.16757e+00		         0.02833	2.99000e+02	
0.16839   	5.24004e+00		         0.03000	2.64000e+02	
0.17730   	5.34483e+00		         0.03167	2.28000e+02	
0.18611   	5.36090e+00		         0.03333	1.91000e+02	
0.19495   	5.28937e+00		         0.03500	1.53000e+02	
0.20380   	5.22003e+00		         0.03667	1.16000e+02	
0.21265   	5.07805e+00		         0.03833	8.00000e+01	
0.22152   	4.88969e+00		         0.04000	4.60000e+01	
0.23035   	4.61474e+00		         0.04167	1.40000e+01	
0.23921   	4.46989e+00		         0.04333	-1.50000e+01	
0.24806   	4.24671e+00		         0.04500	-4.00000e+01	
0.25694   	4.05695e+00		         0.04667	-6.20000e+01	
0.26576   	3.76491e+00		         0.04833	-8.10000e+01	
0.27462   	3.57183e+00		         0.05000	-9.60000e+01	
0.28347   	3.38021e+00		         0.05167	-1.08000e+02	
0.29233   	3.15540e+00		         0.05333	-1.17000e+02	
0.30117   	2.97525e+00		         0.05500	-1.24000e+02	
0.31041   	2.70235e+00		         0.05667	-1.29000e+02	
0.31888   	2.52888e+00		         0.05833	-1.32000e+02	
0.32774   	2.19689e+00		         0.06000	-1.33000e+02	
0.33658   	2.02213e+00		         0.06167	-1.34000e+02	
0.34543   	1.82831e+00		         0.06333	-1.34000e+02	
0.35428   	1.70261e+00		         0.06500	-1.32000e+02	
0.36316   	1.45684e+00		         0.06667	-1.31000e+02	
0.37199   	1.25572e+00		         0.06833	-1.29000e+02	
0.38085   	1.34136e+00		         0.07000	-1.26000e+02	
0.38969   	1.43343e+00		         0.07167	-1.24000e+02	
0.39856   	1.00417e+00		         0.07333	-1.21000e+02	
0.40740   	4.66996e-01		         0.07500	-1.19000e+02	
0.41625   	1.63174e-02		         0.07667	-1.16000e+02	
0.42510   	1.28729e-01		         0.07833	-1.13000e+02	
0.43398   	1.39608e-01		         0.08000	-1.10000e+02	
0.44304   	7.35061e-02		         0.08167	-1.07000e+02	
0.45166   	1.97197e-01		         0.08333	-1.05000e+02	
0.46051   	4.18080e-01		         0.08500	-1.02000e+02	
0.46940   	4.81915e-01		         0.08667	-9.90000e+01	
0.47822   	7.56330e-01		         0.08833	-9.70000e+01	
0.48707   	-1.27191e-01		         0.09000	-9.50000e+01	
0.49592   	-9.59157e-01		         0.09167	-9.20000e+01	
0.50480   	-2.54240e+00		         0.09333	-9.00000e+01	
0.51362   	-3.22097e+00		         0.09500	-8.80000e+01	
0.52248   	-3.70662e+00		         0.09667	-8.60000e+01	
0.53133   	-4.00254e+00		         0.09833	-8.40000e+01	
0.54020   	-4.32185e+00		         0.10000	-8.20000e+01	
0.54903   	-4.51634e+00		         0.10167	-8.00000e+01	
0.55789   	-4.47639e+00		         0.10333	-7.80000e+01	
0.56674   	-4.13684e+00		         0.10500	-7.70000e+01	
0.57566   	-3.73127e+00		         0.10667	-7.50000e+01	
0.58444   	-3.39943e+00		         0.10833	-7.30000e+01	
0.59329   	-2.88984e+00		         0.11000	-7.00000e+01	
0.60215   	-2.55982e+00		         0.11167	-6.80000e+01	
0.61102   	-2.05308e+00		         0.11333	-6.60000e+01	
0.61985   	-1.60654e+00		         0.11500	-6.40000e+01	
0.62870   	-1.25200e+00		         0.11667	-6.20000e+01	
0.63755   	-9.48417e-01		         0.11833	-6.00000e+01	
0.64644   	-9.46127e-01		         0.12000	-5.90000e+01	
0.65526   	-6.77199e-01		         0.12167	-5.70000e+01	
0.66411   	-6.39319e-01		         0.12333	-5.50000e+01	
0.67296   	-3.46847e-01		         0.12500	-5.40000e+01	
0.68184   	-3.13723e-01		         0.12667	-5.20000e+01	
0.69066   	-2.74785e-01		         0.12833	-5.10000e+01	
0.69952   	-4.82827e-01		         0.13000	-4.90000e+01	
0.70857   	-5.42507e-01		         0.13167	-4.80000e+01	
0.71725   	-4.55550e-01		         0.13333	-4.60000e+01	
0.72607   	-3.37196e-01		         0.13500	-4.50000e+01	
0.73493   	-3.15263e-01		         0.13667	-4.30000e+01	
0.74378   	-3.42595e-01		         0.13833	-4.20000e+01	
0.75266   	-3.80773e-01		         0.14000	-4.00000e+01	
0.76148   	-3.24683e-01		         0.14167	-3.90000e+01	
0.77034   	-5.35810e-01		         0.14333	-3.80000e+01	
0.77919   	-5.69585e-01		         0.14500	-3.70000e+01	
0.78806   	-1.04809e+00		         0.14667	-3.60000e+01	
0.79689   	-1.83224e+00		         0.14833	-3.40000e+01	
0.80574   	-3.16923e+00		         0.15000	-3.30000e+01	
0.81460   	-4.51984e+00		         0.15167	-3.20000e+01	
0.82347   	-5.60254e+00		         0.15333	-3.10000e+01	
0.83230   	-6.34144e+00		         0.15500	-3.10000e+01	
0.84154   	-6.69927e+00		         0.15667	-3.00000e+01	
0.85001   	-6.75969e+00		         0.15833	-2.90000e+01	
0.85887   	-6.43492e+00		         0.16000	-2.90000e+01	
0.86771   	-5.92622e+00		         0.16167	-2.80000e+01	
0.87656   	-5.12677e+00		         0.16333	-2.70000e+01	
0.88542   	-4.38547e+00		         0.16500	-2.70000e+01	
0.89430   	-3.56586e+00		         0.16667	-2.60000e+01	
0.90312   	-3.16679e+00		         0.16833	-2.50000e+01	
0.91197   	-2.69376e+00		         0.17000	-2.50000e+01	
0.92082   	-2.37078e+00		         0.17167	-2.40000e+01	
0.92969   	-1.53740e+00		         0.17333	-2.30000e+01	
0.93853   	-9.49345e-01		         0.17500	-2.20000e+01	
0.94738   	1.91076e-01		         0.17667	-2.10000e+01	
0.95623   	1.25683e+00		         0.17833	-1.90000e+01	
0.96511   	1.44029e+00		         0.18000	-1.80000e+01	
0.97433   	8.28092e-01		         0.18167	-1.70000e+01	
0.98279   	-9.30671e-02		         0.18333	-1.60000e+01	
0.99164   	2.60749e-01		         0.18500	-1.50000e+01	
1.00050   	9.87897e-01		         0.18667	-1.40000e+01	
1.00934   	2.20367e+00		         0.18833	-1.30000e+01	
1.01820   	3.40580e+00		         0.19000	-1.20000e+01	
1.02705   	4.58363e+00		         0.19167	-1.20000e+01	
1.03593   	5.29663e+00		         0.19333	-1.10000e+01	
1.04476   	5.63090e+00		         0.19500	-1.00000e+01	
1.05361   	5.60403e+00		         0.19667	-9.00000e+00	
1.06246   	5.50415e+00		         0.19833	-9.00000e+00	
1.07133   	5.31134e+00		         0.20000	-8.00000e+00	
1.08016   	5.12732e+00		         0.20167	-7.00000e+00	
1.08901   	4.96122e+00		         0.20333	-6.00000e+00	
1.09787   	4.85244e+00		         0.20500	-5.00000e+00	
1.10696   	4.90834e+00		         0.20667	-4.00000e+00	
1.11557   	4.92313e+00		         0.20833	-3.00000e+00	
1.12442   	4.90695e+00		         0.21000	-2.00000e+00	
1.13327   	4.83742e+00		         0.21167	-1.00000e+00	
1.14215   	4.74312e+00		         0.21333	0.00000e+00	
1.15098   	4.59836e+00		         0.21500	1.00000e+00	
1.15983   	4.40798e+00		         0.21667	1.00000e+00	
1.16868   	4.23756e+00		         0.21833	2.00000e+00	
1.17756   	4.08310e+00		         0.22000	3.00000e+00	
1.18639   	3.87273e+00		         0.22167	4.00000e+00	
1.19524   	3.65381e+00		         0.22333	4.00000e+00	
