Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01148   	1.50612e-01		         0.00000	1.12000e+02	
0.01786   	4.17573e-01		         0.00167	1.28000e+02	
0.02423   	1.00941e+00		         0.00333	1.45000e+02	
0.03061   	1.94179e+00		         0.00500	1.61000e+02	
0.03698   	2.40765e+00		         0.00667	1.75000e+02	
0.04336   	2.62204e+00		         0.00833	1.88000e+02	
0.04973   	2.28305e+00		         0.01000	1.98000e+02	
0.05610   	1.16434e+00		         0.01167	2.05000e+02	
0.06248   	6.41811e-01		         0.01333	2.08000e+02	
0.06885   	6.15843e-02		         0.01500	2.07000e+02	
0.07523   	-1.64539e-01		         0.01667	2.01000e+02	
0.08160   	1.88631e-01		         0.01833	1.91000e+02	
0.08798   	1.07113e+00		         0.02000	1.75000e+02	
0.09435   	1.67130e+00		         0.02167	1.56000e+02	
0.10073   	2.46244e+00		         0.02333	1.33000e+02	
0.10710   	3.13162e+00		         0.02500	1.07000e+02	
0.11348   	3.87425e+00		         0.02667	7.90000e+01	
0.11985   	4.20810e+00		         0.02833	5.00000e+01	
0.12623   	4.29095e+00		         0.03000	2.20000e+01	
0.13260   	4.45945e+00		         0.03167	-6.00000e+00	
0.13897   	4.52498e+00		         0.03333	-3.20000e+01	
0.14535   	4.49489e+00		         0.03500	-5.60000e+01	
0.15172   	4.67769e+00		         0.03667	-7.70000e+01	
0.15810   	4.76955e+00		         0.03833	-9.30000e+01	
0.16447   	4.75051e+00		         0.04000	-1.07000e+02	
0.17085   	4.63722e+00		         0.04167	-1.16000e+02	
0.17722   	4.54559e+00		         0.04333	-1.22000e+02	
0.18360   	4.48995e+00		         0.04500	-1.25000e+02	
0.18997   	4.41089e+00		         0.04667	-1.25000e+02	
0.19635   	4.43768e+00		         0.04833	-1.23000e+02	
0.20272   	4.50676e+00		         0.05000	-1.19000e+02	
0.20910   	4.53321e+00		         0.05167	-1.14000e+02	
0.21547   	4.51369e+00		         0.05333	-1.08000e+02	
0.22208   	4.49444e+00		         0.05500	-1.01000e+02	
0.22822   	4.42081e+00		         0.05667	-9.40000e+01	
0.23460   	4.31198e+00		         0.05833	-8.60000e+01	
0.24097   	4.22858e+00		         0.06000	-7.90000e+01	
0.24734   	4.15476e+00		         0.06167	-7.30000e+01	
0.25372   	4.07310e+00		         0.06333	-6.70000e+01	
0.26009   	3.97198e+00		         0.06500	-6.20000e+01	
0.26647   	3.82438e+00		         0.06667	-5.70000e+01	
0.27284   	3.72939e+00		         0.06833	-5.30000e+01	
0.27922   	3.58406e+00		         0.07000	-5.00000e+01	
0.28559   	3.42480e+00		         0.07167	-4.70000e+01	
0.29197   	3.24535e+00		         0.07333	-4.50000e+01	
0.29834   	3.08046e+00		         0.07500	-4.40000e+01	
0.30472   	2.82740e+00		         0.07667	-4.30000e+01	
0.31109   	2.60951e+00		         0.07833	-4.20000e+01	
0.31747   	2.37984e+00		         0.08000	-4.10000e+01	
0.32384   	2.16196e+00		         0.08167	-3.90000e+01	
0.33022   	1.93837e+00		         0.08333	-3.80000e+01	
0.33659   	1.70219e+00		         0.08500	-3.60000e+01	
0.34297   	1.38735e+00		         0.08667	-3.50000e+01	
0.34934   	1.02176e+00		         0.08833	-3.30000e+01	
0.35571   	4.63968e-01		         0.09000	-3.00000e+01	
0.36209   	1.51428e-01		         0.09167	-2.70000e+01	
0.36846   	4.17113e-01		         0.09333	-2.40000e+01	
0.37484   	5.20286e-01		         0.09500	-2.10000e+01	
0.38121   	8.90101e-01		         0.09667	-1.80000e+01	
0.38791   	1.32518e+00		         0.09833	-1.50000e+01	
0.39396   	1.66307e+00		         0.10000	-1.20000e+01	
