Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01719   	-2.91719e+00		         0.00000	-1.00000e+01	
0.02306   	-2.76244e+00		         0.00167	-1.00000e+01	
0.02893   	-2.99068e+00		         0.00333	-1.00000e+01	
0.03480   	-2.65198e+00		         0.00500	-1.00000e+01	
0.04067   	-2.58072e+00		         0.00667	-9.00000e+00	
0.04653   	-2.56892e+00		         0.00833	-6.00000e+00	
0.05240   	-4.54866e+00		         0.01000	-3.00000e+00	
0.05827   	-3.98585e+00		         0.01167	2.00000e+00	
0.06414   	-3.91671e+00		         0.01333	9.00000e+00	
0.07001   	-4.12531e+00		         0.01500	1.70000e+01	
0.07588   	-4.06559e+00		         0.01667	2.80000e+01	
0.08174   	-2.04600e+00		         0.01833	4.10000e+01	
0.08761   	-1.74273e+00		         0.02000	5.50000e+01	
0.09348   	-1.27262e+00		         0.02167	7.10000e+01	
0.09935   	-2.61524e-01		         0.02333	8.80000e+01	
0.10522   	6.53439e-01		         0.02500	1.06000e+02	
0.11109   	1.77442e+00		         0.02667	1.24000e+02	
0.11696   	2.31965e+00		         0.02833	1.41000e+02	
0.12283   	2.68780e+00		         0.03000	1.57000e+02	
0.12869   	2.91713e+00		         0.03167	1.71000e+02	
0.13456   	3.15103e+00		         0.03333	1.82000e+02	
0.14043   	3.19745e+00		         0.03500	1.90000e+02	
0.14630   	3.33352e+00		         0.03667	1.95000e+02	
0.15217   	3.52977e+00		         0.03833	1.97000e+02	
0.15803   	3.69398e+00		         0.04000	1.95000e+02	
0.16391   	3.77455e+00		         0.04167	1.90000e+02	
0.16977   	3.76757e+00		         0.04333	1.81000e+02	
0.17564   	3.70680e+00		         0.04500	1.70000e+02	
0.18151   	3.71666e+00		         0.04667	1.57000e+02	
0.18738   	3.77484e+00		         0.04833	1.42000e+02	
0.19337   	3.81480e+00		         0.05000	1.26000e+02	
0.19912   	3.88797e+00		         0.05167	1.09000e+02	
0.20498   	3.95448e+00		         0.05333	9.30000e+01	
0.21085   	3.92167e+00		         0.05500	7.60000e+01	
0.21672   	3.88247e+00		         0.05667	6.00000e+01	
0.22259   	3.79974e+00		         0.05833	4.50000e+01	
0.22846   	3.72906e+00		         0.06000	3.10000e+01	
0.23433   	3.67057e+00		         0.06167	1.70000e+01	
0.24020   	3.66370e+00		         0.06333	5.00000e+00	
0.24606   	3.67953e+00		         0.06500	-6.00000e+00	
0.25193   	3.64063e+00		         0.06667	-1.60000e+01	
0.25780   	3.63027e+00		         0.06833	-2.50000e+01	
0.26367   	3.65402e+00		         0.07000	-3.30000e+01	
0.26954   	3.60878e+00		         0.07167	-3.90000e+01	
0.27540   	3.56865e+00		         0.07333	-4.50000e+01	
0.28128   	3.54309e+00		         0.07500	-4.90000e+01	
0.28715   	3.36643e+00		         0.07667	-5.30000e+01	
0.29301   	3.26167e+00		         0.07833	-5.50000e+01	
