Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.02468   	-7.90825e-01		         0.00000	1.00000e+01	
0.03109   	-1.62383e+00		         0.00167	2.20000e+01	
0.03725   	-2.15279e+00		         0.00333	3.70000e+01	
0.04337   	-2.40859e+00		         0.00500	5.50000e+01	
0.04951   	-3.09460e+00		         0.00667	7.50000e+01	
0.05591   	-3.41143e+00		         0.00833	9.90000e+01	
0.06207   	-2.61447e+00		         0.01000	1.25000e+02	
0.06819   	-1.31556e+00		         0.01167	1.52000e+02	
0.07433   	-2.07271e-01		         0.01333	1.81000e+02	
0.08073   	1.33778e+00		         0.01500	2.09000e+02	
0.08689   	3.13715e+00		         0.01667	2.34000e+02	
0.09301   	4.16658e+00		         0.01833	2.56000e+02	
0.09914   	4.75160e+00		         0.02000	2.71000e+02	
0.10555   	5.05314e+00		         0.02167	2.79000e+02	
0.11172   	5.29844e+00		         0.02333	2.80000e+02	
0.11783   	5.40668e+00		         0.02500	2.72000e+02	
0.12397   	5.54259e+00		         0.02667	2.57000e+02	
0.13037   	5.67827e+00		         0.02833	2.34000e+02	
0.13652   	5.83578e+00		         0.03000	2.05000e+02	
0.14266   	5.86153e+00		         0.03167	1.70000e+02	
0.14879   	5.78057e+00		         0.03333	1.31000e+02	
0.15519   	5.78780e+00		         0.03500	9.10000e+01	
0.16135   	5.80093e+00		         0.03667	5.10000e+01	
0.16747   	5.72462e+00		         0.03833	1.40000e+01	
0.17361   	5.62307e+00		         0.04000	-2.00000e+01	
0.18002   	5.66081e+00		         0.04167	-5.00000e+01	
0.18616   	5.72638e+00		         0.04333	-7.50000e+01	
0.19229   	5.81293e+00		         0.04500	-9.50000e+01	
0.19843   	5.86439e+00		         0.04667	-1.09000e+02	
0.20484   	6.05669e+00		         0.04833	-1.18000e+02	
0.21099   	6.13551e+00		         0.05000	-1.23000e+02	
0.21711   	6.18581e+00		         0.05167	-1.24000e+02	
0.22325   	6.09975e+00		         0.05333	-1.22000e+02	
0.22966   	5.50044e+00		         0.05500	-1.19000e+02	
0.23582   	4.65766e+00		         0.05667	-1.15000e+02	
0.34207   	3.89052e+00		         0.05833	-1.10000e+02	
0.34820   	2.95810e+00		         0.06000	-1.05000e+02	
0.35434   	2.04442e+00		         0.06167	-1.00000e+02	
0.36048   	1.67312e+00		         0.06333	-9.40000e+01	
0.36689   	1.39339e+00		         0.06500	-8.90000e+01	
0.37304   	9.81292e-01		         0.06667	-8.40000e+01	
0.37916   	4.15100e-01		         0.06833	-8.00000e+01	
0.38530   	-1.47805e-01		         0.07000	-7.60000e+01	
0.39171   	-7.10212e-01		         0.07167	-7.40000e+01	
0.39785   	-1.30546e+00		         0.07333	-7.10000e+01	
0.40398   	-1.31787e+00		         0.07500	-7.00000e+01	
0.41012   	-1.26495e+00		         0.07667	-6.80000e+01	
0.41653   	-6.04007e-01		         0.07833	-6.70000e+01	
0.42268   	-2.86197e-01		         0.08000	-6.60000e+01	
0.42881   	3.63905e-01		         0.08167	-6.40000e+01	
0.43501   	2.78011e-01		         0.08333	-6.30000e+01	
0.44135   	2.34864e-01		         0.08500	-6.20000e+01	
0.44749   	-5.40992e-01		         0.08667	-6.10000e+01	
0.45362   	-1.25463e+00		         0.08833	-5.90000e+01	
0.45976   	-2.27533e+00		         0.09000	-5.70000e+01	
0.46617   	-3.18558e+00		         0.09167	-5.50000e+01	
0.47234   	-3.93359e+00		         0.09333	-5.20000e+01	
0.47845   	-4.78394e+00		         0.09500	-5.00000e+01	
0.48470   	-5.09669e+00		         0.09667	-4.80000e+01	
0.49099   	-5.47876e+00		         0.09833	-4.60000e+01	
0.49715   	-5.86836e+00		         0.10000	-4.50000e+01	
0.50327   	-6.08494e+00		         0.10167	-4.50000e+01	
0.50941   	-6.12104e+00		         0.10333	-4.40000e+01	
0.51581   	-6.31738e+00		         0.10500	-4.50000e+01	
0.52197   	-6.33050e+00		         0.10667	-4.50000e+01	
0.52809   	-6.21085e+00		         0.10833	-4.60000e+01	
0.53423   	-6.13779e+00		         0.11000	-4.60000e+01	
0.54064   	-5.73711e+00		         0.11167	-4.70000e+01	
0.54680   	-5.39337e+00		         0.11333	-4.80000e+01	
0.55291   	-5.05120e+00		         0.11500	-4.90000e+01	
0.55905   	-4.54694e+00		         0.11667	-4.80000e+01	
0.56546   	-4.16971e+00		         0.11833	-4.70000e+01	
0.57162   	-3.91231e+00		         0.12000	-4.50000e+01	
0.57773   	-3.47430e+00		         0.12167	-4.40000e+01	
0.58387   	-3.09342e+00		         0.12333	-4.20000e+01	
0.59028   	-2.79342e+00		         0.12500	-4.10000e+01	
0.59642   	-2.45169e+00		         0.12667	-4.00000e+01	
0.60255   	-2.07477e+00		         0.12833	-3.90000e+01	
0.60869   	-1.90473e+00		         0.13000	-3.80000e+01	
0.61510   	-1.64742e+00		         0.13167	-3.70000e+01	
0.62125   	-1.49691e+00		         0.13333	-3.60000e+01	
0.62737   	-1.41482e+00		         0.13500	-3.50000e+01	
0.63351   	-1.47115e+00		         0.13667	-3.40000e+01	
0.63992   	-1.49742e+00		         0.13833	-3.40000e+01	
0.64608   	-1.67793e+00		         0.14000	-3.30000e+01	
0.65219   	-1.90785e+00		         0.14167	-3.30000e+01	
0.65833   	-2.13530e+00		         0.14333	-3.20000e+01	
0.66474   	-2.65400e+00		         0.14500	-3.10000e+01	
0.67089   	-3.30039e+00		         0.14667	-3.00000e+01	
0.67701   	-4.04345e+00		         0.14833	-3.00000e+01	
