Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01858   	4.33773e+00		         0.00000	8.70000e+01	
0.02854   	4.03246e+00		         0.00167	7.40000e+01	
0.03833   	1.91925e+00		         0.00333	5.80000e+01	
0.04821   	-1.39815e+00		         0.00500	3.90000e+01	
0.05809   	-3.95007e+00		         0.00667	1.90000e+01	
0.06797   	-1.67802e+00		         0.00833	-3.00000e+00	
0.07793   	1.63243e+00		         0.01000	-2.50000e+01	
0.08773   	4.83673e+00		         0.01167	-4.70000e+01	
0.09760   	5.34479e+00		         0.01333	-6.70000e+01	
0.10748   	5.35075e+00		         0.01500	-8.60000e+01	
0.11736   	5.43830e+00		         0.01667	-1.01000e+02	
0.12724   	5.71137e+00		         0.01833	-1.14000e+02	
0.13712   	5.66352e+00		         0.02000	-1.23000e+02	
0.14699   	5.65258e+00		         0.02167	-1.29000e+02	
0.15688   	5.34838e+00		         0.02333	-1.32000e+02	
0.16676   	5.54438e+00		         0.02500	-1.31000e+02	
0.17663   	5.34273e+00		         0.02667	-1.27000e+02	
0.18651   	5.35718e+00		         0.02833	-1.21000e+02	
0.19639   	5.38765e+00		         0.03000	-1.13000e+02	
0.20627   	5.27585e+00		         0.03167	-1.02000e+02	
0.21615   	5.27057e+00		         0.03333	-9.10000e+01	
0.22602   	4.69953e+00		         0.03500	-7.80000e+01	
0.23590   	4.74854e+00		         0.03667	-6.60000e+01	
0.24579   	4.60229e+00		         0.03833	-5.40000e+01	
0.25566   	4.48600e+00		         0.04000	-4.20000e+01	
0.26554   	3.98296e+00		         0.04167	-3.10000e+01	
0.27542   	3.46276e+00		         0.04333	-2.10000e+01	
0.28530   	3.31386e+00		         0.04500	-1.20000e+01	
0.29517   	3.03307e+00		         0.04667	-4.00000e+00	
0.30506   	2.68756e+00		         0.04833	2.00000e+00	
0.31493   	2.14940e+00		         0.05000	8.00000e+00	
0.32481   	1.97067e+00		         0.05167	1.30000e+01	
0.33469   	1.83934e+00		         0.05333	1.70000e+01	
0.34457   	1.60360e+00		         0.05500	2.10000e+01	
0.35445   	8.53214e-01		         0.05667	2.30000e+01	
0.36433   	-4.99554e-01		         0.05833	2.50000e+01	
0.37420   	-1.34175e+00		         0.06000	2.50000e+01	
0.38408   	-6.78654e-01		         0.06167	2.60000e+01	
0.39396   	8.69867e-01		         0.06333	2.50000e+01	
0.40384   	2.14449e+00		         0.06500	2.50000e+01	
0.41372   	2.49705e+00		         0.06667	2.40000e+01	
0.42360   	2.77793e+00		         0.06833	2.30000e+01	
0.43348   	3.12356e+00		         0.07000	2.10000e+01	
0.44336   	3.00079e+00		         0.07167	2.00000e+01	
0.45323   	2.44688e+00		         0.07333	1.90000e+01	
0.46311   	1.69413e+00		         0.07500	1.80000e+01	
0.47299   	4.16058e-01		         0.07667	1.80000e+01	
0.48287   	-8.23114e-01		         0.07833	1.70000e+01	
0.49275   	-2.10652e+00		         0.08000	1.70000e+01	
0.50263   	-2.78317e+00		         0.08167	1.60000e+01	
0.51250   	-3.37405e+00		         0.08333	1.60000e+01	
0.52238   	-3.73509e+00		         0.08500	1.50000e+01	
0.53226   	-3.75789e+00		         0.08667	1.40000e+01	
0.54214   	-3.83531e+00		         0.08833	1.40000e+01	
0.55202   	-3.65639e+00		         0.09000	1.40000e+01	
0.56190   	-3.65170e+00		         0.09167	1.40000e+01	
0.57178   	-3.17757e+00		         0.09333	1.40000e+01	
0.58166   	-2.91287e+00		         0.09500	1.50000e+01	
0.59153   	-2.36868e+00		         0.09667	1.50000e+01	
0.60141   	-2.16487e+00		         0.09833	1.60000e+01	
0.61129   	-1.93805e+00		         0.10000	1.60000e+01	
0.62117   	-1.90085e+00		         0.10167	1.70000e+01	
0.63105   	-1.57026e+00		         0.10333	1.80000e+01	
0.64092   	-1.37740e+00		         0.10500	1.80000e+01	
0.65080   	-1.01008e+00		         0.10667	1.90000e+01	
0.66090   	-8.48620e-01		         0.10833	1.90000e+01	
0.67056   	-7.13791e-01		         0.11000	1.80000e+01	
0.68044   	-6.71129e-01		         0.11167	1.70000e+01	
0.69032   	-6.28589e-01		         0.11333	1.50000e+01	
0.70020   	-5.56266e-01		         0.11500	1.30000e+01	
0.71007   	-5.36632e-01		         0.11667	1.10000e+01	
0.71996   	-5.40134e-01		         0.11833	9.00000e+00	
0.72984   	-5.22021e-01		         0.12000	8.00000e+00	
0.73971   	-4.14283e-01		         0.12167	6.00000e+00	
0.74959   	-3.03384e-01		         0.12333	4.00000e+00	
0.75947   	-2.65822e-01		         0.12500	3.00000e+00	
0.76935   	-2.50609e-01		         0.12667	2.00000e+00	
0.77922   	-3.03874e-01		         0.12833	1.00000e+00	
0.78910   	-3.54486e-01		         0.13000	1.00000e+00	
0.79898   	-4.60065e-01		         0.13167	1.00000e+00	
0.80886   	-4.57596e-01		         0.13333	1.00000e+00	
0.81873   	-4.90295e-01		         0.13500	2.00000e+00	
0.82862   	-5.02490e-01		         0.13667	3.00000e+00	
0.83850   	-5.26065e-01		         0.13833	4.00000e+00	
