Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.00577   	-1.02198e+00		         0.00000	5.00000e+00	
0.01241   	-6.46472e-01		         0.00167	9.00000e+00	
0.01906   	-1.98467e-01		         0.00333	1.50000e+01	
0.02570   	6.43817e-01		         0.00500	2.30000e+01	
0.03262   	1.54888e+00		         0.00667	3.30000e+01	
0.03926   	1.94814e+00		         0.00833	4.70000e+01	
0.04590   	1.47525e+00		         0.01000	6.40000e+01	
0.05255   	4.66949e-01		         0.01167	8.30000e+01	
0.05946   	-7.52679e-01		         0.01333	1.06000e+02	
0.06611   	-1.40660e+00		         0.01500	1.30000e+02	
0.07275   	-1.34903e+00		         0.01667	1.56000e+02	
0.07939   	-4.11023e-01		         0.01833	1.82000e+02	
0.08631   	1.05549e+00		         0.02000	2.07000e+02	
0.09295   	2.59611e+00		         0.02167	2.28000e+02	
0.09960   	3.38946e+00		         0.02333	2.45000e+02	
0.10624   	3.81973e+00		         0.02500	2.55000e+02	
0.11316   	4.10801e+00		         0.02667	2.58000e+02	
0.11980   	4.21007e+00		         0.02833	2.54000e+02	
0.12644   	4.27896e+00		         0.03000	2.43000e+02	
0.13309   	4.32246e+00		         0.03167	2.24000e+02	
0.13999   	4.40208e+00		         0.03333	2.00000e+02	
0.14665   	4.43007e+00		         0.03500	1.70000e+02	
0.15329   	4.44504e+00		         0.03667	1.37000e+02	
0.15993   	4.42801e+00		         0.03833	1.02000e+02	
0.16685   	4.47018e+00		         0.04000	6.60000e+01	
0.17381   	4.50410e+00		         0.04167	3.10000e+01	
0.18013   	4.55971e+00		         0.04333	0.00000e+00	
0.18678   	4.54614e+00		         0.04500	-2.70000e+01	
0.19369   	4.56825e+00		         0.04667	-5.00000e+01	
0.20034   	4.56163e+00		         0.04833	-6.80000e+01	
0.20698   	4.55619e+00		         0.05000	-8.10000e+01	
0.21362   	4.06910e+00		         0.05167	-8.90000e+01	
0.22054   	3.67355e+00		         0.05333	-9.40000e+01	
0.33347   	3.19850e+00		         0.05500	-9.60000e+01	
0.34012   	2.74411e+00		         0.05667	-9.50000e+01	
0.34676   	2.17374e+00		         0.05833	-9.20000e+01	
0.35341   	2.04703e+00		         0.06000	-8.70000e+01	
0.36032   	1.81822e+00		         0.06167	-8.10000e+01	
0.36696   	1.52736e+00		         0.06333	-7.50000e+01	
0.37361   	1.16224e+00		         0.06500	-6.90000e+01	
0.38025   	8.42621e-01		         0.06667	-6.20000e+01	
0.38717   	4.59915e-01		         0.06833	-5.60000e+01	
