Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.02262   	8.18250e-01		         0.00000	-2.50000e+01	
0.02846   	5.52032e-01		         0.00167	-2.50000e+01	
0.03429   	4.90449e-01		         0.00333	-2.40000e+01	
0.04012   	4.52928e-01		         0.00500	-2.20000e+01	
0.04596   	-1.22975e-02		         0.00667	-1.90000e+01	
0.05179   	-1.34702e-01		         0.00833	-1.60000e+01	
0.05763   	-7.23336e-02		         0.01000	-1.30000e+01	
0.06347   	-2.75700e-01		         0.01167	-8.00000e+00	
0.06930   	1.11438e-01		         0.01333	-2.00000e+00	
0.07514   	7.14660e-01		         0.01500	4.00000e+00	
0.08097   	1.32194e+00		         0.01667	1.30000e+01	
0.08680   	1.93636e+00		         0.01833	2.20000e+01	
0.09264   	2.77541e+00		         0.02000	3.40000e+01	
0.09847   	3.19783e+00		         0.02167	4.60000e+01	
0.10431   	3.83475e+00		         0.02333	6.00000e+01	
0.11014   	4.35820e+00		         0.02500	7.40000e+01	
0.11598   	4.77439e+00		         0.02667	8.90000e+01	
0.12182   	5.12827e+00		         0.02833	1.03000e+02	
0.12765   	5.39545e+00		         0.03000	1.16000e+02	
0.13348   	5.41957e+00		         0.03167	1.27000e+02	
0.13932   	5.48067e+00		         0.03333	1.36000e+02	
0.14515   	5.64298e+00		         0.03500	1.41000e+02	
0.15099   	5.70756e+00		         0.03667	1.44000e+02	
0.15682   	5.64389e+00		         0.03833	1.42000e+02	
0.16266   	5.57238e+00		         0.04000	1.37000e+02	
0.16850   	5.49132e+00		         0.04167	1.29000e+02	
0.17433   	5.21397e+00		         0.04333	1.16000e+02	
0.18016   	5.05780e+00		         0.04500	1.00000e+02	
0.18600   	5.02305e+00		         0.04667	8.10000e+01	
0.19183   	4.94839e+00		         0.04833	6.10000e+01	
0.19767   	4.86963e+00		         0.05000	3.90000e+01	
0.20351   	4.90963e+00		         0.05167	1.60000e+01	
0.20934   	5.04133e+00		         0.05333	-6.00000e+00	
0.21517   	5.06658e+00		         0.05500	-2.70000e+01	
0.22101   	5.14835e+00		         0.05667	-4.70000e+01	
0.22684   	5.31140e+00		         0.05833	-6.50000e+01	
0.23273   	5.46732e+00		         0.06000	-8.10000e+01	
0.23851   	5.52048e+00		         0.06167	-9.40000e+01	
0.24435   	5.57045e+00		         0.06333	-1.04000e+02	
0.25018   	5.56284e+00		         0.06500	-1.11000e+02	
0.25602   	5.54581e+00		         0.06667	-1.14000e+02	
0.26185   	5.44638e+00		         0.06833	-1.15000e+02	
0.26769   	5.50075e+00		         0.07000	-1.14000e+02	
0.27352   	5.52716e+00		         0.07167	-1.10000e+02	
0.27936   	5.38911e+00		         0.07333	-1.04000e+02	
0.28519   	4.82735e+00		         0.07500	-9.70000e+01	
0.29103   	4.59057e+00		         0.07667	-8.90000e+01	
0.29686   	4.14080e+00		         0.07833	-8.00000e+01	
0.30270   	3.95666e+00		         0.08000	-7.10000e+01	
0.30854   	3.87287e+00		         0.08167	-6.20000e+01	
0.31437   	4.26663e+00		         0.08333	-5.40000e+01	
0.32021   	4.38599e+00		         0.08500	-4.60000e+01	
0.32604   	4.27481e+00		         0.08667	-3.90000e+01	
0.33187   	4.04675e+00		         0.08833	-3.30000e+01	
0.33771   	3.78012e+00		         0.09000	-2.80000e+01	
0.34355   	3.49324e+00		         0.09167	-2.30000e+01	
0.34938   	3.18270e+00		         0.09333	-1.90000e+01	
0.35521   	3.11989e+00		         0.09500	-1.60000e+01	
0.36105   	3.04369e+00		         0.09667	-1.30000e+01	
0.36688   	3.21598e+00		         0.09833	-1.10000e+01	
0.37272   	2.78108e+00		         0.10000	-9.00000e+00	
0.37855   	2.69055e+00		         0.10167	-7.00000e+00	
0.38439   	2.10058e+00		         0.10333	-6.00000e+00	
0.39022   	1.35051e+00		         0.10500	-5.00000e+00	
0.39606   	1.13873e+00		         0.10667	-5.00000e+00	
0.40189   	7.33927e-01		         0.10833	-4.00000e+00	
0.40773   	2.17585e-01		         0.11000	-4.00000e+00	
0.41356   	1.22349e-01		         0.11167	-3.00000e+00	
0.41940   	1.71761e-01		         0.11333	-3.00000e+00	
0.42523   	-3.61042e-01		         0.11500	-3.00000e+00	
0.43107   	-4.62608e-02		         0.11667	-2.00000e+00	
0.43690   	2.41873e-01		         0.11833	-2.00000e+00	
0.44274   	5.65940e-01		         0.12000	-2.00000e+00	
0.44858   	9.14048e-01		         0.12167	-2.00000e+00	
0.45441   	9.17561e-01		         0.12333	-1.00000e+00	
0.46024   	7.34604e-01		         0.12500	-1.00000e+00	
