Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.02531   	-3.53611e+00		         0.00000	-4.00000e+00	
0.03223   	-3.13769e+00		         0.00167	-2.00000e+00	
0.03888   	-2.91253e+00		         0.00333	0.00000e+00	
0.04552   	-1.71068e+00		         0.00500	3.00000e+00	
0.05216   	-1.56665e+00		         0.00667	6.00000e+00	
0.05938   	-2.18002e+00		         0.00833	1.00000e+01	
0.06572   	-2.25541e+00		         0.01000	1.40000e+01	
0.07236   	-2.10054e+00		         0.01167	1.90000e+01	
0.07901   	-1.63555e+00		         0.01333	2.50000e+01	
0.08592   	-6.50606e-01		         0.01500	3.20000e+01	
0.09256   	7.75620e-01		         0.01667	4.00000e+01	
0.09921   	2.53244e+00		         0.01833	5.00000e+01	
0.10585   	4.12956e+00		         0.02000	6.20000e+01	
0.11277   	5.30375e+00		         0.02167	7.60000e+01	
0.11941   	6.30701e+00		         0.02333	9.30000e+01	
0.12605   	7.08378e+00		         0.02500	1.12000e+02	
0.13270   	7.23868e+00		         0.02667	1.33000e+02	
0.13962   	7.24129e+00		         0.02833	1.56000e+02	
0.14626   	7.12680e+00		         0.03000	1.80000e+02	
0.15290   	6.84608e+00		         0.03167	2.04000e+02	
0.15955   	6.64048e+00		         0.03333	2.27000e+02	
0.16646   	6.43749e+00		         0.03500	2.47000e+02	
0.17310   	6.28150e+00		         0.03667	2.63000e+02	
0.17975   	6.12969e+00		         0.03833	2.73000e+02	
0.18639   	6.19346e+00		         0.04000	2.76000e+02	
0.19331   	6.15117e+00		         0.04167	2.72000e+02	
0.19995   	6.13045e+00		         0.04333	2.60000e+02	
0.20659   	6.12019e+00		         0.04500	2.41000e+02	
0.21324   	6.09036e+00		         0.04667	2.14000e+02	
0.22016   	6.00938e+00		         0.04833	1.80000e+02	
0.22680   	5.90079e+00		         0.05000	1.42000e+02	
0.23344   	5.72575e+00		         0.05167	1.00000e+02	
0.24008   	5.55277e+00		         0.05333	5.80000e+01	
0.24700   	5.34487e+00		         0.05500	1.50000e+01	
0.25364   	5.18209e+00		         0.05667	-2.40000e+01	
0.26029   	4.99694e+00		         0.05833	-6.00000e+01	
0.26693   	4.82253e+00		         0.06000	-9.10000e+01	
0.27385   	4.64437e+00		         0.06167	-1.16000e+02	
0.28049   	4.38542e+00		         0.06333	-1.35000e+02	
0.28713   	4.06984e+00		         0.06500	-1.48000e+02	
0.29378   	3.74924e+00		         0.06667	-1.55000e+02	
0.30069   	3.50985e+00		         0.06833	-1.57000e+02	
0.30733   	3.25443e+00		         0.07000	-1.54000e+02	
0.31398   	3.06020e+00		         0.07167	-1.48000e+02	
0.32062   	2.86047e+00		         0.07333	-1.39000e+02	
0.32754   	2.64551e+00		         0.07500	-1.28000e+02	
0.33418   	2.40659e+00		         0.07667	-1.16000e+02	
0.34082   	2.17437e+00		         0.07833	-1.03000e+02	
0.34750   	1.89708e+00		         0.08000	-9.10000e+01	
0.35439   	1.53524e+00		         0.08167	-8.00000e+01	
0.36103   	8.62944e-01		         0.08333	-7.00000e+01	
0.36767   	-7.12686e-02		         0.08500	-6.00000e+01	
0.37431   	-1.02012e+00		         0.08667	-5.20000e+01	
0.38123   	-1.52631e+00		         0.08833	-4.50000e+01	
0.38787   	-1.82029e+00		         0.09000	-3.90000e+01	
0.39452   	-1.87306e+00		         0.09167	-3.40000e+01	
0.40117   	-1.41922e+00		         0.09333	-2.90000e+01	
0.40808   	-9.89971e-01		         0.09500	-2.60000e+01	
0.41472   	-7.66096e-01		         0.09667	-2.30000e+01	
0.42136   	-7.99691e-01		         0.09833	-2.00000e+01	
0.42801   	-2.25676e-01		         0.10000	-1.80000e+01	
0.43492   	-2.20753e-02		         0.10167	-1.60000e+01	
0.44157   	-1.10253e-01		         0.10333	-1.40000e+01	
0.44822   	-9.49685e-01		         0.10500	-1.30000e+01	
0.45485   	-1.15096e+00		         0.10667	-1.20000e+01	
0.46177   	-2.05588e+00		         0.10833	-1.10000e+01	
0.46842   	-3.06736e+00		         0.11000	-1.10000e+01	
0.47506   	-3.80396e+00		         0.11167	-1.00000e+01	
0.48170   	-3.94467e+00		         0.11333	-1.00000e+01	
0.48862   	-4.55461e+00		         0.11500	-1.00000e+01	
0.49526   	-4.69549e+00		         0.11667	-9.00000e+00	
0.50190   	-4.53897e+00		         0.11833	-9.00000e+00	
0.50855   	-4.52860e+00		         0.12000	-8.00000e+00	
0.51546   	-4.42608e+00		         0.12167	-8.00000e+00	
0.52210   	-4.27976e+00		         0.12333	-7.00000e+00	
0.52875   	-4.50796e+00		         0.12500	-7.00000e+00	
0.53539   	-4.79344e+00		         0.12667	-6.00000e+00	
0.54231   	-4.79577e+00		         0.12833	-6.00000e+00	
0.54895   	-4.81797e+00		         0.13000	-6.00000e+00	
0.55560   	-4.84395e+00		         0.13167	-6.00000e+00	
0.56224   	-4.72255e+00		         0.13333	-6.00000e+00	
0.56916   	-4.59860e+00		         0.13500	-7.00000e+00	
0.57580   	-4.38166e+00		         0.13667	-7.00000e+00	
0.58244   	-4.06830e+00		         0.13833	-8.00000e+00	
0.58909   	-3.77776e+00		         0.14000	-9.00000e+00	
0.59600   	-3.43542e+00		         0.14167	-9.00000e+00	
0.60265   	-2.99864e+00		         0.14333	-1.00000e+01	
0.60929   	-2.63216e+00		         0.14500	-1.10000e+01	
0.61593   	-2.55126e+00		         0.14667	-1.10000e+01	
0.62285   	-2.28716e+00		         0.14833	-1.10000e+01	
0.62949   	-1.98999e+00		         0.15000	-1.10000e+01	
0.63614   	-1.74213e+00		         0.15167	-1.00000e+01	
0.64278   	-1.50585e+00		         0.15333	-9.00000e+00	
0.64970   	-1.13390e+00		         0.15500	-8.00000e+00	
0.65634   	-1.14444e+00		         0.15667	-7.00000e+00	
0.66298   	-1.10717e+00		         0.15833	-5.00000e+00	
0.66962   	-9.29960e-01		         0.16000	-4.00000e+00	
0.67654   	-8.05714e-01		         0.16167	-3.00000e+00	
0.68318   	-6.33641e-01		         0.16333	-1.00000e+00	
0.68983   	-2.49315e-01		         0.16500	0.00000e+00	
0.69647   	-1.17349e-02		         0.16667	1.00000e+00	
0.70339   	6.02480e-02		         0.16833	2.00000e+00	
0.71003   	9.02546e-02		         0.17000	2.00000e+00	
0.71667   	-3.78026e-02		         0.17167	3.00000e+00	
0.72344   	-3.92938e-01		         0.17333	3.00000e+00	
0.73023   	-8.69140e-01		         0.17500	3.00000e+00	
0.73687   	-1.54859e+00		         0.17667	3.00000e+00	
0.74352   	-2.45263e+00		         0.17833	3.00000e+00	
0.75017   	-3.62749e+00		         0.18000	3.00000e+00	
0.75708   	-4.79829e+00		         0.18167	4.00000e+00	
0.76372   	-6.55165e+00		         0.18333	4.00000e+00	
0.77036   	-8.09056e+00		         0.18500	5.00000e+00	
0.77701   	-9.28619e+00		         0.18667	5.00000e+00	
0.78393   	-1.03325e+01		         0.18833	6.00000e+00	
0.79057   	-1.11162e+01		         0.19000	7.00000e+00	
0.79722   	-1.09875e+01		         0.19167	8.00000e+00	
0.80386   	-1.07123e+01		         0.19333	9.00000e+00	
0.81077   	-1.01488e+01		         0.19500	1.10000e+01	
0.81742   	-9.08573e+00		         0.19667	1.20000e+01	
0.82406   	-7.94086e+00		         0.19833	1.40000e+01	
0.83070   	-6.57276e+00		         0.20000	1.50000e+01	
0.83762   	-5.27991e+00		         0.20167	1.60000e+01	
0.84426   	-3.93518e+00		         0.20333	1.80000e+01	
0.85091   	-2.96543e+00		         0.20500	2.00000e+01	
0.85755   	-2.34910e+00		         0.20667	2.10000e+01	
0.86447   	-1.89752e+00		         0.20833	2.30000e+01	
0.87111   	-1.18261e+00		         0.21000	2.40000e+01	
0.87775   	-7.36974e-01		         0.21167	2.60000e+01	
0.88440   	-1.45964e-01		         0.21333	2.80000e+01	
0.89131   	4.63671e-01		         0.21500	3.00000e+01	
0.89796   	1.95496e-01		         0.21667	3.30000e+01	
0.90460   	-7.92252e-01		         0.21833	3.50000e+01	
0.91124   	-1.30826e+00		         0.22000	3.80000e+01	
0.91816   	-1.49635e+00		         0.22167	4.00000e+01	
0.92480   	-1.76131e+00		         0.22333	4.30000e+01	
0.93144   	-9.30067e-01		         0.22500	4.60000e+01	
0.93809   	7.94825e-01		         0.22667	4.80000e+01	
0.94500   	2.26632e+00		         0.22833	5.10000e+01	
0.95165   	3.63715e+00		         0.23000	5.40000e+01	
0.95829   	5.38200e+00		         0.23167	5.60000e+01	
0.96493   	6.53362e+00		         0.23333	5.90000e+01	
0.97185   	7.13643e+00		         0.23500	6.20000e+01	
0.97849   	7.36510e+00		         0.23667	6.50000e+01	
0.98514   	7.27452e+00		         0.23833	6.80000e+01	
0.99178   	7.06970e+00		         0.24000	7.10000e+01	
0.99870   	6.92957e+00		         0.24167	7.40000e+01	
1.00534   	6.74271e+00		         0.24333	7.70000e+01	
1.01198   	6.64779e+00		         0.24500	8.10000e+01	
1.01863   	6.53492e+00		         0.24667	8.40000e+01	
1.02554   	6.48474e+00		         0.24833	8.80000e+01	
1.03219   	6.40921e+00		         0.25000	9.10000e+01	
1.03896   	6.39098e+00		         0.25167	9.40000e+01	
1.04547   	6.36575e+00		         0.25333	9.80000e+01	
1.05239   	6.36742e+00		         0.25500	1.01000e+02	
1.05932   	6.27403e+00		         0.25667	1.04000e+02	
1.06568   	6.26753e+00		         0.25833	1.07000e+02	
1.07232   	6.24004e+00		         0.26000	1.09000e+02	
1.07924   	6.07888e+00		         0.26167	1.12000e+02	
1.08588   	5.90897e+00		         0.26333	1.13000e+02	
1.09252   	5.68269e+00		         0.26500	1.15000e+02	
1.09917   	5.43864e+00		         0.26667	1.16000e+02	
1.10608   	5.14247e+00		         0.26833	1.17000e+02	
1.11273   	4.87985e+00		         0.27000	1.18000e+02	
1.11937   	4.68976e+00		         0.27167	1.19000e+02	
1.12601   	4.55105e+00		         0.27333	1.19000e+02	
1.13293   	4.29541e+00		         0.27500	1.19000e+02	
1.13957   	4.08129e+00		         0.27667	1.19000e+02	
1.14621   	3.91874e+00		         0.27833	1.18000e+02	
1.15286   	3.57919e+00		         0.28000	1.16000e+02	
1.15978   	3.29937e+00		         0.28167	1.15000e+02	
1.16642   	3.03384e+00		         0.28333	1.12000e+02	
1.17306   	2.85395e+00		         0.28500	1.10000e+02	
1.17970   	2.47645e+00		         0.28667	1.07000e+02	
1.18662   	2.27267e+00		         0.28833	1.03000e+02	
