Velocity (TVI), in cm/s

Time (s) :	Trace 1 : 		Ecg : 		
0.01248   	-3.21385e+00		         0.00000	1.87000e+02	
0.01941   	-2.74961e+00		         0.00167	2.28000e+02	
0.02634   	-2.41115e+00		         0.00333	2.71000e+02	
0.03327   	-1.75281e+00		         0.00500	3.14000e+02	
0.04020   	-1.75591e+00		         0.00667	3.58000e+02	
0.04713   	-1.84725e+00		         0.00833	3.99000e+02	
0.05406   	-3.00347e+00		         0.01000	4.36000e+02	
0.06099   	-3.61467e+00		         0.01167	4.67000e+02	
0.06792   	-3.79251e+00		         0.01333	4.90000e+02	
0.07485   	-3.62049e+00		         0.01500	5.04000e+02	
0.08178   	-3.49972e+00		         0.01667	5.07000e+02	
0.08871   	-2.41062e+00		         0.01833	4.99000e+02	
0.09603   	-1.71032e+00		         0.02000	4.79000e+02	
0.10257   	-9.50065e-01		         0.02167	4.48000e+02	
0.10950   	2.39179e-01		         0.02333	4.07000e+02	
0.11644   	1.50341e+00		         0.02500	3.57000e+02	
0.12336   	2.69296e+00		         0.02667	3.01000e+02	
0.13030   	3.78816e+00		         0.02833	2.39000e+02	
0.13723   	4.21229e+00		         0.03000	1.75000e+02	
0.14416   	4.39473e+00		         0.03167	1.09000e+02	
0.15109   	4.51566e+00		         0.03333	4.60000e+01	
0.15834   	4.51647e+00		         0.03500	-1.30000e+01	
0.16495   	4.30822e+00		         0.03667	-6.60000e+01	
0.17188   	4.42711e+00		         0.03833	-1.12000e+02	
0.17881   	4.33673e+00		         0.04000	-1.50000e+02	
0.18574   	4.30512e+00		         0.04167	-1.80000e+02	
0.19267   	4.49453e+00		         0.04333	-2.01000e+02	
0.19960   	4.67548e+00		         0.04500	-2.16000e+02	
0.20653   	4.74890e+00		         0.04667	-2.24000e+02	
0.21347   	4.79586e+00		         0.04833	-2.27000e+02	
0.22039   	4.72647e+00		         0.05000	-2.25000e+02	
0.22732   	4.61408e+00		         0.05167	-2.19000e+02	
0.23425   	4.54927e+00		         0.05333	-2.11000e+02	
0.24133   	4.41392e+00		         0.05500	-2.01000e+02	
0.24812   	4.33002e+00		         0.05667	-1.90000e+02	
0.25505   	4.27710e+00		         0.05833	-1.78000e+02	
0.26197   	4.13786e+00		         0.06000	-1.67000e+02	
0.26891   	4.00934e+00		         0.06167	-1.57000e+02	
0.27584   	3.84985e+00		         0.06333	-1.47000e+02	
0.28277   	3.70791e+00		         0.06500	-1.38000e+02	
0.28970   	3.58623e+00		         0.06667	-1.31000e+02	
0.29663   	3.40040e+00		         0.06833	-1.24000e+02	
0.30356   	3.25333e+00		         0.07000	-1.18000e+02	
0.31049   	3.15705e+00		         0.07167	-1.13000e+02	
0.31742   	3.08079e+00		         0.07333	-1.09000e+02	
0.32435   	2.88015e+00		         0.07500	-1.06000e+02	
0.33128   	2.78590e+00		         0.07667	-1.03000e+02	
0.33821   	2.70175e+00		         0.07833	-1.01000e+02	
0.34514   	2.57491e+00		         0.08000	-9.90000e+01	
0.35207   	2.45908e+00		         0.08167	-9.70000e+01	
0.35900   	2.36507e+00		         0.08333	-9.60000e+01	
0.36594   	2.26612e+00		         0.08500	-9.40000e+01	
0.37286   	2.12958e+00		         0.08667	-9.30000e+01	
0.37980   	1.98002e+00		         0.08833	-9.20000e+01	
0.38673   	1.73319e+00		         0.09000	-9.10000e+01	
0.39366   	1.55905e+00		         0.09167	-9.00000e+01	
0.40059   	1.30590e+00		         0.09333	-8.90000e+01	
0.40751   	9.64473e-01		         0.09500	-8.80000e+01	
0.41444   	5.39654e-01		         0.09667	-8.60000e+01	
0.42138   	9.96254e-02		         0.09833	-8.50000e+01	
0.42831   	-5.61778e-01		         0.10000	-8.40000e+01	
0.43524   	-1.22226e+00		         0.10167	-8.20000e+01	
0.44217   	-1.47820e+00		         0.10333	-8.10000e+01	
0.44910   	-1.30777e+00		         0.10500	-7.90000e+01	
0.45603   	-7.91875e-01		         0.10667	-7.70000e+01	
0.46296   	-1.05350e-01		         0.10833	-7.60000e+01	
0.46989   	8.63947e-01		         0.11000	-7.40000e+01	
0.47682   	1.60116e+00		         0.11167	-7.20000e+01	
0.48375   	2.21328e+00		         0.11333	-7.10000e+01	
0.49068   	2.59153e+00		         0.11500	-6.90000e+01	
0.49761   	2.97317e+00		         0.11667	-6.70000e+01	
0.50454   	3.52586e+00		         0.11833	-6.60000e+01	
0.51148   	3.85052e+00		         0.12000	-6.50000e+01	
0.51841   	3.26421e+00		         0.12167	-6.30000e+01	
0.52533   	3.03428e+00		         0.12333	-6.20000e+01	
0.53227   	2.77661e+00		         0.12500	-6.20000e+01	
0.53920   	1.98629e+00		         0.12667	-6.10000e+01	
0.54613   	1.06743e+00		         0.12833	-6.10000e+01	
0.55306   	7.16464e-01		         0.13000	-6.00000e+01	
0.55999   	-1.94799e-01		         0.13167	-6.00000e+01	
0.56692   	-1.22935e+00		         0.13333	-6.00000e+01	
0.57385   	-1.95678e+00		         0.13500	-5.90000e+01	
0.58078   	-2.61569e+00		         0.13667	-5.90000e+01	
0.58771   	-3.06756e+00		         0.13833	-5.80000e+01	
0.59464   	-3.29505e+00		         0.14000	-5.70000e+01	
0.60157   	-3.36289e+00		         0.14167	-5.60000e+01	
0.60850   	-3.43097e+00		         0.14333	-5.40000e+01	
0.61543   	-3.17331e+00		         0.14500	-5.20000e+01	
0.62236   	-3.01710e+00		         0.14667	-5.00000e+01	
0.62929   	-2.92857e+00		         0.14833	-4.80000e+01	
0.63622   	-2.82345e+00		         0.15000	-4.60000e+01	
0.64315   	-2.76059e+00		         0.15167	-4.40000e+01	
0.65009   	-2.68597e+00		         0.15333	-4.20000e+01	
0.65701   	-2.49447e+00		         0.15500	-4.00000e+01	
0.66395   	-2.14709e+00		         0.15667	-3.80000e+01	
0.67088   	-1.73921e+00		         0.15833	-3.70000e+01	
0.67781   	-1.43650e+00		         0.16000	-3.60000e+01	
0.68474   	-1.18943e+00		         0.16167	-3.50000e+01	
0.69167   	-9.34044e-01		         0.16333	-3.50000e+01	
0.69860   	-7.55486e-01		         0.16500	-3.50000e+01	
0.70553   	-6.09222e-01		         0.16667	-3.50000e+01	
0.71246   	-4.65451e-01		         0.16833	-3.50000e+01	
0.71939   	-4.22190e-01		         0.17000	-3.60000e+01	
0.72632   	-4.24571e-01		         0.17167	-3.60000e+01	
0.73325   	-4.57983e-01		         0.17333	-3.60000e+01	
0.74018   	-5.01823e-01		         0.17500	-3.70000e+01	
0.74711   	-5.63599e-01		         0.17667	-3.70000e+01	
0.75404   	-5.69239e-01		         0.17833	-3.70000e+01	
0.76098   	-5.58812e-01		         0.18000	-3.70000e+01	
0.76790   	-5.55746e-01		         0.18167	-3.70000e+01	
0.77483   	-5.34639e-01		         0.18333	-3.70000e+01	
0.78177   	-5.08830e-01		         0.18500	-3.70000e+01	
0.78869   	-4.77008e-01		         0.18667	-3.60000e+01	
0.79563   	-4.66818e-01		         0.18833	-3.60000e+01	
0.80256   	-4.40166e-01		         0.19000	-3.60000e+01	
0.80949   	-4.19314e-01		         0.19167	-3.50000e+01	
0.81642   	-3.84099e-01		         0.19333	-3.50000e+01	
0.82335   	-3.59946e-01		         0.19500	-3.40000e+01	
0.83028   	-3.15972e-01		         0.19667	-3.40000e+01	
0.83721   	-2.94574e-01		         0.19833	-3.40000e+01	
0.84414   	-2.90935e-01		         0.20000	-3.40000e+01	
0.85107   	-2.98612e-01		         0.20167	-3.40000e+01	
0.85800   	-3.08018e-01		         0.20333	-3.30000e+01	
0.86493   	-3.22935e-01		         0.20500	-3.30000e+01	
0.87193   	-3.28397e-01		         0.20667	-3.30000e+01	
0.87879   	-3.22769e-01		         0.20833	-3.20000e+01	
0.88572   	-2.93361e-01		         0.21000	-3.10000e+01	
0.89265   	-2.76435e-01		         0.21167	-3.10000e+01	
0.89958   	-2.95066e-01		         0.21333	-3.00000e+01	
0.90651   	-2.89413e-01		         0.21500	-2.90000e+01	
0.91344   	-2.90837e-01		         0.21667	-2.80000e+01	
0.92037   	-3.01206e-01		         0.21833	-2.70000e+01	
0.92731   	-3.15907e-01		         0.22000	-2.60000e+01	
0.93424   	-2.87970e-01		         0.22167	-2.40000e+01	
0.94117   	-3.10935e-01		         0.22333	-2.30000e+01	
0.94810   	-3.03610e-01		         0.22500	-2.20000e+01	
0.95522   	-3.47493e-01		         0.22667	-2.20000e+01	
0.96196   	-3.60336e-01		         0.22833	-2.10000e+01	
0.96889   	-4.04297e-01		         0.23000	-2.00000e+01	
0.97582   	-3.09515e-01		         0.23167	-2.00000e+01	
0.98275   	-1.62835e-01		         0.23333	-2.00000e+01	
0.98968   	7.11774e-02		         0.23500	-1.90000e+01	
0.99661   	5.86685e-02		         0.23667	-1.90000e+01	
1.00354   	-2.48460e-02		         0.23833	-2.00000e+01	
1.01048   	-8.02231e-01		         0.24000	-2.00000e+01	
1.01740   	-1.87239e+00		         0.24167	-2.00000e+01	
1.02433   	-3.32814e+00		         0.24333	-2.00000e+01	
1.03127   	-4.41587e+00		         0.24500	-2.10000e+01	
1.03819   	-5.65151e+00		         0.24667	-2.10000e+01	
1.04512   	-6.53349e+00		         0.24833	-2.10000e+01	
1.05205   	-7.09061e+00		         0.25000	-2.10000e+01	
1.05899   	-7.54777e+00		         0.25167	-2.10000e+01	
1.06592   	-7.51208e+00		         0.25333	-2.10000e+01	
1.07284   	-7.32531e+00		         0.25500	-2.00000e+01	
1.07978   	-6.65629e+00		         0.25667	-2.00000e+01	
1.08671   	-6.02395e+00		         0.25833	-2.00000e+01	
1.09364   	-4.92483e+00		         0.26000	-1.90000e+01	
1.10057   	-4.95229e+00		         0.26167	-1.90000e+01	
